"Id","Distance.band","Distance.band.used.for.weighting","Urban.rural","Market","ISP","Technology","LLU","Headline.speed","Download.speed..Mbit.s..24.hrs","Download.speed..Mbit.s..Max","Download.speed..Mbit.s..8.10pm.weekday","Upload.speed..Mbit.s.24.hour","Upload.speed..Mbit.s.Max","Upload.speed..Mbit.s.8.10pm.weekday","DNS.resolution..ms.24.hour","DNS.failure....24.hour","DNS.resolution..ms.8.10pm.weekday","DNS.failure....8.10pm.weekday","Jitter.up..ms.24.hour","Jitter.down..ms.24.hour","Jitter.up..ms.8.10pm.weekday","Jitter.down..ms.8.10pm.weekday","Latency..ms.24.hour","Packet.loss....24.hour","Latency..ms.8.10pm.weekday","Packet.loss....8.10pm.weekday","Web.page..ms.24.hour","Web.page..ms.8.10pm.weekday","isp.weights","nat.weights"
"294",2767,"1635-1992","1680-2274","Rural",1,"TalkTalk","ADSL","LLU",20,6.7857,6.9579,6.7815,0.855,0.871,0.855,34.903,0.001,34.458,0,0.937,0.572,1.021,0.659,30.007,0.001,29.731,0.001,739.239,764.505,0,0.1237
"295",2769,"763-946","737-1001","Rural",2,"TalkTalk","ADSL","LLU",20,6.4624,6.8852,6.0234,0.679,0.862,0.696,34.782,0.001,35.286,0,1.57,0.738,1.598,1.139,33.319,0.001,33.712,0,1560.678,1682.066,1.41,0.0669
"296",2773,"1992-2563","","Rural",1,"Virgin","ADSL","Non-LLU",8,6.7436,6.9415,6.662,0.787,0.8,0.783,36.188,0.001,72.356,0,0.632,0.583,NA,NA,35.35,0.002,63.579,0.001,801.776,1151.811,0,NA
"297",2775,"2563-5000","","Urban",3,"BT","ADSL","Non-LLU",8,4.0409,4.3588,3.717,0.353,0.368,0.352,26.364,0.002,26.723,0,0.79,0.526,0.911,1.039,24.506,0.001,24.606,0,1073.801,1045.096,0,0.1536
"298",2785,"582-763","473-737","Urban",3,"Sky","ADSL","LLU",20,15.9833,16.4324,16.1225,1.16,1.199,1.186,19.85,0,18.322,0,0.529,0.462,0.459,0.436,14.656,0.002,14.651,0.007,737.783,715.829,0.66,0.1303
"299",2789,"2563-5000","2274-5000","Urban",3,"Sky","ADSL","LLU",20,1.6923,2.0825,1.7231,0.42,0.486,0.416,58.393,0.008,67.568,0.016,2.275,1.396,1.397,0.848,60.287,0.012,63.877,0.012,2823.998,3109.438,1.54,0.4104
"300",2802,"2563-5000","","Urban",3,"Orange","ADSL","Non-LLU",8,3.5439,3.7066,3.4581,0.818,0.841,0.799,23.211,0,27.667,0,0.781,0.763,0.676,1.929,16.147,0.001,19.291,0.001,1093.54,1225.679,NA,0.0545
"301",2811,"385-582","","Rural",1,"Plusnet","ADSL","Non-LLU",8,5.7437,6.7533,5.5939,0.355,0.394,0.362,46.98,0.009,48.5,0,1.178,0.607,1.794,1.332,47.039,0.001,48.522,0.001,1252.626,1475.286,0,NA
"302",2813,"582-763","473-737","Urban",3,"SKY","ADSL","LLU",20,10.5966,11.1872,10.7438,0.77,0.802,0.769,24.478,0.001,23.733,0,0.943,0.489,0.94,0.476,23.54,0,23.544,0,936.214,978.106,0.66,0.1303
"303",2818,"946-1143","","Urban",3,"BT","FTTC","Non-LLU",80,30.9266,36.4819,31.4913,17.739,18.805,17.904,18.177,0.001,18.245,0,0.497,0.411,0.56,0.422,16.878,0,16.777,0.002,350.116,375.377,1,0.018
"304",2819,"385-582","0-473","Urban",2,"TalkTalk","ADSL","LLU",20,15.0093,16.0617,14.8431,0.808,0.862,0.79,33.498,0.002,33.748,0,1.113,0.671,1.339,0.974,24.046,0.001,24.965,0.002,575.64,697.194,0.56,0.0682
"305",2827,"946-1143","","Rural",1,"BT","ADSL","Non-LLU",8,6.5467,6.598,6.5825,0.374,0.384,0.377,46.963,0,46.435,0,0.85,0.469,NA,NA,46.978,0.001,47.429,0,1347.204,1382.495,0,0.0275
"306",2839,"1635-1992","","Rural",1,"BT","ADSL","Non-LLU",8,5.6584,6.7382,4.6386,0.344,0.368,0.339,39.661,0,40.639,0,1.339,0.669,0.953,1.191,38.615,0,40.696,0.001,1254.355,1249.094,0,0.0515
"307",2869,"1992-2563","1992-5000","Rural",1,"BT","ADSL","Non-LLU",20,5.6504,6.0124,5.642,0.827,0.875,0.825,21.081,0.047,21.318,0.028,0.629,0.354,0.685,0.363,20.819,0.017,20.347,0.015,738.826,731.149,0,0.0909
"308",2871,"385-582","","Urban",3,"BT","FTTC","Non-LLU",40,36.4818,37.3413,36.5017,9.28,9.418,9.351,19.79,0,19.636,0,0.441,0.398,0.625,0.403,19.307,0,19.21,0,417.801,442.211,1,0.0252
"309",2885,"763-946","737-1001","Urban",3,"TalkTalk","ADSL","LLU",20,7.4166,7.477,7.4086,0.745,0.765,0.745,35.895,0.001,36.022,0,1.209,0.801,1.079,1.17,34.68,0,34.594,0,746.933,736.571,1.41,0.1994
"310",2893,"1635-1992","1680-2274","Urban",3,"Sky","ADSL","LLU",20,3.9243,4.3191,3.726,0.649,0.688,0.633,41.405,0.001,41.071,0.002,1.402,0.565,2.202,0.623,28.151,0.002,30.059,0.002,1340.731,1317.92,1.73,0.4158
"311",2908,"0-385","0-582","Urban",2,"Plusnet","ADSL","Non-LLU",20,12.9695,17.6732,12.5199,0.748,0.774,0.739,37.657,0.001,40.992,0,0.66,0.6,0.938,2.013,36.995,0.009,37.261,0.004,614.93,666.35,0.45,NA
"312",2909,"582-763","473-737","Urban",3,"Sky","ADSL","LLU",20,12.2688,13.0289,11.8737,0.748,0.816,0.774,38.012,0.001,35.479,0,3.306,0.448,0.839,0.447,39.011,0.002,39.07,0.002,1326.327,1789.91,0.66,0.1303
"313",2913,"1992-2563","","Urban",3,"Orange","ADSL","Non-LLU",20,1.5023,1.6901,1.468,0.631,0.653,0.631,33.978,0,NA,NA,0.678,0.815,0.659,2.174,25.679,0.001,27.289,0,NA,NA,NA,0.1813
"314",2921,"1992-2563","","Rural",1,"Sky","FTTC","Non-LLU",40,36.8094,37.6951,36.2777,9.379,9.436,9.385,18.285,0,17.6,0,0.355,0.345,0.262,0.324,10.986,0.001,10.998,0.003,361.819,398.613,0,NA
"315",2923,"0-385","","Urban",1,"BT","ADSL","Non-LLU",8,5.8798,6.7826,5.2907,0.361,0.385,0.354,44.003,0.033,44.554,0.086,1.242,0.586,0.998,1.013,43.965,NA,44.968,NA,1591.873,1915.311,0,0.0161
"316",2934,"1143-1367","1001-1299","Urban",2,"TalkTalk","ADSL","LLU",20,7.0093,7.0138,7.0093,0.865,0.881,0.864,NA,NA,NA,NA,NA,NA,NA,NA,43.8,0,44.494,0,NA,NA,1.41,0.1161
"317",2937,"1635-1992","","Rural",1,"BT","ADSL","Non-LLU",8,5.18,5.8442,4.8362,0.363,0.383,0.361,45.133,0.037,44.933,0.052,1.512,0.731,1.382,1.139,43.997,0.024,44.546,0.056,1910.383,1766.398,0,0.0364
"318",2948,"385-582","","Rural",1,"BT","ADSL","Non-LLU",8,3.9357,6.7117,2.1934,0.369,0.382,0.367,48.121,0,48.65,0,1.031,0.647,1.05,0.881,46.957,0.001,47.342,0.001,1415.074,2202.259,0,0.0161
"319",2954,"1143-1367","","Urban",2,"BT","ADSL","Non-LLU",8,4.8667,5.784,4.1201,0.362,0.392,0.329,33.773,0.021,35.35,0,0.908,0.452,NA,NA,33.704,0.014,36.754,0.003,3932.602,NA,0,0.0641
"320",2963,"385-582","0-582","Urban",3,"BT","ADSL","Non-LLU",20,15.9744,16.3278,15.9214,0.751,0.766,0.749,29.702,0,29.673,0,0.719,0.476,0.663,0.477,28.763,0,28.738,0,530.322,503.743,0.65,0.0861
"321",2971,"763-946","737-1001","Urban",3,"Sky","ADSL","LLU",20,15.0014,16.2925,15.2195,1.179,1.192,1.18,35,0.001,34.445,0,0.588,0.513,0.406,0.504,18.977,0.001,18.994,0.002,482.18,457.115,1.15,0.2217
"322",2977,"385-582","0-582","Urban",2,"Orange","ADSL","Non-LLU",20,16.6967,17.4557,16.4215,1.079,1.098,1.074,25.072,0,26.883,0,0.668,0.607,0.555,1.255,18.269,0,18.686,0,465.487,428.066,0.54,0.0335
"323",2983,"2563-5000","","Urban",2,"TalkTalk","FTTC","Non-LLU",40,28.6159,31.9362,26.3445,1.867,1.889,1.867,26.038,0,26.983,0,0.723,0.581,NA,NA,17.13,0,17.661,0,383.436,549.943,1,0.0115
"324",2984,"385-582","473-737","Rural",2,"TalkTalk","ADSL","LLU",20,15.1837,15.5527,15.2038,0.744,0.762,0.741,28.843,0,29.19,0,1.106,0.487,1.159,0.631,20.425,0.001,20.714,0,1494.137,1367.065,0.87,0.0682
"325",2987,"582-763","","Urban",3,"Eclipse","ADSL","Non-LLU",20,6.8798,6.937,6.923,0.788,0.82,0.792,41.209,0.01,40.247,0,NA,NA,NA,NA,NA,NA,NA,NA,910.809,1001.954,NA,0.0617
"326",2988,"763-946","582-946","Urban",3,"BT","ADSL","Non-LLU",20,8.0093,8.6532,7.9781,0.908,0.945,0.904,29.175,0.002,29.406,0,0.71,0.445,0.625,0.455,28.5,0.001,28.347,0,653.076,653.454,1.3,0.1465
"327",2989,"385-582","473-737","Urban",3,"TalkTalk","ADSL","LLU",20,8.9388,9.1633,8.8841,0.724,0.751,0.718,33.273,0,33.431,0,1.042,0.658,1.026,0.765,35.622,0.001,35.8,0.014,684.937,670.013,0.87,0.1172
"328",2990,"1143-1367","1001-1299","Urban",3,"Sky","ADSL","LLU",20,14.572,16.3132,14.712,0.891,1.091,0.888,15.317,0.002,14.687,0,NA,NA,NA,NA,15.547,0.001,15.543,0,650.221,626.223,1.07,0.2942
"329",2992,"0-385","0-473","Urban",3,"TalkTalk","ADSL","LLU",20,7.4931,8.4879,6.9333,0.827,0.864,0.833,29.411,0,29.464,0,1.122,0.902,1.132,1.2,29.202,0.002,29.824,0.006,821.056,1172.336,0.56,0.1172
"330",2995,"385-582","","Urban",2,"BT","FTTC","Non-LLU",40,29.7681,31.0835,29.7596,7.858,8.168,7.894,19.732,0.001,19.52,0,0.496,0.484,0.813,0.481,19.543,0.001,19.549,0,392.356,395.937,1,0.0147
"331",3000,"946-1143","1001-1299","Urban",3,"Sky","ADSL","LLU",20,12.0106,12.1822,11.9705,1.062,1.14,1.029,29.644,0.001,30.748,0.002,3.497,0.817,4.557,0.846,11.023,0.001,12.963,0.001,879.5,923.569,1.07,0.2217
"332",3004,"0-385","","Rural",1,"Orange","ADSL","Non-LLU",8,6.537,6.7164,6.3747,0.371,0.383,0.371,NA,NA,NA,NA,1.155,1.636,1.249,3.472,49.487,0.001,52.191,0.001,NA,NA,0,NA
"333",3005,"385-582","0-473","Urban",3,"Sky","ADSL","LLU",20,2.7305,2.7938,2.7483,0.758,0.777,0.747,36.421,0.001,35.467,0.003,NA,NA,NA,NA,31.972,0,32.247,0,1724.703,1632.197,0.77,0.1303
"334",3006,"582-763","473-737","Urban",3,"Sky","ADSL","LLU",20,11.975,12.3096,11.8688,0.84,0.877,0.833,23.151,0.001,23.017,0,NA,NA,NA,NA,22.338,0.001,22.448,0.001,860.499,918.696,0.66,0.1303
"335",3011,"385-582","473-737","Urban",3,"TalkTalk","ADSL","LLU",20,9.4744,9.6079,9.359,0.582,0.596,0.578,35.821,0.001,35.994,0,0.852,0.67,0.934,0.856,27.5,0,28.148,0,1261.547,963.989,0.87,0.1172
"336",3013,"1367-1635","1367-1992","Rural",2,"BT","ADSL","Non-LLU",20,6.5054,7.0104,6.5124,0.903,0.971,0.88,25.112,0.002,25.176,0,0.896,0.802,0.98,0.587,22.804,0.001,23.289,0,731.406,763.474,0.8,0.0652
"337",3023,"946-1143","1001-1299","Urban",3,"Sky","ADSL","LLU",20,4.4344,7.0301,3.9745,0.595,0.68,0.593,47.987,0.058,47.518,0.08,NA,NA,NA,NA,47.962,NA,48.966,NA,1553.803,1687.659,0,0.2217
"338",3039,"582-763","582-946","Urban",3,"Plusnet","ADSL","Non-LLU",20,11.3357,11.7973,11.3485,0.976,1.003,0.975,29.695,0,29.816,0,0.793,0.559,0.918,0.613,29.874,0.001,30.012,0,563.348,561.711,0.69,0.0226
"339",3041,"385-582","473-737","Urban",3,"Sky","ADSL","LLU",20,19.2613,19.7656,19.1945,1.19,1.205,1.188,21.443,0,21.602,0,0.585,0.375,0.761,0.381,19.259,0,19.287,0,428.476,401.596,0.66,0.1303
"340",3042,"2563-5000","","Rural",1,"Virgin","ADSL","Non-LLU",8,6.4454,6.6354,5.9479,0.839,0.909,0.835,25.793,0.001,78.107,0,0.741,0.685,0.57,1.26,22.289,0,78.729,0,716.55,1159.329,0,NA
"341",3063,"763-946","737-1001","Urban",3,"TalkTalk","ADSL","LLU",20,12.8885,13.2137,12.9592,0.633,0.654,0.629,30.129,0.002,31.17,0,0.851,0.585,0.88,0.74,20.473,0.001,20.99,0.001,2267.171,2168.221,1.41,0.1994
"342",3099,"1143-1367","","Urban",3,"TalkTalk","FTTC","Non-LLU",40,34.9127,37.6742,34.9273,1.865,1.888,1.857,NA,NA,NA,NA,NA,NA,NA,NA,13.639,0,13.882,0,NA,NA,1,NA
"343",3101,"1367-1635","1299-1680","Urban",3,"Sky","ADSL","LLU",20,8.4111,9.688,8.3616,1.022,1.131,1.016,9.169,0,8.394,0.002,0.68,0.414,0.618,0.464,7.591,0,7.652,0.001,912.032,1047.278,0.87,0.2942
"344",3113,"1992-2563","","Urban",1,"Virgin","ADSL","Non-LLU",8,4.0132,4.2438,3.9721,0.594,0.629,0.602,47.55,0,49.893,0,1.343,0.525,NA,NA,44.618,0,NA,NA,1117.962,NA,0,NA
"345",3126,"1143-1367","1001-1299","Urban",2,"TalkTalk","ADSL","Non-LLU",20,4.8121,5.3428,4.7398,0.806,0.871,0.793,NA,NA,NA,NA,1.019,0.756,1.29,0.985,27.978,0.004,28.249,0.011,1028.089,1107.026,1.41,NA
"346",3127,"1367-1635","1299-1680","Urban",3,"TalkTalk","ADSL","LLU",20,5.8474,6.6024,5.8332,0.804,0.882,0.806,43.563,0,43.378,0,2.227,1.518,2.213,1.9,36.893,0,35.042,0,875.712,793.757,1.88,0.2646
"347",3128,"582-763","","Urban",3,"TalkTalk","FTTC","Non-LLU",80,28.6264,30.896,28.1318,17.471,17.809,17.233,10.267,0.001,11.059,0,0.45,0.47,NA,NA,13.078,0,13.557,0,312.154,286.562,NA,NA
"348",3143,"2563-5000","","Rural",1,"TalkTalk","ADSL","LLU",8,1.3248,1.689,1.3029,0.543,0.576,0.541,52.178,0.001,52.321,0,1.122,0.887,1.093,0.998,43.33,0,43.15,0,2920.668,2950.778,0,NA
"349",3163,"763-946","582-946","Urban",2,"Orange","ADSL","Non-LLU",20,16.311,16.7874,16.0584,1.03,1.059,1.024,27.162,0,NA,NA,0.67,0.673,0.595,1.717,23.77,0,25.21,0,NA,NA,0.88,0.057
"350",3164,"1992-2563","1992-5000","Urban",3,"Orange","ADSL","Non-LLU",20,7.8402,8.1351,7.7869,0.746,0.796,0.743,NA,NA,NA,NA,1.764,0.705,1.331,1.277,22.925,0.001,25.259,0,NA,NA,2.33,0.1837
"351",3168,"1992-2563","","Urban",2,"BT","ADSL","Non-LLU",8,0.8593,1.3199,0.8301,0.351,0.369,0.346,33.911,0.001,34.602,0.006,0.885,0.702,0.811,0.712,31.956,0.002,33.227,0.018,3798.019,5013.9,0,0.0906
"352",3178,"1992-2563","2274-5000","Urban",2,"TalkTalk","ADSL","Non-LLU",20,2.0855,2.4267,2.1401,0.677,0.709,0.68,37.736,0,37.421,0,0.854,0.925,0.784,1.133,33.099,0,33.439,0,1916.88,1928.816,0.75,NA
"353",3179,"946-1143","","Urban",2,"AOL","ADSL","LLU",20,9.9979,10.5792,9.998,0.658,0.686,0.659,25.056,0,23.711,0,0.865,0.531,1.011,0.377,26.331,0.001,26.489,0.001,769.637,774.273,NA,0.3096
"354",3184,"946-1143","737-1001","Urban",3,"Sky","ADSL","LLU",20,2.117,3.7118,2.2318,0.937,1.06,0.944,32.972,0.005,28.487,0.002,0.732,0.893,0.57,0.964,25.444,0.009,24.291,0.007,2522.259,2511.184,1.15,0.2217
"355",3190,"2563-5000","","Rural",1,"BT","ADSL","Non-LLU",8,1.1754,3.0489,1.0487,0.403,0.74,0.385,53.16,0.007,55.614,0.042,1.123,1.107,1.618,2.054,55.875,0.009,58.032,0.001,5317.991,5278.544,0,0.0508
"356",3191,"1635-1992","","Urban",3,"AOL","ADSL","LLU",8,7.7014,8.1661,7.4738,0.738,0.782,0.723,44.697,0.005,45.393,0.011,2.663,0.848,1.355,0.901,38.669,0.003,41.836,0.008,909.612,776.863,NA,NA
"357",3195,"1992-2563","","Rural",1,"BT","ADSL","Non-LLU",8,1.7537,1.9294,1.7618,0.369,0.383,0.361,16.588,0,15.458,0,1.14,0.647,1.117,0.866,15.034,0,14.431,0,2054.734,2366.356,0,0.0508
"358",3201,"582-763","","Urban",2,"Orange","FTTC","Non-LLU",40,33.4981,37.4741,30.6666,9.309,9.362,9.271,21.629,0.001,23.609,0,0.541,0.539,0.419,0.817,11.801,0.001,12.064,0,463.414,558.086,1,NA
"359",3209,"385-582","0-473","Urban",1,"Sky","ADSL","LLU",20,16.2468,16.4482,16.2188,1.088,1.103,1.088,14.293,0.001,13.079,0,0.575,0.439,0.669,0.446,13.186,0,13.112,0.001,597.987,573.671,0,0.0748
"360",3222,"385-582","0-582","Urban",3,"Orange","ADSL","Non-LLU",20,11.9206,15.8757,12.6626,0.862,1.029,0.908,21.884,0.002,22.044,0,0.672,0.591,0.575,0.775,14.543,0,14.344,0,619.31,597.265,0.54,0.0576
"361",3225,"1367-1635","","Urban",3,"Virgin","ADSL","Cable",20,19.7113,30.0036,17.3912,1.949,1.989,1.946,15.085,0.011,15.52,0.044,1.727,0.6,2.532,0.578,16.287,0.009,17.112,0.039,615.917,452.033,0,0.0716
"362",3236,"1143-1367","946-1367","Urban",3,"BT","ADSL","Non-LLU",20,13.3742,14.1513,13.071,0.857,1.013,0.858,15.038,0,15.098,0.002,0.52,0.323,0.609,0.365,14.427,0.002,14.327,0.001,417.902,485.727,1.3,0.1465
"363",3264,"2563-5000","2274-5000","Rural",1,"Sky","ADSL","Non-LLU",20,1.7423,2.9014,1.2317,0.373,0.392,0.375,55.174,0.027,67.618,0.047,1.359,2.59,0.998,3.007,54.768,0.028,69.444,0.055,2712.07,4848.767,0,0.3265
"364",3269,"2563-5000","2274-5000","Rural",3,"TalkTalk","ADSL","LLU",20,1.1196,1.402,1.12,0.335,0.396,0.335,34.754,0.011,35.2,0.027,1.04,0.89,1.194,1.015,38.123,0.016,39.936,0.019,3854.067,3376.16,0.75,0.841
"365",3273,"1367-1635","","Urban",3,"TalkTalk","FTTC","Non-LLU",40,34.2525,37.4374,33.1588,1.702,1.724,1.705,NA,NA,NA,NA,0.528,0.434,0.511,0.61,17.789,0,18.034,0,NA,NA,1,0.0246
"366",3275,"1992-2563","","Urban",3,"Virgin","ADSL","Non-LLU",8,2.4186,2.5331,2.419,0.324,0.347,0.326,38.465,0.002,106.631,0.003,0.884,0.803,NA,NA,27.797,0.011,53.884,0.011,1779.328,2731.34,NA,0.037
"367",3283,"385-582","0-582","Urban",3,"Orange","ADSL","Non-LLU",20,12.5795,12.8677,12.5533,0.857,0.908,0.85,35.168,0.001,36.391,0.002,0.833,0.944,0.688,1.501,28.307,0.001,28.816,0.001,555.263,529.526,0.54,0.0576
"368",3288,"1992-2563","","Rural",1,"Miscellaneous","ADSL","Non-LLU",20,1.3342,1.4634,1.3298,0.381,0.393,0.382,NA,NA,NA,NA,0.884,0.503,0.948,0.576,42.193,0.003,42.3,0.001,NA,NA,0,0.0643
"369",3292,"1635-1992","1367-1992","Urban",2,"BT","ADSL","Non-LLU",20,5.0171,5.2945,4.9861,0.981,1.002,0.975,28.208,0.001,27.745,0,0.588,0.563,0.649,0.558,27.346,0.001,27.362,0,873.912,916.515,0.8,0.1599
"370",3294,"582-763","582-946","Urban",3,"Plusnet","ADSL","Non-LLU",20,13.872,13.9904,13.8704,0.372,0.388,0.37,17.04,0,17.411,0.002,1.286,0.491,1.363,0.534,16.752,0.001,16.921,0,530.805,595.284,0.69,0.0226
"371",3308,"5000+","","Rural",2,"Sky","ADSL","LLU",8,2.5222,2.6794,2.5602,0.675,0.69,0.677,51.002,0.001,46.221,0,1.459,0.645,1.46,0.692,39.215,0.001,36.03,0,1909.942,1966.747,NA,0.0534
"372",3320,"582-763","582-946","Urban",3,"Orange","ADSL","Non-LLU",20,10.5016,10.5326,10.3742,0.901,0.927,0.906,29.348,0,30.403,0,0.734,0.644,0.902,1.1,22.279,0.001,23.337,0,507.71,481.556,0.88,0.0576
"373",3323,"2563-5000","","Urban",3,"TalkTalk","FTTC","Non-LLU",40,34.386,37.6846,29.2174,1.696,1.719,1.678,18.076,0,31.669,0,1.758,0.583,NA,NA,14.273,0,26.021,0,429.439,628.8,1,0.1356
"374",3335,"1367-1635","1299-1680","Urban",3,"Sky","ADSL","LLU",20,5.7737,6.0386,5.7583,1.031,1.097,0.99,26.161,0,24.927,0,0.639,0.917,0.757,1.075,19.23,0.001,22.15,0.003,1211.236,1274.565,0.87,0.2942
"375",3354,"2563-5000","","Rural",1,"AOL","ADSL","Non-LLU",8,1.4227,1.665,1.3743,0.354,0.373,0.352,31.42,0.011,33.164,0.015,1.615,1.001,2.498,1.077,25.219,0.008,26.644,0.01,2771.191,2890.572,0,NA
"376",3371,"946-1143","","Urban",3,"Sky","FTTC","Non-LLU",40,15.5031,18.8324,16.2778,5.586,5.653,5.576,31.904,0.001,30.295,0,0.414,0.539,NA,NA,28.337,0.001,28.392,0.007,512.079,465.944,NA,0.0167
"377",3382,"1992-2563","","Rural",2,"BT","FTTC","Non-LLU",40,34.6595,36.8456,34.746,9.161,9.382,9.243,23.16,0,23.258,0,0.334,0.355,NA,NA,22.003,0.001,22.091,0,388.516,361.176,1,0.0461
"378",3386,"1992-2563","2274-5000","Urban",3,"Sky","ADSL","LLU",20,5.5115,5.8818,5.5134,0.87,0.885,0.87,30.746,0.001,29.486,0,0.758,0.583,0.718,0.59,24.466,0,24.489,0.001,1121.094,1027.355,1.54,0.2364
"379",3409,"946-1143","","Urban",3,"Plusnet","FTTC","Non-LLU",80,35.9462,38.9633,36.0821,17.624,17.871,17.777,11.996,0,12.044,0,0.355,0.274,0.456,0.287,12.172,0,12.149,0.001,350.249,332.702,1,NA
"380",3424,"1635-1992","","Urban",2,"Sky","FTTC","Non-LLU",40,36.575,37.7015,36.4548,9.406,9.441,9.403,18.12,0,17.141,0,0.356,0.369,0.349,0.37,11.442,0,11.464,0,326.808,324.488,1,NA
"381",3425,"2563-5000","","Rural",1,"BT","ADSL","Non-LLU",8,2.2819,3.8689,2.4401,0.369,0.384,0.374,25.823,0,26.212,0,1.015,0.594,1.106,0.862,24.002,0,23.011,0,2141.418,2081.131,0,NA
"382",3426,"385-582","473-737","Urban",3,"Sky","ADSL","LLU",20,19.3675,19.9875,19.294,1.073,1.092,1.07,18.139,0,15.784,0,NA,NA,NA,NA,9.672,0,9.588,0.001,392.843,517.817,0.66,0.2009
"383",3431,"385-582","","Rural",1,"TalkTalk","ADSL","Non-LLU",8,3.1927,6.3105,1.7844,0.379,0.393,0.38,NA,NA,NA,NA,1.522,0.628,1.939,1.355,24.348,0.002,25.098,0.007,NA,NA,0,0.1303
"384",3444,"1635-1992","1680-2274","Rural",1,"TalkTalk","ADSL","LLU",20,2.4669,2.9755,2.5376,0.622,0.641,0.625,38.537,0.003,38.678,0,0.806,0.524,0.967,0.717,29.729,0.014,29.803,0.073,1565.509,1572.782,0,0.1237
"385",3450,"946-1143","1001-1299","Urban",3,"Sky","ADSL","LLU",20,8.3088,8.856,8.3232,0.885,1.059,0.89,25.188,0.002,22.342,0.002,0.838,0.609,1.034,0.559,24.42,0.003,23.626,0.003,956.898,882.42,1.07,0.2217
"386",3458,"1992-2563","","Rural",3,"BT","ADSL","Non-LLU",8,0.6386,1.8074,0.5308,0.448,0.472,0.451,42.924,0.002,43.304,0.025,1.051,1.555,1.079,1.805,31.676,0.007,32.143,0.003,6905.913,7360.427,0,0.0885
"387",3461,"582-763","","Urban",3,"AOL","ADSL","LLU",20,12.195,12.6011,12.2664,0.836,0.865,0.84,31.475,0.001,30.984,0.002,1.092,0.7,1.191,0.866,26.175,0,26.545,0,620.819,717.568,NA,0.3126
"388",3462,"385-582","","Rural",1,"BT","ADSL","Non-LLU",8,4.9385,5.3241,4.9667,0.358,0.384,0.364,35.111,0.001,34.816,0,3.207,0.556,3.677,0.801,33.685,0,34.06,0.003,976.199,1042.401,0,0.0161
"389",3467,"0-385","","Urban",1,"BT","ADSL","Non-LLU",8,6.66,6.9052,6.8502,0.371,0.385,0.373,31.632,0,31.39,0,1.007,0.566,NA,NA,30.83,0,30.704,0.001,839.583,774.163,0,0.028
"390",3472,"1992-2563","1680-2274","",3,"Sky","ADSL","LLU",20,5.9938,6.0262,5.996,0.736,0.752,0.739,47.086,0.001,43.8,0,0.836,0.363,0.83,0.382,35.04,0.001,35.02,0.001,1294.686,1294.804,1.73,0.4158
"391",3476,"2563-5000","","Rural",1,"BT","ADSL","Non-LLU",8,1.9597,3.8079,1.1509,0.295,0.382,0.245,47.63,0.012,48.211,0.026,0.851,0.485,1.092,0.764,47.036,0.011,47.233,0.032,2396.809,3388.636,0,0.2009
"392",3483,"1635-1992","1367-1992","Urban",3,"Orange","ADSL","Non-LLU",20,3.8312,4.2384,3.8296,0.824,0.853,0.824,NA,NA,NA,NA,0.741,0.883,0.663,2.359,18.678,0,19.358,0,NA,NA,2.33,0.1299
"393",3498,"0-385","","Rural",1,"TalkTalk","ADSL","Non-LLU",8,2.0121,6.4924,0.6609,0.368,0.384,0.367,60.161,0.007,60.306,0.013,1.017,0.528,1.167,0.763,54.568,0.002,54.776,0.006,1999.169,4980.073,0,NA
"394",3504,"582-763","582-946","Urban",2,"Orange","ADSL","Non-LLU",20,12.8827,13.1335,12.8643,1.045,1.056,1.044,24.031,0.002,26.722,0,0.694,0.615,0.631,1.381,15.68,0.002,16.939,0.001,616.249,699.44,0.88,0.0335
"395",3507,"946-1143","946-1367","Urban",2,"Orange","ADSL","Non-LLU",20,13.3257,13.5276,13.3157,1.072,1.092,1.066,NA,NA,NA,NA,0.765,0.559,0.74,1.11,11.112,0.001,11.458,0.002,NA,NA,0.88,0.057
"396",3534,"1635-1992","1299-1680","Urban",3,"Sky","ADSL","LLU",20,1.5464,1.7582,1.5959,0.699,0.729,0.7,32.471,0.011,31.928,0.005,1.199,0.763,1.328,0.764,32.281,0.01,32.49,0.006,2801.132,2816.104,0.87,0.2942
"397",3547,"385-582","473-737","Urban",3,"Sky","ADSL","LLU",20,14.758,16.7156,14.9527,0.809,0.908,0.805,30.502,0,28.742,0,1.061,0.323,1.48,0.393,23.346,0.001,23.38,0.003,709.848,741.361,0.66,0.1303
"398",3553,"1992-2563","","Rural",1,"Zen","ADSL","Non-LLU",8,6.5734,6.8867,6.2319,0.68,0.716,0.679,25.649,0.001,27.439,0.002,0.972,0.679,0.759,2.091,27.268,0.002,28.492,0.008,729.315,819.714,0,0.0445
"399",3554,"2563-5000","2274-5000","Urban",1,"TalkTalk","ADSL","Non-LLU",20,3.2011,4.5342,3.2067,0.448,0.516,0.451,43.003,0.001,42.824,0,1.083,0.704,1.011,0.797,38.531,0.001,39.444,0.001,1464.776,1483.84,0,0.0288
"400",3555,"1367-1635","1367-1992","Urban",4,"Karoo","ADSL","LLU",20,7.1343,8.2177,7.3561,0.669,0.768,0.702,40.291,0.014,34.126,0.019,10.265,0.712,7.58,0.647,31.261,0.007,29.41,0.004,1197.964,860.656,1.37,NA
