"Id","Distance.band","Distance.band.used.for.weighting","Urban.rural","Market","ISP","Technology","LLU","Headline.speed","Download.speed..Mbit.s..24.hrs","Download.speed..Mbit.s..Max","Download.speed..Mbit.s..8.10pm.weekday","Upload.speed..Mbit.s.24.hour","Upload.speed..Mbit.s.Max","Upload.speed..Mbit.s.8.10pm.weekday","DNS.resolution..ms.24.hour","DNS.failure....24.hour","DNS.resolution..ms.8.10pm.weekday","DNS.failure....8.10pm.weekday","Jitter.up..ms.24.hour","Jitter.down..ms.24.hour","Jitter.up..ms.8.10pm.weekday","Jitter.down..ms.8.10pm.weekday","Latency..ms.24.hour","Packet.loss....24.hour","Latency..ms.8.10pm.weekday","Packet.loss....8.10pm.weekday","Web.page..ms.24.hour","Web.page..ms.8.10pm.weekday","isp.weights","nat.weights"
"1105",125864,"2563-5000","","Rural",3,"BT","FTTC","Non-LLU",80,63.7546,64.4184,63.7852,18.535,18.915,18.507,14.446,0,14.588,0,0.263,0.274,0.268,0.285,13.674,0,13.421,0,211.613,196.858,1,0.0463
"1106",125866,"1992-2563","","Urban",3,"Plusnet","FTTC","Non-LLU",80,62.2564,66.1115,61.8513,17.405,18.684,17.331,13.458,0,13.446,0,0.225,0.24,0.24,0.337,13.069,0.001,13.301,0.004,185.094,180.326,1,NA
"1107",128338,"1367-1635","","Urban",3,"BT","FTTC","Non-LLU",80,56.4341,56.97,55.9516,15.358,15.511,15.339,20.182,0,20.221,0,0.349,0.342,0.36,0.332,18.415,0,18.38,0,218.262,222.829,1,0.0239
"1108",132360,"1367-1635","","Urban",3,"BT","ADSL","Non-LLU",8,5.7764,6.3965,5.8326,0.33,0.39,0.326,31.531,0.001,33.253,0,3.663,0.526,5.622,0.879,30.079,0.001,30.576,0,935.625,1050.722,0,0.1101
"1109",132364,"0-385","","Urban",1,"BT","FTTC","Non-LLU",40,36.3713,37.9918,36.2663,8.405,9.403,8.37,11.484,0,11.575,0,0.345,0.38,0.341,0.433,10.313,0.001,10.499,0.003,185.627,200.665,0,0.0083
"1110",132366,"1992-2563","","Rural",1,"Plusnet","ADSL","Non-LLU",8,5.4099,5.8099,5.1305,0.372,0.418,0.37,49.898,0,51.509,0,1.388,0.648,1.356,1.199,50.132,0,51.589,0,925.801,1004.985,0,0.0142
"1111",139082,"2563-5000","","Urban",3,"Virgin","Cable","Cable",152,150.6448,159.656,153.4641,12.259,12.619,12.185,18.075,0.001,18.743,0,2.79,0.109,3.943,0.17,19.836,0.002,20.651,0.021,341.439,306.384,1,0.0248
"1112",139084,"763-946","","Urban",3,"Plusnet","FTTC","Non-LLU",40,36.1083,36.6065,35.5323,6.284,6.636,6.207,17.51,0.001,17.566,0,0.61,0.389,0.507,0.5,17.916,0.001,18.238,0.003,270.98,308.894,1,NA
"1113",139086,"1143-1367","1001-1299","Urban",3,"Sky","ADSL","LLU",20,8.6733,8.8415,8.6639,1.099,1.249,1.053,16.284,0,13.916,0,0.673,0.595,0.526,0.468,14.329,0.001,14.599,0.002,879.422,1078.466,1.07,0.2942
"1114",139090,"385-582","0-582","Urban",2,"BT","ADSL","Non-LLU",20,18.3421,19.717,18.2128,0.923,1.059,0.913,18.994,0.002,19.129,0.003,0.54,0.429,0.647,0.375,18.057,0.003,18.051,0.004,404.936,418.998,0.65,0.0501
"1115",139092,"946-1143","","Urban",3,"BT","FTTC","Non-LLU",80,72.513,74.3117,72.5604,17.753,18.769,17.702,22.847,0,22.667,0,0.309,0.319,0.309,0.337,21.707,0.001,21.574,0,268.63,251.4,1,0.018
"1116",140778,"763-946","582-946","Urban",2,"BT","ADSL","Non-LLU",20,8.3007,8.9087,8.137,0.971,1.046,0.965,14.886,0.002,15.576,0.002,0.44,0.539,0.427,0.454,14.193,0,14.447,0,491.46,503.986,1.3,0.0853
"1117",140798,"1143-1367","","Urban",3,"Virgin","Cable","Cable",50,51.7456,54.0042,48.812,3.168,3.244,3.179,19.364,0,21.552,0,2.176,0.334,3.497,0.697,18.435,0.001,19.921,0.001,279.357,329.742,1,0.0475
"1118",141324,"2563-5000","","Urban",3,"TalkTalk","FTTC","Non-LLU",40,35.7522,37.3705,31.6481,1.843,1.879,1.842,12.028,0,12.145,0,0.52,0.365,0.647,0.495,15.378,0,15.582,0,236.788,327.849,1,0.0475
"1119",141358,"0-385","","Urban",3,"Plusnet","FTTC","Non-LLU",40,43.632,46.5866,43.0371,9.559,9.833,9.551,22.277,0,22.724,0,0.446,0.46,0.468,0.64,21.973,0.001,22.183,0,286.748,279.561,1,NA
"1120",141486,"582-763","","Urban",3,"Plusnet","FTTC","Non-LLU",80,61.066,73.1532,61.2798,16.308,17.453,16.534,9.521,0,9.602,0,0.697,0.533,0.625,0.606,8.536,0.001,8.679,0,212.354,189.841,1,NA
"1121",142686,"1992-2563","","Urban",3,"Sky","FTTC","Non-LLU",40,22.4478,23.5793,22.4259,4.195,4.377,4.17,25.769,0,22.906,0,0.372,0.381,0.372,0.408,21.506,0.001,21.586,0.001,323.747,358.284,1,0.0312
"1122",142772,"763-946","","Urban",3,"BT","FTTC","Non-LLU",80,60.7311,61.0624,60.5288,18.56,18.744,18.581,13.045,0,13.104,0,0.234,0.245,0.239,0.28,12.267,0,12.129,0,180.283,216.864,1,0.018
"1123",142886,"0-385","","Urban",3,"Plusnet","FTTC","Non-LLU",80,39.3358,43.1006,37.6849,12.375,12.916,12.135,17.466,0,17.861,0,0.955,0.883,0.975,1.394,17.823,0.001,18.44,0,263.23,297.411,1,NA
"1124",143046,"1992-2563","1992-5000","Rural",1,"Plusnet","ADSL","Non-LLU",20,2.7141,2.9222,2.7043,0.634,0.686,0.63,33.223,0,33.409,0.002,0.838,1.017,0.847,1.052,33.046,0.001,33.09,0,1458.134,1486.276,0,0.0235
"1125",143228,"2563-5000","","Urban",3,"Virgin","Cable","Cable",50,49.1701,53.765,47.1706,2.987,3.096,2.958,30.479,0.001,33.098,0,6.645,0.226,6.471,0.252,24.139,0.002,24.289,0,356.08,447.553,1,0.2116
"1126",143650,"1143-1367","","Urban",3,"Plusnet","FTTC","Non-LLU",40,37.0486,37.6312,37.1772,8.919,9.537,8.934,18.119,0,17.372,0,0.317,0.38,0.327,0.394,14.867,0.001,14.904,0.001,240.554,202.785,1,NA
"1127",143928,"2563-5000","","Urban",3,"Virgin","ADSL","Cable",20,19.5826,20.3097,18.0791,1.143,1.202,1.144,18.429,0,21.773,0,3.343,0.341,4.486,1.074,10.873,0,13.707,0,265.787,311.202,0,0.1
"1128",144508,"2563-5000","","Urban",3,"Sky","FTTC","Non-LLU",40,37.3248,37.393,37.3024,9.692,9.762,9.687,14.61,0,12.975,0,0.249,0.331,0.259,0.357,11.036,0,11.135,0.001,229.993,226.156,1,0.0742
"1129",144540,"582-763","","Urban",3,"Orange","FTTC","Non-LLU",40,32.5483,37.9189,32.4584,7.556,8.089,7.543,13.124,0,NA,NA,0.434,0.451,0.431,1.566,9.007,0.003,9.721,0.002,NA,NA,1,NA
"1130",144544,"763-946","","Urban",3,"Virgin","Cable","Cable",50,54.1316,54.2033,54.1032,3.055,3.105,3.055,10.894,0,11.775,0,2.126,0.121,2.307,0.181,7.944,0.001,8.236,0,170.62,158.694,1,0.0475
"1131",144578,"2563-5000","","Rural",3,"Orange","ADSL","Non-LLU",8,4.3224,4.6828,4.0877,0.858,0.91,0.855,22.927,0,24.967,0.002,0.639,0.437,0.649,0.724,15.553,0,25.865,0.002,982.592,1189.319,NA,0.0314
"1132",144580,"1143-1367","","Urban",3,"Sky","FTTC","Non-LLU",40,28.8522,29.3697,28.6893,7.115,7.661,7.142,27.853,0,25.969,0,0.358,0.243,0.385,0.312,18.452,0,18.843,0.001,334.977,317.249,1,0.0167
"1133",144596,"763-946","","Urban",2,"TalkTalk","FTTC","Non-LLU",80,66.0733,68.856,65.8306,18.585,18.913,18.604,32.138,0,32.2,0,0.367,0.42,0.363,0.424,31.751,0,32.212,0,351.812,432.854,1,NA
"1134",146312,"1635-1992","","Urban",3,"Virgin","Cable","Cable",30,30.3235,31.5567,29.9932,1.976,2.023,1.978,22.418,0,23.906,0,2.1,0.211,2.457,0.251,18.023,0.001,18.367,0,309.084,353.731,1,0.3733
"1135",146540,"2563-5000","","Rural",1,"BT","ADSL","Non-LLU",8,2.4598,2.7477,2.4224,0.532,0.629,0.53,14.042,0,14.117,0,0.782,0.583,0.772,0.579,13.587,0.001,13.817,0.001,1469.122,1458.026,0,0.1222
"1136",146542,"0-385","0-473","Urban",3,"Sky","ADSL","LLU",20,15.6088,15.9369,15.7424,0.962,1.029,0.948,10.251,0,10.678,0,0.747,0.482,0.668,0.652,6.728,0.001,8.296,0.001,584.854,512.94,0.77,0.1303
"1137",146544,"582-763","","Urban",3,"BT","FTTC","Non-LLU",40,36.7282,37.4328,37.0376,7.181,7.463,7.163,8.887,0.001,9.032,0,0.34,0.281,0.353,0.314,7.658,0,7.687,0,168.859,165.501,1,0.0252
"1138",146548,"1367-1635","","Urban",3,"Sky","FTTC","Non-LLU",40,34.0051,34.3976,33.9896,7.664,7.846,7.68,21.47,0,19.865,0,0.324,0.372,0.331,0.379,21.733,0,21.787,0.001,281.218,279.316,1,0.0221
"1139",147214,"1992-2563","","Urban",3,"Plusnet","FTTC","Non-LLU",80,57.4093,58.4047,55.9699,18.558,18.791,18.531,9.941,0.001,10.002,0.003,0.309,0.351,0.32,0.387,9.499,0.001,9.677,0.001,166.267,204.302,1,NA
"1140",147526,"1635-1992","","Urban",3,"Orange","ADSL","Non-LLU",8,7.4606,7.7973,7.3326,0.621,1.053,0.602,24.052,0,25.832,0,0.991,0.875,0.87,1.378,17.109,0.002,19.546,0.003,837.688,1006.575,NA,0.0229
"1141",147596,"2563-5000","","Rural",1,"BT","ADSL","Non-LLU",8,2.78,2.9168,2.7876,0.366,0.482,0.37,41.661,0,41.828,0,0.794,0.44,0.773,0.6,40.052,0.001,40.157,0.003,1399.436,1385.868,0,0.1222
"1142",148270,"0-385","0-582","Urban",2,"BT","ADSL","Non-LLU",20,12.3666,14.1042,12.4736,0.792,1.075,0.774,20.909,0.001,21.942,0,8.726,0.529,8.993,0.712,22.576,0.001,23.284,0.001,441.992,449.395,0.65,0.0501
"1143",148388,"1143-1367","","Urban",3,"Virgin","Cable","Cable",152,95.1536,154.8644,90.4891,12.738,12.99,12.749,13.27,0,13.37,0,2.825,0.138,3.126,0.205,12.491,0.001,12.83,0,177.163,166.024,1,NA
"1144",148512,"1992-2563","","Urban",3,"BT","FTTC","Non-LLU",80,74.2567,75.3622,73.7773,21.349,21.554,21.349,11.737,0.001,11.87,0,0.289,0.094,0.344,0.113,10.177,0,10.3,0,173.496,168.534,1,0.0334
"1145",149116,"763-946","","Urban",1,"Virgin","Cable","Cable",30,32.834,32.9754,32.7927,1.966,2.013,1.967,17.329,0.001,18.809,0,2.503,0.207,3.341,0.29,13.178,0.001,14.456,0,254.392,273.627,0,0.1615
"1146",149640,"2563-5000","","Urban",3,"Orange","FTTC","Non-LLU",40,35.2579,38.185,34.4219,9.288,9.449,9.281,17.923,0.001,18.238,0,0.395,0.475,0.418,1.26,12.076,0.001,12.945,0,451.959,650.77,1,NA
"1147",149850,"582-763","","Urban",3,"Plusnet","FTTC","Non-LLU",80,34.0186,49.1664,33.0223,18.282,18.82,17.738,21.613,0,22.979,0,0.506,0.499,0.626,0.688,21.615,0.001,21.994,0,311.962,300.301,1,NA
"1148",149898,"946-1143","","Urban",3,"Plusnet","FTTC","Non-LLU",80,55.9319,56.5957,55.6977,18.479,18.775,18.078,12.22,0,12.705,0,0.318,0.364,0.34,0.476,12.094,0.001,12.467,0,166.302,155.924,1,NA
"1149",156522,"763-946","","Urban",3,"Virgin","Cable","Cable",50,54.0814,54.2043,54.076,2.582,3.208,2.563,15.035,0.001,17.025,0,2.727,0.183,3.026,0.294,12.649,0.001,13.104,0,257.792,272.269,1,0.0475
"1150",156524,"946-1143","","Urban",3,"BT","FTTC","Non-LLU",80,72.9172,74.1976,71.8145,16.955,17.193,16.969,14.18,0,14.25,0,0.33,0.329,0.387,0.422,13.461,0,13.542,0.001,177.316,173.119,1,0.018
"1151",156530,"763-946","","Urban",3,"BT","FTTC","Non-LLU",80,66.4246,68.9799,66.0959,16.943,17.468,16.962,26.194,0.001,26.38,0,0.286,0.328,0.272,0.357,25.686,0,25.917,0,300.3,308.367,1,0.018
"1152",156532,"2563-5000","","Urban",3,"Virgin","Cable","Cable",60,47.6064,62.3806,34.0882,5.995,6.715,6.099,15.035,0.001,21.826,0,2.468,1.092,3.035,4.603,14.956,0.001,20.985,0.008,208.854,296.151,1,0.239
"1153",156538,"2563-5000","","Urban",3,"Virgin","Cable","Cable",50,54.1513,54.4498,54.1481,3.063,3.11,3.06,14.453,0.004,16.165,0.016,2.124,0.092,2.211,0.113,17.123,0.001,17.168,0,221.548,199.017,1,0.088
"1154",157394,"1992-2563","","Urban",3,"Virgin","Cable","Cable",152,143.9353,159.6698,133.7326,12.79,13.043,12.773,19.092,0.004,19.784,0.021,2.555,0.225,2.754,0.36,21.357,0.006,21.995,0.017,319.651,326.796,1,0.0248
"1155",157416,"1367-1635","","Urban",3,"Virgin","Cable","Cable",152,144.1833,161.2382,131.0111,12.655,12.949,12.671,18.491,0,18.087,0,1.706,0.183,2.203,0.305,14.304,0,14.843,0,237.016,421.293,1,0.0178
"1156",157418,"385-582","","Urban",3,"Virgin","Cable","Cable",120,108.052,124.7919,91.5092,11.412,11.529,11.394,11.416,0,12.373,0,1.349,0.377,1.467,0.949,8.397,0,9.389,0,153.533,135.434,1,NA
"1157",157420,"385-582","","Urban",3,"Virgin","Cable","Cable",152,153.3066,159.115,150.0069,11.992,12.177,12,9.539,0,9.752,0,1.419,0.239,1.479,0.287,7.202,0.001,7.348,0.001,180.952,184.002,1,NA
"1158",157422,"385-582","","Urban",3,"Virgin","Cable","Cable",120,101.8379,125.2554,81.4322,10.018,11.707,9.207,12.161,0.001,14.406,0,2.28,0.283,4.15,0.524,9.152,0.001,11.323,0,168.646,187.902,1,NA
"1159",157424,"763-946","","Urban",3,"Virgin","Cable","Cable",152,118.8376,155.3686,108.743,10.166,11.88,10.065,33.455,0.003,37.101,0,14.007,0.241,14.163,0.356,15.199,0,16.354,0,338.678,363.131,1,NA
"1160",157430,"1992-2563","","Urban",3,"Virgin","Cable","Cable",152,140.0847,159.1172,123.5858,11.491,12.23,11.58,13.54,0.002,14.204,0,1.259,0.233,1.327,0.304,11.723,0.001,11.925,0,195.502,280.463,1,0.0248
"1161",157434,"1635-1992","","Urban",3,"Virgin","Cable","Cable",120,118.3273,125.6633,114.8607,11.171,11.487,11.174,20.304,0.001,20.157,0.002,4.252,0.17,5.655,0.301,13.814,0,14.886,0,213.72,219.709,1,0.0342
"1162",157474,"1992-2563","","Urban",3,"Plusnet","FTTC","Non-LLU",80,55.2878,56.2972,54.8146,18.416,18.879,18.29,25.388,0,25.816,0,0.337,0.374,0.384,0.557,24.941,0,25.086,0,298.404,348.466,1,NA
"1163",157526,"2563-5000","","Rural",1,"Demon","ADSL","Non-LLU",8,1.6685,2.7333,1.7446,0.378,0.434,0.377,31.494,0.011,31.721,0.007,1.056,0.517,1.344,0.707,28.807,0.002,28.853,0.002,2388.308,1899.11,0,0.0439
"1164",158338,"0-385","","Urban",3,"Plusnet","FTTC","Non-LLU",80,69.6338,72.8611,69.3719,18.469,18.742,18.509,9.449,0,9.382,0,0.219,0.234,0.22,0.284,8.97,0,9.025,0,174.079,210.384,1,NA
"1165",158348,"1635-1992","","Urban",3,"BT","FTTC","Non-LLU",40,26.8496,31.2211,26.9486,6.275,6.443,6.274,27.51,0.001,27.476,0,0.364,0.288,0.38,0.376,27.189,0,27.385,0,345.697,362.212,1,0.0568
"1166",158390,"582-763","","Urban",3,"Plusnet","FTTC","Non-LLU",80,53.2674,71.5238,49.3606,17.683,18.821,17.27,19.422,0.004,19.741,0,1.344,0.435,0.595,0.505,19.557,0.002,19.736,0.002,308.575,278.603,1,NA
"1167",159638,"763-946","","Urban",3,"BT","FTTC","Non-LLU",40,35.4278,35.9082,35.3095,8.043,8.198,7.999,15.757,0,15.86,0,0.306,0.471,0.31,0.541,14.349,0,14.68,0,207.856,232.736,1,0.0428
"1168",159670,"2563-5000","","Urban",3,"Sky","FTTC","Non-LLU",40,37.2449,37.5204,37.0952,9.694,9.762,9.684,15.107,0.001,14.053,0,0.244,0.331,0.248,0.345,7.936,0,7.995,0.001,247.79,249.929,1,0.0308
"1169",159990,"946-1143","","Urban",3,"BT","FTTC","Non-LLU",80,72.1058,75.0848,72.2423,20.698,20.844,20.682,11.854,0,11.974,0,0.255,0.171,0.286,0.204,11.131,0,11.316,0,151.952,150.586,1,0.018
"1170",160000,"385-582","","Urban",3,"Virgin","Cable","Cable",152,130.618,159.1191,102.9948,12.707,12.935,12.732,12.028,0,12.703,0,1.458,0.257,1.59,0.637,8.932,0.001,9.576,0,185.652,209.831,1,NA
"1171",160018,"1367-1635","","Urban",3,"Virgin","Cable","Cable",100,77.2533,87.9774,73.1618,11.388,11.662,11.327,11.63,0.001,12.836,0,2.497,0.234,3.353,0.649,10.605,0.001,11.634,0,159.714,194.272,1,0.0366
"1172",162004,"1992-2563","","Urban",3,"BT","FTTC","Non-LLU",80,43.8573,44.0591,43.8958,11.934,12.267,11.969,19.739,0.001,19.851,0,0.231,0.224,0.228,0.246,18.118,0,17.991,0,220.788,212.146,1,0.0334
"1173",162006,"1367-1635","","Urban",3,"Virgin","Cable","Cable",152,105.3552,159.6472,70.2256,12.753,13.005,12.704,18.055,0,22.253,0,2.768,0.746,3.193,3.097,19.746,0,21.987,0,312.597,408.503,1,0.0178
"1174",162008,"1992-2563","","Urban",3,"Plusnet","FTTC","Non-LLU",40,34.3503,34.6373,34.244,6.355,6.47,6.343,8.025,0,8.255,0.002,0.369,0.317,0.426,0.401,8.113,0,8.28,0,195.329,199.006,1,NA
"1175",162012,"385-582","","Urban",1,"BT","FTTC","Non-LLU",80,62.9261,70.068,62.6185,16.318,17.603,16.253,12.815,0.001,12.795,0,0.311,0.335,0.305,0.345,12.784,0,13.064,0,182.099,208.391,0,NA
"1176",162014,"385-582","","Urban",3,"Plusnet","FTTC","Non-LLU",80,74.9473,75.3473,74.9949,20.804,20.856,20.805,8.771,0,8.839,0,0.197,0.137,0.222,0.222,8.094,0,8.228,0,175.508,196.169,1,NA
"1177",162018,"2563-5000","","Rural",3,"BT","FTTC","Non-LLU",80,49.9059,49.9867,49.9119,11.071,11.248,11.08,16.84,0.002,16.887,0,0.274,0.208,0.284,0.229,15.806,0.001,15.75,0,214.718,220.656,1,0.0334
"1178",162024,"582-763","473-737","Urban",2,"Sky","ADSL","Non-LLU",20,14.5284,14.6336,14.5335,1.205,1.245,1.2,22.607,0.001,21.532,0,0.52,0.32,0.522,0.321,15.235,0.001,15.265,0.002,745.368,742.698,0.66,0.0759
"1179",168226,"1367-1635","","Urban",3,"Plusnet","FTTC","Non-LLU",80,70.8312,72.6085,66.7313,18.548,18.754,18.223,12.199,0.003,12.836,0,0.274,0.297,0.329,0.452,12.366,0.002,12.712,0,190.661,173.428,1,NA
"1180",168228,"385-582","","Rural",1,"Plusnet","ADSL","Non-LLU",8,5.68,6.6854,4.2942,0.675,0.758,0.676,30.001,0,32.102,0,0.681,0.681,0.798,1.629,29.484,0.001,31.982,0,404.454,NA,0,NA
"1181",168230,"1992-2563","","Rural",1,"Plusnet","ADSL","Non-LLU",8,1.846,1.8627,1.8439,0.575,0.659,0.573,31.43,0,31.837,0,1.413,0.785,1.694,0.892,30.755,0.001,31.256,0,1958.93,1970.921,0,0.0142
"1182",168232,"1635-1992","1367-1992","Rural",1,"Plusnet","ADSL","Non-LLU",20,6.1101,6.6183,5.9824,0.673,0.747,0.657,47.089,0.001,50.946,0.002,5.136,4.958,5.277,4.934,47.363,0.001,49.36,0.001,869.467,918.107,0,0.0238
"1183",168236,"2563-5000","","Urban",2,"Plusnet","FTTC","Non-LLU",40,32.3569,33.9794,32.5286,6.342,6.524,6.319,17.449,0,17.772,0,0.342,0.198,0.35,0.233,17.503,0,17.619,0,245.79,279.66,1,NA
"1184",168238,"1992-2563","","Urban",3,"Virgin","Cable","Cable",50,51.3841,53.999,51.743,2.402,3.256,2.333,11.216,0.001,11.589,0,1.467,0.241,1.77,0.259,9.001,0,9.372,0,186.041,220.359,1,0.0891
"1185",168248,"946-1143","","Urban",3,"Virgin","Cable","Cable",50,53.3507,54.0232,53.3501,2.982,3.069,2.979,15.607,0,17.497,0,2.23,0.197,2.68,0.317,9.323,0.001,11.602,0,175.852,178.217,1,0.0475
"1186",168254,"1143-1367","1299-1680","Urban",3,"Sky","ADSL","LLU",20,12.5313,12.9004,12.5279,1.1,1.423,1.101,10.035,0,9.691,0,0.515,0.264,0.507,0.278,6.857,0,7.208,0.001,774.014,741.981,0.87,0.2942
"1187",168264,"763-946","","Urban",2,"Plusnet","FTTC","Non-LLU",80,53.9449,60.4309,53.7738,16.265,16.51,16.27,10.218,0,10.392,0,0.263,0.257,0.291,0.352,10.396,0.001,10.503,0,161.25,156.543,1,NA
"1188",168266,"946-1143","","Urban",3,"Virgin","Cable","Cable",152,152.4552,159.1165,148.375,12.532,12.973,12.401,14.299,0.001,14.993,0,1.68,0.2,2.028,0.265,10.689,0.002,11.231,0.002,197.806,174.251,1,NA
"1189",168272,"1992-2563","","Urban",2,"Plusnet","FTTC","Non-LLU",80,66.7789,67.4523,65.1097,13.775,17.341,13.078,16.609,0.002,17.067,0,0.241,0.247,0.302,0.373,16.96,0.001,17.251,0.001,225.011,254.591,1,NA
"1190",168274,"0-385","","Urban",0,"Plusnet","FTTC","Non-LLU",80,72.6258,73.11,72.5339,18.572,18.722,18.559,11.651,0,11.847,0,0.322,0.364,0.346,0.445,11.63,0.001,11.914,0,151.131,137.852,1,NA
"1191",168276,"1367-1635","","Urban",3,"BT","FTTC","Non-LLU",80,61.7659,62.4607,61.3303,18.561,18.773,18.521,13.274,0,13.423,0,0.24,0.267,0.235,0.257,12.376,0,12.372,0,169.006,146.802,1,0.0239
"1192",168278,"582-763","","Urban",3,"Plusnet","FTTC","Non-LLU",80,55.1467,58.2589,54.5047,17.125,17.354,17.128,16.614,0,16.566,0,0.204,0.235,0.218,0.295,16.263,0.001,16.38,0.001,206.622,168.394,1,NA
"1193",168280,"763-946","","Urban",3,"Plusnet","FTTC","Non-LLU",40,13.3117,13.7683,13.2177,1.496,1.598,1.504,14.843,0,13.513,0,0.463,0.356,0.472,0.37,14.494,0,14.487,0.001,731.805,766.009,NA,NA
"1194",168284,"0-385","","",0,"BT","FTTC","Non-LLU",80,37.3095,37.9418,36.8519,14.13,14.54,14.053,17.576,0,17.701,0,0.266,0.264,0.288,0.33,16.559,0,16.627,0,244.683,215.65,1,NA
"1195",168288,"385-582","","Urban",3,"Sky","FTTC","Non-LLU",80,74.6407,74.794,74.663,18.637,18.824,18.651,11.897,0.002,11.425,0,0.297,0.333,0.295,0.341,9.699,0,9.697,0,149.955,150.793,1,NA
"1196",168292,"2563-5000","","Urban",3,"Plusnet","FTTC","Non-LLU",80,51.6683,51.9673,51.7123,17.11,17.316,17.095,14.78,0,14.926,0,0.233,0.242,0.279,0.398,14.175,0,14.383,0,193.935,211.474,1,0.0253
"1197",168296,"946-1143","","Urban",3,"Plusnet","FTTC","Non-LLU",80,72.0372,74.3412,71.7502,18.61,18.99,18.438,13.435,0,13.586,0,0.312,0.346,0.32,0.391,13.657,0.001,13.631,0,170.652,214.805,1,NA
"1198",168300,"1992-2563","","Urban",3,"Plusnet","FTTC","Non-LLU",80,70.7254,72.2704,68.9952,18.498,18.731,18.335,18.983,0,19.275,0,0.333,0.363,0.364,0.446,19.151,0,19.536,0,246.17,264.476,1,NA
"1199",168304,"582-763","","Urban",3,"Virgin","Cable","Cable",60,61.3435,62.168,60.6361,2.912,2.985,2.912,15.367,0,17.029,0,1.964,0.26,2.513,0.395,8.419,0,9.487,0,153.581,159.375,1,0.0315
"1200",168306,"1367-1635","","Urban",3,"Orange","FTTC","Non-LLU",40,32.1624,37.3962,32.0287,9.265,9.512,9.256,NA,NA,NA,NA,0.401,0.553,0.403,1.235,9.593,0.001,10.452,0.002,NA,NA,1,NA
"1201",168308,"1367-1635","","Urban",3,"Virgin","Cable","Cable",120,100.5945,125.2626,74.9431,11.171,11.657,11.286,13.873,0.001,15.54,0.005,1.55,0.268,1.862,0.553,11.661,0.002,10.037,0,162.678,170.385,1,0.0242
"1202",168312,"385-582","","Urban",3,"Virgin","Cable","Cable",152,158.6855,159.6737,157.7853,12.758,12.991,12.776,13.252,0.002,14.234,0,2.68,0.117,2.952,0.169,9.249,0.004,9.537,0.018,188.297,186.466,1,NA
"1203",168314,"1992-2563","","Urban",3,"Virgin","Cable","Cable",120,117.3654,125.6739,109.5607,11.38,11.544,11.341,18.803,0.001,21.508,0,2.846,0.194,3.735,0.402,12.674,0.002,13.849,0,182.598,185.348,1,0.0342
"1204",168318,"1367-1635","","Urban",3,"Virgin","Cable","Cable",152,143.8597,159.1112,131.7207,12.705,12.977,12.737,12.86,0.002,13.691,0,1.4,0.22,1.517,0.278,11.261,0.001,11.954,0,245.602,237.105,1,0.0178
"1205",168322,"1367-1635","","Urban",3,"Virgin","Cable","Cable",152,108.1357,159.1157,80.3774,12.185,12.981,12.161,15.416,0.002,17.424,0,1.688,0.402,2.052,1.36,16.551,0.001,17.469,0,253.215,279.599,1,0.0178
"1206",168324,"1143-1367","","Urban",3,"Virgin","Cable","Cable",152,94.2203,159.6522,50.2264,11.878,13.02,11.549,16.335,0.001,23.944,0,3.301,0.884,4.22,5.226,16.936,0.001,22.867,0,272.941,298.273,1,0.0178
"1207",168330,"1143-1367","","Urban",3,"Virgin","Cable","Cable",120,116.7026,125.6785,106.454,11.552,12.337,11.442,18.138,0,20.307,0,3.482,0.343,3.904,1.12,14.321,0.001,15.117,0,222.71,200.946,1,0.0182
"1208",168336,"1992-2563","","Urban",3,"Sky","FTTC","Non-LLU",40,37.3253,37.5706,37.3153,7.124,7.302,7.127,16.605,0,14.469,0,0.31,0.336,0.321,0.348,12.572,0,12.646,0.001,224.571,221.269,1,0.0312
"1209",168338,"1992-2563","","Urban",3,"BT","FTTC","Non-LLU",40,37.1042,37.4464,36.8668,9.02,9.473,9.083,11.727,0.001,11.775,0,0.36,0.322,0.37,0.324,10.363,0,10.116,0,169.52,161.092,1,0.0793
"1210",168342,"1635-1992","","Urban",3,"Virgin","Cable","Cable",152,142.4788,159.1173,129.1261,11.905,12.985,11.414,14.654,0.001,15.337,0.005,2.38,0.225,3.093,0.3,9.263,0.003,10.591,0.001,188.904,152.542,1,0.0251
"1211",168348,"2563-5000","","Urban",3,"Virgin","Cable","Cable",152,101.0174,159.6421,63.8366,12.62,12.858,12.594,15.433,0,19.236,0.004,2.97,0.622,3.868,2.651,11.58,0.001,15.212,0,221.187,273.672,1,0.0596
"1212",168368,"2563-5000","","Urban",3,"Virgin","Cable","Cable",152,159.1547,159.6734,159.2311,12.77,13.007,12.774,17.776,0.002,20.766,0.005,2.526,0.124,2.429,0.172,15.189,0.001,14.968,0,262.89,245.23,1,0.0343
"1213",168370,"946-1143","","Urban",2,"Virgin","Cable","Cable",152,138.5348,159.658,124.0393,12.737,13.01,12.715,14.558,0.001,16.07,0.002,2.68,0.166,3.125,0.318,10.232,0.001,10.779,0,208.09,297.241,1,NA
"1214",168374,"1992-2563","","Urban",3,"Virgin","Cable","Cable",152,152.4453,159.6644,143.8582,12.696,13.009,12.603,14.241,0,16.048,0,2.64,0.122,3.081,0.188,13.034,0,13.478,0,230.75,208.001,1,0.0248
