URBAN2,Nation,DL24hrmean,UL24hrmean,Latency24hr,Web24hr
3,Urban,Distance band 14,18.70216,0.3787,0
3,Urban,#NULL!,62.250072,0.5912,0.02
3,Rural,#NULL!,31.753224,0.35694737,0.02
3,Rural,Distance band 18,20.479544,1.96764286,0.05
3,Semi-urban,#NULL!,66.202504,0.40225,0
3,Urban,Distance band 10,10.881328,0.48482609,0.08
1,Semi-urban,Distance band 10,12.58532,0.48863158,0.05
3,Urban,Distance band 3,17.687608,0.49965,0
3,Urban,#NULL!,37.406744,0.32084211,0
3,Urban,#NULL!,37.422704,0.52753846,0.24
3,Urban,#NULL!,209.846424,0.27395238,0.02
3,Urban,#NULL!,137.378832,0.4565,0.01
3,Urban,#NULL!,54.71024,0.27322222,0
3,Urban,#NULL!,202.49616,0.27715789,0
1,Semi-urban,Distance band 1,19.153864,0.55261905,0.01
1,Semi-urban,#NULL!,37.479504,0.42055556,0
1,Semi-urban,Distance band 7,10.375632,0.45055556,0.03
2,Semi-urban,#NULL!,37.03984,1.00458333,0.01
2,Semi-urban,#NULL!,74.342328,0.44105263,0
2,Semi-urban,#NULL!,37.172184,0.96607692,0.63
3,Urban,#NULL!,72.764192,0.3634,0.01
3,Urban,Distance band 14,6.996632,1.68342857,0.06
3,Urban,#NULL!,53.129696,0.56106667,0.02
3,Urban,#NULL!,105.899728,0.41014286,0.01
3,Semi-urban,Distance band 4,16.191144,0.46695238,0.31
3,Urban,#NULL!,153.707808,0.34928571,0
3,Urban,#NULL!,35.473016,0.27261905,0.1
3,Urban,#NULL!,29.438952,0.33488235,0.39
3,Urban,#NULL!,37.20324,0.66514286,0.01
3,Urban,#NULL!,37.156928,0.68594737,0.01
3,Urban,#NULL!,37.424816,0.361,0.01
3,Urban,Distance band 10,13.978688,0.26468421,0
3,Urban,#NULL!,30.264088,0.56276471,0.04
2,Semi-urban,#NULL!,65.008408,0.57868421,0
3,Urban,#NULL!,37.387576,0.48614286,0.07
3,Urban,#NULL!,37.182608,0.54744444,0
1,Rural,Distance band 1,12.025168,0.53035294,0
3,Rural,#NULL!,207.855168,0.21511111,0.05
3,Urban,#NULL!,22.901424,0.3798,0.12
2,Semi-urban,Distance band 1,12.26084,0.40145,0.02
2,Semi-urban,#NULL!,37.526264,0.96590476,0.15
3,Urban,#NULL!,72.759368,0.403,0.13
3,Urban,Distance band 14,5.818504,0.9103125,0
3,Urban,#NULL!,33.90868,0.37755,0.01
3,Semi-urban,#NULL!,52.941672,0.5494,0.13
2,Rural,Distance band 18,4.370912,0.55311765,0.02
1,Rural,#NULL!,6.721944,0.48390909,0.02
3,Semi-urban,Distance band 20,1.751488,0.618,0.19
3,Semi-urban,#NULL!,33.605472,0.48735,0.01
2,Semi-urban,Distance band 5,15.865296,0.50985714,0
3,Urban,#NULL!,37.195104,0.92104762,0.02
3,Urban,#NULL!,70.661448,0.47641667,0.2
3,Urban,#NULL!,1.863928,0.48571429,0.26
3,Urban,#NULL!,37.146848,0.41966667,0
3,Urban,#NULL!,60.066224,0.6905,0.01
3,Urban,#NULL!,16.31316,0.5028,0.01
3,Urban,#NULL!,51.682344,1.82384211,0
3,Urban,Distance band 8,9.053768,0.58184211,0.02
3,Urban,Distance band 5,15.324416,0.74238095,0.01
,Semi-urban,#NULL!,46.220872,1.0563125,0
3,Urban,Distance band 5,10.958328,0.4985,0.02
3,Urban,#NULL!,64.90076,0.690375,0.01
3,Urban,#NULL!,74.32304,0.84930769,0
3,Urban,#NULL!,37.301192,0.45757895,0
1,Rural,Distance band 7,15.613288,0.52041667,0.19
3,Urban,#NULL!,160.73156,0.25719048,0
3,Urban,#NULL!,62.982344,0.18736842,0
3,Urban,#NULL!,73.675904,0.5947,0.01
3,Urban,#NULL!,54.70296,0.3038,0
3,Rural,Distance band 3,14.724536,0.718,0.03
3,Rural,#NULL!,37.574136,0.4245,0.01
3,Rural,#NULL!,31.227552,0.78265,0.12
1,Rural,#NULL!,6.660792,0.627625,0.04
3,Urban,#NULL!,54.645416,0.65946154,0
3,Urban,#NULL!,194.372448,0.21238095,0
3,Urban,#NULL!,74.322232,0.53557143,0
3,Urban,#NULL!,74.322496,0.49338462,0
3,Urban,#NULL!,54.704344,0.3812,0.22
,Urban,Distance band 1,2.171504,0.737,0
1,Rural,Distance band 1,12.165024,0.639,0
1,Rural,Distance band 5,17.27852,0.73508333,0.29
3,Rural,#NULL!,37.168712,0.56509524,0.18
1,Semi-urban,Distance band 1,18.23208,0.41985,0.03
2,Semi-urban,Distance band 4,17.480648,0.4546,0
3,Urban,#NULL!,204.245296,0.26025,0.01
3,Urban,Distance band 9,10.675608,2.1809,0.21
3,Urban,#NULL!,37.148328,0.43678947,0.01
3,Urban,#NULL!,37.16528,2.4151,0.04
3,Urban,#NULL!,46.265832,1.6819,0.01
2,Semi-urban,#NULL!,72.53232,0.31093333,0
3,Urban,#NULL!,12.231256,0.33605263,0.01
1,Semi-urban,#NULL!,107.470816,0.19717647,0
3,Urban,Distance band 1,9.409032,4.44176923,0.36
3,Urban,#NULL!,57.018512,0.373375,0
3,Urban,#NULL!,74.131864,0.33575,0
2,Semi-urban,#NULL!,65.143144,0.55172727,0
3,Urban,#NULL!,107.45132,0.76963158,0.03
3,Urban,#NULL!,62.246464,0.3122381,0.08
3,Urban,Distance band 4,8.251552,2.95883333,0.01
3,Urban,#NULL!,72.406048,0.61165,0
3,Semi-urban,Distance band 2,16.468616,0.367,0.01
3,Rural,#NULL!,37.496104,0.41709524,0
3,Rural,#NULL!,67.370688,0.39746154,0.02
3,Urban,#NULL!,30.888072,0.75089474,0.01
3,Rural,#NULL!,26.871808,0.55325,0.02
3,Urban,#NULL!,37.450368,0.52007143,0
3,Urban,#NULL!,74.338904,0.33622222,0.92
3,Urban,#NULL!,66.798496,0.55364706,0
1,Rural,Distance band 7,15.26608,0.55361905,0.16
2,Semi-urban,Distance band 3,15.847928,0.556,0.18
3,Urban,#NULL!,27.436608,0.8369,0.14
3,Urban,#NULL!,70.649456,1.45766667,0.01
3,Semi-urban,#NULL!,37.153752,0.92230769,0.02
3,Semi-urban,#NULL!,4.2096,0.56188235,0.02
1,Rural,Distance band 16,1.94548,4.2334,0.93
3,Urban,#NULL!,37.19872,0.39107143,0
3,Urban,#NULL!,37.163224,0.595,0
3,Semi-urban,Distance band 20,3.075528,0.74233333,0.01
3,Urban,#NULL!,67.693864,0.43254545,0.07
3,Urban,#NULL!,60.717784,0.3737,0
3,Urban,#NULL!,158.429056,0.46333333,0.03
3,Urban,#NULL!,74.336408,1.6295,0.04
3,Urban,Distance band 8,6.849728,0.6786,0.01
3,Urban,#NULL!,54.71448,0.2433,0
3,Urban,#NULL!,37.401864,0.4666875,0.01
3,Urban,#NULL!,49.219096,0.39,0
3,Urban,#NULL!,37.378744,0.303,0
3,Urban,#NULL!,157.6544,2.37053846,0.43
3,Urban,#NULL!,105.925736,2.89123529,0.41
3,Semi-urban,#NULL!,74.791552,0.36352941,0
1,Semi-urban,#NULL!,42.677776,0.79936842,0.12
3,Urban,Distance band 15,8.868896,0.79641667,1.2
3,Urban,#NULL!,37.109528,0.5744,0.01
3,Urban,#NULL!,70.045816,0.9741,0
3,Urban,#NULL!,54.70352,0.11693333,0
3,Urban,#NULL!,37.160912,0.46042857,0.16
3,Rural,Distance band 20,1.5924,0.76133333,0.11
1,Rural,Distance band 20,18.866264,1.3239,0.01
1,Semi-urban,Distance band 2,20.258776,0.7132,0.01
3,Urban,#NULL!,54.003192,2.81433333,0.01
3,Urban,#NULL!,25.44884,2.06511765,0.44
3,Rural,#NULL!,40.970424,0.39704762,0.14
3,Semi-urban,Distance band 12,8.386376,0.47182353,0.01
1,Rural,#NULL!,45.53316,0.37335294,0
2,Semi-urban,#NULL!,30.092592,0.55755,0.27
3,Urban,#NULL!,74.736856,0.385,0.01
3,Urban,#NULL!,52.024464,2.97352632,0.09
2,Urban,#NULL!,61.597344,0.372,0
2,Urban,#NULL!,72.615792,1.5636,0.05
2,Semi-urban,#NULL!,72.621848,0.37344444,0.01
3,Semi-urban,#NULL!,93.451984,0.31233333,0.09
3,Urban,#NULL!,54.111536,0.36675,0.04
3,Urban,#NULL!,53.026008,0.60438889,0.02
3,Urban,#NULL!,72.923432,2.53542857,0.02
3,Urban,#NULL!,60.433344,0.58871429,0.02
3,Semi-urban,#NULL!,37.171048,0.56821053,0.23
,Urban,#NULL!,37.367264,0.38142857,0.05
2,Urban,Distance band 8,8.303536,2.090375,3.39
1,Rural,Distance band 15,11.21512,0.67429412,0
2,Semi-urban,#NULL!,35.869432,0.46076923,0
3,Semi-urban,#NULL!,58.948728,0.396625,0.01
1,Rural,#NULL!,4.65404,1.005,0.25
3,Semi-urban,#NULL!,77.307856,3.54988889,0.09
3,Urban,#NULL!,126.672344,2.956,0.19
1,Semi-urban,Distance band 3,19.743728,0.4192,0
1,Semi-urban,#NULL!,57.67468,0.2943,0.26
3,Urban,#NULL!,27.864184,2.6285,0.17
3,Urban,#NULL!,6.10932,0.56938095,0.09
3,Rural,#NULL!,15.774,0.32905,0.07
1,Rural,#NULL!,5.332032,0.48281818,0.2
3,Semi-urban,Distance band 5,11.896528,0.42566667,0.06
2,Rural,#NULL!,37.152024,0.401,0
2,Semi-urban,Distance band 1,7.668784,1.3122,0.02
1,Rural,#NULL!,7.177392,2.16405882,0.07
3,Semi-urban,#NULL!,37.373392,0.4134,0
3,Urban,#NULL!,74.195272,0.34004762,0.02
3,Rural,#NULL!,37.398216,0.38277778,0
3,Urban,Distance band 18,2.576264,0.65327778,0.21
3,Urban,Distance band 15,1.7984,0.5705625,1.03
3,Urban,#NULL!,74.365592,0.88077778,0.01
3,Urban,#NULL!,37.546056,0.41657143,0
3,Semi-urban,Distance band 18,2.574208,0.75914286,1.64
3,Urban,#NULL!,35.502976,0.28652941,0
3,Urban,#NULL!,48.193808,0.36917647,0
3,Urban,#NULL!,72.576144,0.3040625,0
3,Semi-urban,#NULL!,37.083104,1.3914,0.01
3,Semi-urban,#NULL!,3.445056,0.34809091,0.03
3,Semi-urban,#NULL!,34.450536,0.49657143,0
2,Rural,#NULL!,71.28832,0.34810526,0.02
2,Semi-urban,Distance band 9,13.30376,0.54815789,0.02
2,Semi-urban,Distance band 3,15.394,0.4414,0.12
3,Semi-urban,#NULL!,68.87788,0.51711765,0
3,Urban,Distance band 9,15.087784,0.7626,0.02
3,Semi-urban,#NULL!,37.149888,0.42005,0.05
3,Urban,Distance band 14,5.373624,0.54753333,0.01
3,Semi-urban,#NULL!,37.3094,0.38511765,0.06
3,Urban,#NULL!,37.218072,0.45173684,0.01
3,Urban,Distance band 20,0.971512,1.250875,0.43
2,Semi-urban,Distance band 4,12.980688,0.43126316,0.02
2,Rural,#NULL!,24.26888,0.5944,0.01
1,Rural,#NULL!,74.328824,0.39904762,0.06
1,Rural,Distance band 7,8.500272,0.414,0.54
2,Semi-urban,Distance band 4,16.971072,0.7221,0.02
2,Semi-urban,Distance band 3,16.886296,0.74482353,0.01
1,Rural,#NULL!,49.042704,0.40653846,0
3,Urban,#NULL!,208.53628,0.46065,0.01
3,Urban,#NULL!,105.379928,0.91216667,0.01
3,Rural,#NULL!,37.165296,0.48795238,0
3,Urban,Distance band 17,5.92744,0.81335714,0.08
2,Rural,#NULL!,28.445816,2.40866667,1.62
3,Urban,Distance band 1,10.16544,0.55552632,0.06
1,Rural,#NULL!,61.22416,0.56157143,0
2,Semi-urban,#NULL!,54.88896,0.38282353,0.19
3,Semi-urban,Distance band 18,1.912504,0.70738889,0.02
3,Urban,Distance band 11,11.147816,1.45475,0.13
1,Semi-urban,Distance band 7,10.519112,0.6522,0.04
1,Semi-urban,#NULL!,36.972752,0.53465,0.64
3,Urban,#NULL!,54.700384,0.34625,0
3,Urban,#NULL!,72.761936,0.895,0.01
3,Urban,#NULL!,107.47372,0.1592,0
3,Semi-urban,#NULL!,37.17704,0.921125,0.01
3,Urban,#NULL!,50.707232,0.36257143,0
3,Urban,#NULL!,36.751656,0.3402,0
3,Rural,#NULL!,38.006656,0.39266667,0
1,Rural,#NULL!,37.366576,1.13453846,0.27
3,Urban,#NULL!,107.50344,0.17888889,0.01
3,Semi-urban,#NULL!,209.808208,0.15241667,0.01
3,Semi-urban,#NULL!,209.971296,0.16790476,0.07
3,Urban,#NULL!,105.19044,1.15778947,0.06
3,Urban,#NULL!,158.580472,0.27890476,0.43
3,Rural,#NULL!,161.272376,0.14065,0
3,Urban,#NULL!,147.684304,0.743,0.01
3,Semi-urban,#NULL!,29.418264,0.4541,0.12
2,Rural,Distance band 11,5.739552,0.70685,0.21
3,Urban,#NULL!,107.50012,0.20421429,0
1,Rural,#NULL!,37.557768,0.39475,0
3,Rural,#NULL!,74.312904,0.360375,0
2,Rural,#NULL!,37.162856,0.33685,0
1,Rural,#NULL!,1.911136,2.1105,0.22
3,Urban,#NULL!,181.808584,0.1594,0.01
3,Urban,#NULL!,202.540424,0.5374375,0.25
3,Urban,#NULL!,37.095752,0.88765,0.06
3,Urban,#NULL!,141.499616,0.57742857,0
3,Urban,Distance band 2,14.478064,0.43455556,0.07
3,Urban,#NULL!,102.887728,0.609625,0.01
3,Urban,#NULL!,55.638192,0.36670588,0.01
3,Urban,#NULL!,37.11804,0.39942857,0
3,Urban,Distance band 9,9.34032,2.75273684,1.53
3,Urban,#NULL!,37.163128,0.908,0.03
3,Urban,Distance band 13,17.265848,0.63811111,0.03
3,Urban,#NULL!,68.789184,0.41866667,0.56
3,Urban,#NULL!,68.739496,0.26918182,0.01
3,Urban,#NULL!,70.15264,0.3964,0.04
3,Urban,#NULL!,64.87104,0.196,0
3,Urban,#NULL!,61.476928,0.48736364,0.07
3,Urban,#NULL!,63.473112,0.95117391,0
3,Urban,#NULL!,63.981632,0.49957895,0
3,Urban,Distance band 4,15.274848,0.3328,0.02
3,Urban,#NULL!,45.515304,0.40963158,0.27
,Urban,#NULL!,37.170208,0.3704,0.01
3,Urban,Distance band 5,11.815448,0.45383333,0.03
3,Urban,#NULL!,74.32372,0.37866667,0.02
3,Urban,Distance band 2,17.397752,0.36125,0
3,Urban,#NULL!,37.36884,0.42838889,0
3,Urban,Distance band 2,15.314984,0.59146667,0
3,Urban,#NULL!,31.248528,1.10633333,0.08
3,Urban,#NULL!,37.467192,0.76538095,0
3,Urban,#NULL!,28.564776,4.0764375,0.23
3,Urban,#NULL!,68.63876,0.30105,0.08
3,Urban,#NULL!,62.089784,0.497,0.08
3,Urban,Distance band 1,17.780752,0.96395238,0.09
3,Urban,#NULL!,43.080352,1.00822222,0.05
3,Urban,#NULL!,61.009896,0.3086,1.59
3,Urban,#NULL!,50.34856,0.38408333,0
3,Semi-urban,#NULL!,30.227464,0.42838095,0.01
3,Semi-urban,#NULL!,34.665256,0.55094737,0.01
3,Semi-urban,#NULL!,2.918984,0.71417647,0.02
3,Semi-urban,Distance band 20,5.21044,0.30133333,2.01
3,Rural,#NULL!,37.490384,0.33136842,0
3,Urban,Distance band 9,5.787144,0.64833333,0.02
3,Urban,Distance band 3,19.1692,1.11161905,0.19
3,Urban,Distance band 3,14.896856,0.24461111,0.14
1,Rural,#NULL!,6.856496,1.37115,0.02
3,Semi-urban,#NULL!,43.524648,0.78319048,0.05
1,Rural,#NULL!,6.861696,0.99068421,0
3,Urban,#NULL!,37.157216,0.42775,0.07
,Urban,Distance band 1,14.321736,0.198625,0.01
3,Urban,#NULL!,49.415832,0.259,0.08
2,Semi-urban,#NULL!,17.499152,0.51766667,0
1,Semi-urban,#NULL!,74.152384,0.8558,0.01
1,Rural,Distance band 18,0.670456,1.05852632,0.02
1,Rural,Distance band 3,17.234512,0.71090476,0
2,Semi-urban,#NULL!,37.644448,1.107625,0.01
2,Rural,#NULL!,4.47776,0.7105,0.08
3,Semi-urban,Distance band 4,3.941968,0.43069231,0.06
3,Urban,Distance band 1,17.6318,0.330375,0.01
3,Semi-urban,#NULL!,151.75112,0.285625,0
3,Semi-urban,#NULL!,5.918176,0.48118182,0.06
3,Urban,#NULL!,152.542808,0.14584615,0.05
3,Urban,Distance band 2,15.546008,0.78571429,0.02
3,Urban,#NULL!,74.657576,0.199,0
3,Urban,#NULL!,206.50912,0.28182353,0.01
3,Urban,#NULL!,155.898664,0.18133333,0
3,Urban,#NULL!,3.274416,1.064,0.1
3,Urban,#NULL!,24.793352,0.43381818,0.01
3,Urban,#NULL!,37.364648,0.50726667,0
3,Urban,#NULL!,37.434008,0.831,0.02
3,Urban,#NULL!,58.2208,0.66972727,0.18
3,Urban,Distance band 2,16.05564,0.55655556,0.23
3,Urban,#NULL!,74.670088,0.402,0
3,Urban,#NULL!,62.548752,0.29845,0.07
3,Urban,#NULL!,65.03732,0.7959,0.01
3,Urban,#NULL!,54.513352,0.32947368,0.08
3,Urban,#NULL!,37.1218,0.67126667,0
3,Rural,#NULL!,25.460104,1.45036364,0.02
3,Urban,Distance band 7,8.343408,0.82653333,0.28
3,Urban,#NULL!,69.86572,0.391,0
3,Urban,#NULL!,63.927456,0.6322,0.35
3,Urban,#NULL!,37.293208,0.52095238,0
3,Urban,Distance band 16,6.279496,0.46905556,0.1
3,Urban,#NULL!,37.300072,0.3489,0.03
3,Urban,#NULL!,53.572832,1.7361875,0
3,Urban,#NULL!,37.402208,0.47558824,0
3,Urban,#NULL!,46.50624,0.12425,0.06
3,Urban,#NULL!,74.058944,0.26721429,1.96
3,Urban,#NULL!,53.997688,0.26263636,0
1,Rural,Distance band 4,17.166944,0.8484,0.01
1,Rural,Distance band 6,13.978912,0.41313333,0.13
1,Rural,Distance band 7,6.38596,0.43775,0.5
1,Rural,Distance band 18,8.072704,1.29363636,0.07
1,Rural,#NULL!,37.377688,0.47538095,0
2,Semi-urban,#NULL!,37.15504,0.745125,3.7
1,Rural,#NULL!,18.016496,0.37121053,0
2,Semi-urban,Distance band 8,13.606368,0.4539,0.01
2,Semi-urban,Distance band 19,1.751488,0.84744444,0.08
2,Rural,Distance band 13,5.142584,0.6373,0.01
2,Semi-urban,Distance band 7,7.969944,0.49725,0
2,Rural,Distance band 19,4.858552,1.10263158,0.01
3,Urban,#NULL!,54.00292,0.79946667,0.01
1,Rural,Distance band 4,11.488792,0.71561905,0.01
,Semi-urban,#NULL!,4.125016,2.5878,2.93
3,Urban,Distance band 15,7.439152,2.07626316,0.14
3,Urban,#NULL!,74.309824,0.50925,0
1,Rural,#NULL!,2.826968,2.1578125,0.25
3,Semi-urban,#NULL!,62.828824,0.4925,0.11
3,Urban,#NULL!,205.239328,0.2786875,0.11
3,Semi-urban,Distance band 8,13.265296,0.75814286,1.29
3,Semi-urban,#NULL!,45.03164,0.84075,0
2,Semi-urban,Distance band 19,6.200824,0.43366667,0.15
3,Semi-urban,#NULL!,72.50692,0.2868,0
3,Urban,#NULL!,53.998832,0.25931579,0
3,Semi-urban,Distance band 15,3.16624,0.52325,3.55
3,Semi-urban,#NULL!,202.668256,0.25615,0.02
3,Semi-urban,#NULL!,106.421016,0.23057895,0.01
3,Semi-urban,#NULL!,60.989264,0.51594118,0.38
,Semi-urban,Distance band 1,2.192816,0.5422,0.61
3,Urban,#NULL!,37.17564,0.5942381,0.03
3,Urban,Distance band 11,4.648616,2.53241667,0.28
3,Rural,Distance band 13,10.31292,0.3533,0.02
3,Rural,Distance band 17,3.36976,0.4041875,0.66
3,Urban,Distance band 17,3.8586,0.3715,0.03
3,Urban,#NULL!,45.103096,0.60814286,0.03
1,Rural,Distance band 20,2.94116,0.79925,0.01
1,Semi-urban,#NULL!,37.198872,1.14985,0
3,Urban,#NULL!,155.76948,0.2388,0.01
3,Urban,Distance band 1,18.937424,0.70615789,0.01
3,Urban,#NULL!,187.256448,0.40609524,0.01
3,Urban,#NULL!,207.606296,0.27876471,0.01
3,Urban,#NULL!,61.026632,0.41358824,0.02
3,Urban,#NULL!,20.603744,0.47263158,0.01
3,Urban,#NULL!,37.532824,0.3951875,0.04
3,Urban,#NULL!,37.443288,0.3033125,0
3,Urban,#NULL!,37.168592,1.9374,0
3,Urban,#NULL!,37.14532,0.77625,0.02
3,Urban,#NULL!,67.70056,0.32771429,0.05
3,Urban,#NULL!,104.822272,0.80775,0.04
3,Urban,#NULL!,74.325208,0.39788889,0
3,Urban,#NULL!,70.71324,1.15073684,0.05
3,Urban,#NULL!,34.953232,0.62863158,0
3,Urban,#NULL!,57.259304,0.694,0.34
3,Urban,#NULL!,37.367152,0.47216667,0
3,Urban,#NULL!,194.804856,0.63315,0
3,Urban,#NULL!,72.818016,0.46571429,0.01
3,Urban,#NULL!,207.856208,0.35655556,0.01
3,Urban,#NULL!,37.392216,0.53313333,0
3,Urban,Distance band 4,17.934704,0.58165,0.55
3,Urban,#NULL!,72.289016,0.40757143,0.03
3,Urban,#NULL!,37.13116,0.39278947,0.12
3,Urban,#NULL!,107.526192,0.1275,0
3,Urban,#NULL!,107.489488,0.12828571,0
3,Semi-urban,Distance band 8,18.665968,0.45189474,0
3,Urban,#NULL!,72.8594,0.421875,0
3,Urban,#NULL!,31.049288,0.3045,0
3,Urban,#NULL!,66.127056,0.3125625,0
3,Urban,#NULL!,74.25844,0.4129375,0
3,Urban,#NULL!,207.882792,0.30747368,0.04
3,Urban,#NULL!,207.670648,0.37172727,0.01
3,Semi-urban,#NULL!,37.29972,0.30273684,0.02
3,Urban,#NULL!,207.204408,0.294625,0.01
3,Urban,#NULL!,54.645672,0.4445,0.16
3,Urban,#NULL!,159.555712,0.23457143,0
3,Urban,#NULL!,61.0704,0.54170588,0.3
3,Semi-urban,#NULL!,37.573392,0.62766667,0.08
3,Rural,#NULL!,37.36364,0.496,0.02
2,Semi-urban,#NULL!,37.147976,0.3734,0
2,Semi-urban,#NULL!,204.953744,0.27081818,0
3,Urban,#NULL!,106.106616,0.2441,0.1
3,Urban,#NULL!,72.513592,0.23641667,0.02
3,Urban,#NULL!,158.8892,0.391,0.02
3,Urban,#NULL!,59.284968,0.5663,0.01
3,Urban,#NULL!,37.190696,0.37175,0.02
3,Urban,#NULL!,206.975496,0.2636,0.01
3,Urban,#NULL!,209.905464,0.18886667,0
3,Semi-urban,#NULL!,106.442344,0.83126316,0.01
3,Semi-urban,#NULL!,167.093408,0.36236842,0.02
3,Semi-urban,Distance band 12,9.230048,1.52852941,0.01
3,Semi-urban,#NULL!,60.248288,0.29404762,0.01
1,Rural,Distance band 2,7.052256,0.478,0
3,Semi-urban,#NULL!,58.611504,0.52885714,0.05
2,Semi-urban,Distance band 17,4.923216,0.33542857,0.11
1,Rural,#NULL!,161.099776,0.19855,0.02
1,Rural,#NULL!,74.145152,0.77157143,0.02
1,Urban,#NULL!,2.585216,0.62063158,0.07
3,Urban,#NULL!,73.833216,0.1502,0
3,Urban,#NULL!,209.898744,0.14571429,0
3,Rural,Distance band 15,8.057816,0.53627778,0.89
3,Rural,Distance band 20,5.006568,0.5742,0.02
1,Rural,Distance band 19,1.026328,0.8444,0.04
1,Rural,#NULL!,4.316168,0.66671429,0.24
3,Rural,#NULL!,37.424776,0.35615,0.01
3,Semi-urban,#NULL!,209.895288,0.15628571,0
3,Semi-urban,#NULL!,208.780304,0.263875,0.07
3,Urban,#NULL!,209.707256,0.15957143,0.01
3,Urban,#NULL!,157.46584,0.14877778,0.2
3,Urban,#NULL!,186.090448,0.2846,0
3,Rural,#NULL!,37.430264,0.406,0.28
3,Urban,Distance band 3,14.402032,0.44775,0.06
3,Urban,#NULL!,59.615504,0.28916667,0
3,Urban,#NULL!,37.351424,0.57183333,0.01
3,Urban,#NULL!,209.740856,0.17733333,0
3,Urban,#NULL!,73.487304,0.13823529,0
3,Urban,#NULL!,37.172312,0.39185,0
3,Urban,#NULL!,74.158792,0.36694118,0.02
3,Urban,#NULL!,74.342736,0.5795,0
3,Urban,#NULL!,157.4688,0.28907692,0
3,Semi-urban,#NULL!,60.664424,0.46436842,0.27
3,Urban,#NULL!,72.560568,0.542,0
1,Semi-urban,#NULL!,37.158304,0.3269,0
1,Semi-urban,Distance band 7,15.631296,0.50371429,0.06
2,Semi-urban,Distance band 2,17.648056,0.49878947,0.03
1,Rural,Distance band 3,6.686112,0.67476923,0
2,Semi-urban,#NULL!,37.164664,0.93,0.16
2,Semi-urban,#NULL!,1.657712,1.15161111,0.5
2,Semi-urban,Distance band 19,2.0282,0.72283333,0.11
1,Rural,#NULL!,6.15404,0.52575,0
1,Rural,Distance band 11,2.395496,0.7251875,0.81
1,Semi-urban,Distance band 3,6.679288,0.59023077,0.03
1,Semi-urban,#NULL!,29.98208,0.39094444,0
1,Semi-urban,#NULL!,51.53752,1.65457143,0
3,Urban,#NULL!,72.494264,0.35573684,0
3,Urban,#NULL!,64.867776,0.19235,0.02
3,Urban,Distance band 19,20.49064,0.44386667,0.01
3,Urban,#NULL!,72.3714,0.21905,0
3,Urban,#NULL!,58.298,0.41855556,0
1,Rural,Distance band 1,20.628672,0.43983333,0
3,Urban,#NULL!,209.818088,0.41433333,0.16
3,Urban,#NULL!,197.80672,0.21945,0
3,Urban,#NULL!,37.18096,0.3728125,0.13
3,Rural,#NULL!,64.869952,0.2268,0.02
3,Urban,#NULL!,74.350712,0.48693333,0
3,Urban,#NULL!,54.411432,0.310375,0.15
3,Urban,#NULL!,69.883024,0.40572222,0.04
3,Urban,#NULL!,32.69844,0.625,0
3,Urban,#NULL!,37.367264,0.3158,0.03
3,Urban,#NULL!,72.654264,0.6637619,0.01
3,Semi-urban,#NULL!,107.541872,0.151,0.01
3,Urban,#NULL!,37.558248,0.61855,0.05
3,Urban,#NULL!,74.315256,0.38855556,0.01
3,Urban,Distance band 14,8.772112,0.59172222,0.54
3,Semi-urban,#NULL!,45.1174,0.29405556,0
3,Urban,#NULL!,107.504472,0.185125,0
3,Urban,#NULL!,200.141712,0.29971429,0
3,Urban,#NULL!,54.711296,0.1697619,0
3,Urban,#NULL!,68.779912,0.2756875,0
3,Urban,#NULL!,37.427072,0.677,0
3,Urban,#NULL!,72.089296,0.46194118,0.01
3,Semi-urban,#NULL!,107.466416,0.18066667,0.01
3,Rural,Distance band 17,7.591544,1.05390909,0.26
3,Rural,#NULL!,37.165296,0.63036842,0
3,Semi-urban,#NULL!,23.8086,0.36435,0
1,Rural,Distance band 14,5.222424,0.88241176,0.01
1,Rural,#NULL!,64.269728,0.708,0
3,Urban,Distance band 5,11.630128,0.53114286,0.01
3,Semi-urban,#NULL!,161.318744,0.14519048,0.03
3,Urban,#NULL!,74.760832,0.36170588,0
3,Urban,Distance band 13,1.304352,0.83921429,0.06
3,Urban,Distance band 11,5.8456,0.50216667,0.04
3,Urban,#NULL!,29.242752,0.57241667,0
1,Rural,Distance band 14,9.399088,0.472,0.01
3,Urban,#NULL!,54.703488,0.19744444,0
3,Urban,#NULL!,22.568728,0.71511765,0.05
3,Urban,#NULL!,43.22076,0.54392857,0
3,Urban,#NULL!,37.190432,0.73857895,0
3,Urban,#NULL!,44.630128,0.48771429,0.03
3,Urban,#NULL!,37.188608,0.3322,0
1,Rural,#NULL!,74.710896,0.40847619,0
3,Urban,#NULL!,74.322888,0.53146154,0.02
3,Urban,#NULL!,69.017488,0.38707143,0
3,Urban,#NULL!,62.155712,1.14089474,0.09
3,Urban,#NULL!,104.857184,0.447,0.17
3,Urban,#NULL!,103.697464,2.01205,0.01
3,Urban,#NULL!,5.234768,0.4463,0.5
3,Urban,Distance band 14,9.502848,0.4194375,0.01
3,Urban,#NULL!,37.154856,0.33657143,0.19
3,Urban,Distance band 14,8.639872,0.61519048,0.01
3,Urban,#NULL!,107.264544,0.7774,0.06
3,Urban,#NULL!,152.778,0.432,0.01
3,Urban,#NULL!,37.458288,0.29847368,0
3,Urban,#NULL!,53.8718,0.599,0.21
3,Urban,#NULL!,37.164216,0.3672381,0.17
