URBAN2,Nation,DL24hrmean,UL24hrmean,Latency24hr,Web24hr
3,Semi-urban,Distance band 17,9.316872,0.38138095,0.07
3,Semi-urban,Distance band 19,3.012952,0.506,0.02
3,Semi-urban,#NULL!,50.405936,0.37231579,0.07
,Semi-urban,#NULL!,73.304552,0.41616667,0.01
3,Semi-urban,Distance band 11,13.378768,0.6356,0.02
3,Urban,Distance band 3,10.281808,0.36952941,0
3,Urban,#NULL!,209.903184,0.18483333,0.07
3,Urban,#NULL!,73.43112,0.53257143,0
2,Semi-urban,#NULL!,3.27652,1.3485,0.31
3,Urban,#NULL!,209.879632,0.14565,0.04
1,Rural,Distance band 20,0.808696,1.78663636,0.2
3,Urban,#NULL!,37.15852,0.34438095,0.19
3,Urban,Distance band 7,16.352512,0.4292,0
3,Urban,#NULL!,54.250968,0.8317619,0.01
3,Urban,#NULL!,37.192328,0.592,0
3,Urban,#NULL!,65.33084,0.82747619,0.08
3,Urban,#NULL!,37.367368,0.43813333,0
3,Urban,#NULL!,72.606424,0.42576471,0
3,Urban,#NULL!,50.160376,0.37390476,0.04
1,Semi-urban,#NULL!,61.455488,0.47786667,0.01
3,Semi-urban,#NULL!,66.548344,0.5025,0
1,Rural,Distance band 9,12.330136,0.50384615,0.01
3,Rural,#NULL!,37.15164,0.3226,0
3,Urban,#NULL!,45.289072,0.45926667,0.11
3,Urban,#NULL!,114.925072,0.41785714,0.05
3,Urban,#NULL!,69.078784,0.44961111,0.02
3,Urban,#NULL!,119.076248,0.49722222,0.05
,Urban,#NULL!,5.787088,0.35038889,0.12
3,Semi-urban,#NULL!,72.759,0.3819375,0
2,Rural,Distance band 20,2.600584,0.67253846,0.79
3,Semi-urban,#NULL!,37.48088,0.37115,0.02
2,Semi-urban,#NULL!,73.679656,0.69063158,0
2,Semi-urban,#NULL!,74.303,0.5910625,0.01
3,Urban,#NULL!,65.571768,0.305,0
3,Urban,#NULL!,50.166176,1.54505,0.02
3,Urban,Distance band 9,4.16864,0.618,0.11
3,Semi-urban,#NULL!,53.607288,0.27965,0.01
3,Urban,#NULL!,37.601992,0.38488889,0.01
1,Rural,#NULL!,2.114064,0.5816,0.01
1,Rural,#NULL!,2.437416,0.89955,0.02
1,Rural,Distance band 20,0.331296,3.16672727,1.2
3,Urban,#NULL!,74.318256,2.71358333,0.05
3,Urban,#NULL!,37.162016,0.59852941,0.01
3,Urban,#NULL!,31.201904,0.64905556,1.6
3,Urban,#NULL!,74.321816,0.525,0
3,Urban,#NULL!,72.382552,0.6021875,0.03
1,Rural,Distance band 1,20.05392,0.27977778,0.06
3,Urban,#NULL!,44.57464,0.52795,0.04
3,Urban,#NULL!,33.84216,0.56107692,0.03
1,Semi-urban,Distance band 3,14.223608,0.549,2.51
2,Semi-urban,#NULL!,30.122144,0.42290909,0.01
2,Semi-urban,#NULL!,37.196408,0.35907143,0
2,Semi-urban,#NULL!,37.53004,0.29622222,0
1,Rural,#NULL!,37.142448,0.33678947,0.07
Hull,Urban,Distance band 1,18.935864,0.42005,0.07
Hull,Urban,Distance band 7,10.997664,0.53266667,0.04
Hull,Urban,Distance band 15,8.692784,0.47226316,0.26
Hull,Urban,Distance band 5,6.096184,0.57226316,0.07
Hull,Urban,Distance band 14,7.768472,0.43684211,0.5
Hull,Urban,Distance band 9,10.3636,0.44485714,0.04
Hull,Urban,Distance band 15,5.87576,0.7268,0.19
Hull,Urban,Distance band 10,7.400336,0.4716,0.02
Hull,Urban,Distance band 11,9.373472,0.77329412,4.34
Hull,Urban,Distance band 5,13.162288,0.8725,0
Hull,Urban,Distance band 14,7.96096,0.85261111,0.08
Hull,Urban,Distance band 1,17.836912,0.45763158,0.08
Hull,Semi-urban,Distance band 11,8.698288,0.42371429,0.01
Hull,Rural,Distance band 1,13.660704,0.38633333,0.29
1,Rural,Distance band 2,18.4406,0.33119048,0
1,Rural,Distance band 20,13.008264,2.08188235,0.02
1,Rural,#NULL!,5.807296,0.61053846,0
Hull,Semi-urban,Distance band 4,6.303336,1.0556,0.03
Hull,Semi-urban,Distance band 7,12.292304,0.4135,0.28
Hull,Semi-urban,Distance band 6,11.019952,0.47128571,0.02
Hull,Semi-urban,Distance band 4,6.879656,0.43480952,0.15
Hull,Semi-urban,Distance band 4,9.944736,0.42138095,0.03
Hull,Semi-urban,Distance band 15,5.083064,0.83164286,0.16
Hull,Semi-urban,Distance band 3,17.37088,0.42138095,0
Hull,Semi-urban,#NULL!,58.9948,0.13814286,0.29
Hull,Semi-urban,Distance band 15,15.287032,0.54961111,0.16
Hull,Urban,#NULL!,61.385592,0.14644444,0.29
Hull,Urban,Distance band 3,13.077056,0.5016,0
Hull,Urban,Distance band 8,12.603736,0.61995,0.23
Hull,Semi-urban,#NULL!,85.778936,0.28372222,0.27
Hull,Semi-urban,Distance band 18,4.803848,0.37366667,0
Hull,Semi-urban,#NULL!,51.424064,0.3332,0.01
Hull,Semi-urban,#NULL!,82.540552,0.215,0
Hull,Semi-urban,#NULL!,59.303048,0.18147368,0
Hull,Rural,Distance band 11,8.023952,0.52921053,0
Hull,Rural,Distance band 4,10.204632,0.53283333,0.27
Hull,Urban,Distance band 1,16.78904,0.3708,2.2
Hull,Urban,Distance band 2,10.953296,0.56328571,0
Hull,Urban,Distance band 8,12.181496,0.6088,0.04
Hull,Urban,Distance band 7,8.249448,0.42833333,0.05
Hull,Urban,Distance band 8,6.071536,0.65535294,0
Hull,Urban,#NULL!,97.959696,0.10957143,0.01
Hull,Urban,Distance band 1,5.760144,0.4908,3.41
Hull,Urban,Distance band 9,8.847344,1.07161538,0.03
Hull,Urban,Distance band 11,4.143712,0.52716667,0.05
Hull,Rural,Distance band 20,14.796256,0.41357895,0.02
Hull,Rural,Distance band 1,16.933016,0.52152941,0.02
Hull,Urban,Distance band 4,11.447624,0.43682353,0.12
Hull,Urban,Distance band 4,10.438536,0.47016667,0.11
Hull,Urban,Distance band 15,8.309424,0.44445,0
Hull,Urban,#NULL!,61.195424,0.40514286,0.27
Hull,Urban,#NULL!,60.326992,0.16288889,0.26
Hull,Urban,Distance band 15,11.004728,0.5595,0.34
Hull,Urban,Distance band 13,2.953704,0.54583333,0
Hull,Rural,Distance band 1,16.771176,0.49233333,0.02
Hull,Rural,Distance band 1,13.866424,0.585625,0.38
Hull,Rural,Distance band 17,4.33264,0.5558,0.14
Hull,Urban,#NULL!,112.7242,0.20257895,0.21
Hull,Urban,Distance band 5,13.807656,0.475,0.01
Hull,Rural,Distance band 4,13.268024,0.3862,0.01
Hull,Urban,Distance band 9,9.04992,1.029,0
Hull,Urban,Distance band 20,5.028448,0.4926,1.77
Hull,Urban,Distance band 10,4.6736,0.42783333,0.02
Hull,Urban,Distance band 17,9.192368,0.87738889,0.09
Hull,Urban,Distance band 6,4.629856,0.3954,1.44
Hull,Urban,Distance band 12,7.410024,0.4234,0
Hull,Urban,#NULL!,57.9576,0.17771429,0
Hull,Urban,Distance band 13,2.07588,0.52275,0.91
Hull,Urban,Distance band 13,6.043144,0.37716667,0.01
Hull,Urban,#NULL!,4.93052,0.797375,0.14
Hull,Urban,Distance band 17,2.990568,0.49983333,0.08
Hull,Urban,Distance band 18,3.341896,0.45585714,0.87
Hull,Urban,Distance band 9,6.679088,0.63261111,0.15
Hull,Urban,Distance band 16,5.20896,0.4215,0.05
Hull,Urban,#NULL!,4.062208,0.39255556,0.27
Hull,Urban,Distance band 13,8.012896,0.55077778,0.01
Hull,Urban,#NULL!,113.706696,0.07805,0.01
Hull,Urban,Distance band 14,6.772704,0.42780952,0.42
Hull,Semi-urban,Distance band 1,17.35088,1.388,0.02
Hull,Semi-urban,#NULL!,117.820656,0.4998,0.05
Hull,Semi-urban,#NULL!,117.580328,0.54378947,0.06
Hull,Urban,Distance band 10,9.470832,1.20193333,0.05
Hull,Urban,Distance band 4,13.802528,0.219,0.03
Hull,Urban,#NULL!,121.468928,0.36927778,0.02
Hull,Urban,Distance band 11,6.069632,0.4158,0.01
Hull,Urban,Distance band 11,6.634624,0.56983333,0.21
Hull,Urban,Distance band 13,6.599576,0.4638,0.01
Hull,Urban,Distance band 20,16.789152,0.39085714,0
Hull,Urban,Distance band 5,12.904504,0.98826316,0.2
Hull,Urban,Distance band 5,7.634,0.5905,0.06
Hull,Urban,#NULL!,58.444896,0.24494737,0
Hull,Urban,#NULL!,87.217728,0.17972222,0.01
Hull,Urban,Distance band 2,13.483808,0.5395,0.58
Hull,Urban,Distance band 7,10.429824,0.5775,0.38
3,Urban,#NULL!,67.472584,0.24125,0.02
3,Urban,#NULL!,159.061464,0.727625,0
3,Urban,#NULL!,27.85128,0.54715789,0.4
3,Urban,#NULL!,37.155992,0.33552941,0.03
3,Urban,#NULL!,206.275264,0.53269231,0
3,Semi-urban,Distance band 1,14.357128,0.91277778,0.01
3,Semi-urban,#NULL!,54.178152,0.2099,0
3,Urban,Distance band 7,13.18668,0.86311765,0.06
3,Urban,#NULL!,207.49492,0.24573684,0
3,Urban,#NULL!,38.220368,0.29404762,0.06
3,Semi-urban,#NULL!,66.080008,0.27055556,0.01
3,Urban,#NULL!,22.72012,0.86066667,0.05
3,Urban,Distance band 3,7.119752,0.44145,0.45
3,Urban,#NULL!,75.337336,0.15557895,0
3,Urban,#NULL!,62.1194,0.60005882,0.48
3,Urban,#NULL!,54.00032,0.62733333,0.17
3,Urban,Distance band 8,15.502448,0.391,0.37
3,Urban,#NULL!,157.4786,0.67964706,0.09
2,Rural,#NULL!,25.661056,0.53657143,0
3,Urban,#NULL!,45.787816,0.41609524,0.06
3,Urban,#NULL!,37.14792,0.80127273,0.02
1,Semi-urban,Distance band 10,11.101664,0.50582353,0.06
3,Urban,Distance band 12,14.701152,0.27742857,0.26
1,Rural,#NULL!,1.021688,1.3699,0.72
1,Semi-urban,Distance band 4,15.278624,0.41709524,0.03
,Semi-urban,Distance band 1,18.99632,0.3525,0.1
3,Rural,Distance band 18,5.964112,0.57057143,1.9
3,Urban,#NULL!,53.75116,0.3402,0
2,Semi-urban,Distance band 8,12.91248,0.261,0.06
3,Urban,#NULL!,37.17356,0.9478,0
3,Urban,#NULL!,37.503912,0.4284375,0.01
3,Urban,#NULL!,53.954408,1.19366667,0.01
3,Semi-urban,Distance band 20,2.809104,0.47988889,0.01
1,Rural,#NULL!,5.281384,1.42785,0.35
2,Semi-urban,Distance band 4,17.017144,0.41721429,0
1,Rural,#NULL!,5.27432,0.35283333,0
1,Rural,#NULL!,35.613808,0.91346667,0.01
2,Urban,#NULL!,48.97788,0.46961538,0.04
2,Semi-urban,#NULL!,36.381552,0.5537,0
1,Rural,Distance band 20,2.384608,0.75522222,0.01
2,Rural,#NULL!,8.501912,1.12126316,0.17
2,Urban,Distance band 10,7.002392,0.53536364,0.27
1,Rural,#NULL!,0.466784,0.8862381,0.06
1,Rural,#NULL!,24.21232,1.36682353,0.07
1,Rural,#NULL!,18.070144,1.07176471,0.06
1,Rural,#NULL!,4.666704,1.0049,0.03
1,Rural,Distance band 3,16.597312,0.4887,0.01
1,Rural,#NULL!,6.897016,0.65141176,0.8
1,Rural,#NULL!,62.229168,0.32185714,0.19
3,Rural,#NULL!,37.486136,0.42280952,0
3,Urban,#NULL!,32.697888,0.35033333,0.01
2,Semi-urban,Distance band 1,19.690904,0.48814286,0.03
1,Rural,#NULL!,2.598272,1.12694444,0.59
1,Semi-urban,#NULL!,37.361904,0.40026667,0.03
1,Semi-urban,#NULL!,37.141288,0.46733333,0.09
3,Semi-urban,Distance band 5,17.082248,0.377,0.08
2,Semi-urban,Distance band 3,18.556472,0.34035294,0.35
3,Urban,#NULL!,37.1572,0.87716667,0.35
3,Rural,#NULL!,37.153928,0.51984211,0
2,Semi-urban,#NULL!,37.158544,0.3442,0
1,Rural,Distance band 1,17.494792,0.4724,0
3,Urban,Distance band 16,6.906624,0.54533333,0.01
2,Urban,#NULL!,45.864264,0.45,0.07
2,Urban,#NULL!,37.149352,0.44889474,0
3,Urban,#NULL!,68.5662,0.619,0.02
3,Urban,Distance band 12,6.79352,1.03241667,0.16
3,Urban,#NULL!,57.4404,0.542,0
3,Semi-urban,#NULL!,34.739752,0.42738889,0.06
3,Semi-urban,#NULL!,60.574944,0.39011111,0.01
3,Semi-urban,#NULL!,37.184936,0.4079,0
3,Urban,#NULL!,74.36576,0.36133333,0
3,Urban,#NULL!,103.336232,1.87273684,0.02
3,Semi-urban,#NULL!,207.957688,0.19813333,0.03
3,Semi-urban,#NULL!,74.359744,0.67293333,0
3,Semi-urban,Distance band 5,13.794312,0.5317,0.12
3,Urban,#NULL!,119.759896,0.39166667,0.09
3,Urban,#NULL!,29.172552,0.47615,0
3,Urban,#NULL!,72.3194,0.4895625,0
3,Urban,#NULL!,106.033264,0.42214286,0.03
3,Urban,#NULL!,191.01124,0.26485714,0.11
3,Semi-urban,#NULL!,31.490552,0.37221429,0.16
3,Semi-urban,Distance band 7,17.913264,7.94347059,0.33
3,Semi-urban,#NULL!,74.311328,0.34714286,0.35
2,Semi-urban,Distance band 5,13.652112,0.35964286,0.02
3,Urban,#NULL!,159.109528,0.23835,0
3,Urban,#NULL!,106.066984,0.385,0.04
3,Urban,#NULL!,31.78904,0.20909524,0.11
3,Urban,#NULL!,158.762144,0.2755,0
3,Urban,#NULL!,31.07344,0.48552632,0.04
1,Rural,#NULL!,3.36872,1.24813333,0.07
1,Rural,#NULL!,6.823056,0.637,0.36
1,Rural,#NULL!,0.455552,1.55922222,0.01
2,Semi-urban,Distance band 1,19.657744,0.96327778,0.4
3,Rural,#NULL!,53.994744,0.20465,0.53
1,Rural,Distance band 18,3.900512,1.23755556,0
3,Semi-urban,#NULL!,49.09104,0.49405556,0.15
3,Semi-urban,Distance band 14,6.247064,0.35255,0
3,Semi-urban,#NULL!,5.412424,0.69786667,0.01
3,Semi-urban,#NULL!,31.8674,0.44321429,0
3,Semi-urban,#NULL!,57.023608,0.5196,0.1
3,Urban,#NULL!,37.359024,0.39415385,0
3,Urban,#NULL!,74.307576,0.2957,0.03
3,Urban,#NULL!,72.188072,0.23635294,0
3,Semi-urban,#NULL!,57.437992,0.58322222,0.04
3,Rural,#NULL!,37.15512,0.88189474,0.01
2,Rural,#NULL!,37.147288,0.86955556,0.3
1,Rural,#NULL!,28.956408,1.02642105,0.01
1,Semi-urban,#NULL!,37.147568,0.36309524,0.01
2,Semi-urban,#NULL!,60.64496,0.98473333,0.13
1,Rural,#NULL!,3.380184,0.52453333,0.07
2,Semi-urban,#NULL!,43.83904,0.691625,0.51
2,Rural,#NULL!,1.740056,0.4505625,0.02
1,Rural,#NULL!,73.486184,0.51555556,0
2,Semi-urban,Distance band 3,17.68848,0.3821,0.01
2,Semi-urban,Distance band 5,17.045608,0.97378571,0.05
2,Semi-urban,#NULL!,60.207256,0.54330769,0.06
3,Semi-urban,#NULL!,36.378536,0.70721429,0.01
3,Semi-urban,#NULL!,37.363552,0.58,0
3,Semi-urban,#NULL!,37.172168,0.88166667,0.01
3,Semi-urban,#NULL!,36.420504,2.23121429,0
3,Urban,Distance band 14,20.645928,1.12247368,0.08
3,Urban,Distance band 1,21.149408,0.66455,0.79
3,Urban,Distance band 17,8.328336,0.47035,0.08
3,Urban,#NULL!,29.073808,0.958625,0.1
3,Urban,#NULL!,54.016544,0.2357619,0
3,Urban,#NULL!,31.111408,0.31835,0
3,Urban,#NULL!,48.455856,0.479,0.05
3,Urban,#NULL!,54.00252,0.26105,0
3,Urban,#NULL!,57.542704,0.3253125,0
3,Urban,#NULL!,200.852432,0.28208333,0.01
3,Urban,Distance band 8,16.157216,0.35747368,0
3,Urban,Distance band 1,18.338504,0.55478947,0.01
3,Urban,#NULL!,159.311664,0.237,0.26
3,Urban,#NULL!,207.264856,0.22983333,0
3,Urban,#NULL!,55.819344,0.59306667,0
3,Urban,#NULL!,91.436248,0.4918,0.25
3,Urban,#NULL!,54.283216,0.55733333,0.04
3,Urban,#NULL!,37.187368,1.00085,0.01
3,Rural,Distance band 16,5.98652,0.45126316,0.02
2,Semi-urban,#NULL!,106.07824,0.2662381,0.01
3,Urban,#NULL!,37.20444,0.408125,0.04
3,Urban,#NULL!,34.48364,0.5414,0.01
1,Rural,#NULL!,37.156632,0.5528,0.05
3,Semi-urban,#NULL!,72.526816,0.461,0
3,Urban,#NULL!,105.561792,0.29110526,0.01
3,Urban,#NULL!,37.164912,0.609375,0.01
3,Urban,#NULL!,47.341752,0.18085,0.11
2,Semi-urban,#NULL!,5.52248,1.08505882,1.03
1,Rural,#NULL!,37.191608,0.37247619,0.02
3,Rural,#NULL!,30.09084,0.39261538,0.02
3,Urban,Distance band 7,9.647864,0.49911111,0.04
3,Semi-urban,#NULL!,72.496984,0.35894444,0.26
1,Semi-urban,Distance band 2,15.70192,0.43429412,0.28
3,Urban,#NULL!,39.430712,0.45975,0
3,Urban,#NULL!,37.491584,1.1454,0.1
3,Urban,#NULL!,37.050552,0.3402,0.02
2,Rural,Distance band 18,8.369344,0.3926875,0.75
1,Rural,#NULL!,3.816536,0.478,0.65
1,Rural,#NULL!,35.455248,0.66485,0
1,Rural,#NULL!,16.634272,1.5898,0.32
1,Rural,#NULL!,3.704976,0.38289474,0.02
3,Urban,#NULL!,31.65616,0.32755556,0.1
3,Urban,#NULL!,74.334408,0.48327778,0.08
1,Semi-urban,#NULL!,72.310728,0.62852941,0
,Rural,Distance band 1,3.11496,0.5752381,0.53
2,Semi-urban,Distance band 1,19.747968,1.11833333,0.02
1,Rural,#NULL!,3.41484,0.60482353,0.01
3,Urban,#NULL!,73.30216,0.8016,0.07
3,Urban,#NULL!,166.758912,0.15635294,0.06
3,Urban,#NULL!,93.778744,0.44657143,0.06
3,Urban,#NULL!,37.236872,0.40535714,0.01
3,Urban,#NULL!,28.420264,0.4661,0.01
2,Semi-urban,#NULL!,73.458088,0.20875,0
1,Rural,Distance band 19,3.270896,0.48725,0
2,Semi-urban,Distance band 9,13.458184,0.42609524,0.02
2,Semi-urban,#NULL!,59.333264,0.363,0
1,Rural,#NULL!,6.712544,1.51342857,0.15
3,Urban,#NULL!,207.845528,0.23071429,0.06
3,Urban,#NULL!,207.841672,0.22257143,0.45
1,Rural,#NULL!,5.863616,0.67027273,0.02
1,Rural,#NULL!,6.96324,0.47475,0.04
2,Semi-urban,#NULL!,32.94828,0.29285714,0.01
1,Rural,#NULL!,50.850088,0.39807692,0.03
1,Rural,#NULL!,74.228904,0.32183333,0
1,Rural,#NULL!,5.23476,0.78465,0.01
1,Rural,#NULL!,6.241368,0.77583333,0.04
3,Urban,#NULL!,209.886664,0.19288889,0
,Urban,#NULL!,72.563528,0.45505882,0.01
2,Semi-urban,#NULL!,60.545736,0.4617,0.03
1,Rural,Distance band 3,20.40828,0.3548,0.15
3,Urban,Distance band 14,14.044112,0.49235714,0.05
3,Rural,#NULL!,52.820584,0.73857143,0.02
3,Urban,#NULL!,48.238888,0.38595,0
3,Urban,#NULL!,37.38448,0.301375,0
3,Urban,#NULL!,67.556576,0.432,0
3,Urban,#NULL!,74.25032,0.9875,0.93
,Semi-urban,#NULL!,74.737928,0.198125,0
3,Urban,#NULL!,37.191792,1.3675,0
3,Urban,#NULL!,37.438928,0.44476471,0
,Urban,#NULL!,73.486176,0.39055,0
3,Urban,#NULL!,107.460968,0.1705,0
3,Semi-urban,#NULL!,209.704192,0.16044444,0
2,Rural,#NULL!,55.770552,0.497,0
3,Rural,#NULL!,204.978576,0.27441176,0
3,Rural,#NULL!,32.514624,0.93175,0.01
1,Rural,Distance band 1,19.410616,1.1728,0.69
,Semi-urban,#NULL!,37.183392,0.65138095,0
,Semi-urban,#NULL!,74.7352,0.204,0.01
2,Semi-urban,Distance band 5,13.87332,1.00676923,0
2,Semi-urban,Distance band 1,18.143904,0.42008333,0
2,Semi-urban,#NULL!,22.406912,0.66410526,0
3,Semi-urban,Distance band 6,19.549904,0.3815625,0.04
3,Rural,#NULL!,36.322528,0.49216667,0.16
3,Urban,Distance band 1,9.266912,0.46644444,0.08
3,Semi-urban,#NULL!,35.214024,0.43204762,0.01
3,Semi-urban,Distance band 13,3.74508,0.59,0.04
,Rural,#NULL!,43.348208,0.45317647,0.02
3,Semi-urban,#NULL!,40.336432,0.9059375,0.01
1,Rural,#NULL!,74.298416,0.458,0
1,Rural,#NULL!,31.633448,0.65075,0.23
3,Urban,#NULL!,50.472504,0.45971429,0.12
3,Urban,#NULL!,37.478032,0.38538095,0.01
2,Rural,#NULL!,3.477856,0.76005263,0.17
2,Semi-urban,Distance band 10,13.785784,0.68255,0
2,Semi-urban,#NULL!,74.329144,0.363625,0
3,Urban,#NULL!,70.4668,0.47016667,0
3,Urban,#NULL!,48.73228,0.40194118,0.01
3,Semi-urban,#NULL!,21.560992,0.95715,0.02
2,Rural,#NULL!,37.303056,0.58111111,0
1,Rural,#NULL!,2.741704,0.59680952,0.02
1,Rural,#NULL!,22.173336,0.48761111,0.18
1,Rural,#NULL!,2.798168,0.91815789,0.03
2,Semi-urban,Distance band 2,18.271008,0.37055,0
2,Semi-urban,Distance band 16,7.5248,0.51876923,0.12
2,Semi-urban,Distance band 5,12.66852,0.47894118,0
1,Rural,#NULL!,6.81332,1.5047,0.25
1,Rural,#NULL!,6.665472,0.30511111,0
1,Semi-urban,#NULL!,37.171952,0.40909524,0.07
1,Semi-urban,#NULL!,52.479512,0.2891,0.01
1,Rural,Distance band 20,7.367144,0.52286667,0.18
2,Rural,#NULL!,67.193624,0.42585,0.65
1,Rural,#NULL!,27.712464,0.36428571,0
2,Rural,#NULL!,2.995592,1.16263158,0.07
2,Semi-urban,#NULL!,65.411944,0.88119048,0.01
1,Rural,#NULL!,1.911336,0.37130769,0.63
1,Rural,#NULL!,6.77028,0.54694444,0.08
1,Rural,Distance band 16,5.738928,0.54984211,0.19
2,Rural,Distance band 16,11.521792,0.37071429,0.17
3,Urban,#NULL!,157.523296,0.29245,0
2,Urban,#NULL!,75.239144,0.32347619,0
2,Semi-urban,#NULL!,74.408656,1.14276923,0.08
3,Urban,#NULL!,27.861632,0.4588,2.99
3,Urban,#NULL!,37.153496,0.37485714,0.17
2,Semi-urban,#NULL!,105.730312,0.34881818,0.01
2,Semi-urban,Distance band 1,15.519376,0.76482353,0.01
1,Rural,#NULL!,42.756472,0.44638462,0.32
2,Semi-urban,Distance band 8,13.74224,0.35866667,0.01
3,Urban,Distance band 1,13.795288,0.36057143,0.14
2,Urban,#NULL!,106.027592,0.28689474,0
3,Semi-urban,#NULL!,37.120168,0.4238,0.23
3,Urban,#NULL!,54.013312,0.3001,0.06
1,Rural,Distance band 20,1.66692,0.74605882,0.04
1,Rural,#NULL!,42.948336,0.5980625,0.03
3,Urban,#NULL!,37.148968,0.7509375,0
3,Urban,#NULL!,50.480432,1.26531579,0.01
3,Urban,#NULL!,37.16288,0.36378947,0.16
3,Urban,#NULL!,72.528,0.46984211,0
3,Urban,Distance band 2,19.672528,1.00111111,0
3,Urban,#NULL!,103.288408,0.23433333,0.12
3,Urban,#NULL!,192.8148,0.7066,0.11
3,Urban,#NULL!,74.717568,0.346125,0
3,Urban,#NULL!,158.705912,0.31229412,0.01
3,Semi-urban,Distance band 2,14.249344,0.447625,0.01
3,Semi-urban,Distance band 2,13.924048,0.86889474,0.01
3,Semi-urban,Distance band 8,15.01136,0.6175,0.18
3,Urban,#NULL!,74.308984,0.786,0
3,Semi-urban,Distance band 8,11.087608,0.582,0.02
1,Rural,#NULL!,15.654392,0.4462,0
,Rural,Distance band 1,18.395952,0.41836364,0.2
3,Semi-urban,#NULL!,37.162904,0.74371429,0
3,Semi-urban,#NULL!,37.501864,0.3421,0
3,Semi-urban,#NULL!,206.10132,0.27515,0
3,Semi-urban,#NULL!,54.002328,0.257,0
3,Urban,Distance band 13,9.5982,0.38661905,0.07
3,Urban,Distance band 15,5.88708,0.3682,0
2,Semi-urban,#NULL!,301.553768,0.08295238,0.03
2,Semi-urban,Distance band 1,19.493728,0.7262,0.01
2,Semi-urban,#NULL!,60.058296,0.3842,0
3,Rural,#NULL!,28.394072,0.52985714,3.66
3,Semi-urban,Distance band 6,16.97712,0.64563636,0.28
3,Urban,#NULL!,37.166288,0.36238889,0
3,Urban,#NULL!,37.144744,0.95645455,0.05
3,Urban,#NULL!,31.875176,0.40082353,0.01
3,Urban,Distance band 18,1.595512,0.80321053,0.04
3,Urban,Distance band 1,9.05464,0.42785714,0.71
3,Urban,#NULL!,72.50664,0.3265,0.01
3,Urban,#NULL!,60.579296,0.29942105,0.01
3,Urban,#NULL!,159.043552,0.2702,0
3,Urban,#NULL!,72.537936,0.435875,0
3,Urban,#NULL!,37.17188,0.3012,0.01
3,Urban,#NULL!,105.652992,0.281,0.04
3,Rural,#NULL!,51.11544,0.70026667,0.01
1,Semi-urban,Distance band 6,13.55992,1.35871429,0.15
1,Rural,Distance band 1,18.841336,0.41252381,0
3,Urban,#NULL!,74.31388,0.34266667,0
3,Urban,#NULL!,37.432208,1.24285714,0.01
3,Urban,#NULL!,37.177016,0.82988235,0.04
3,Urban,#NULL!,62.227992,0.44915789,0
3,Urban,#NULL!,62.185912,0.27745,0.04
3,Urban,#NULL!,72.982368,0.38755556,0
3,Urban,#NULL!,83.196432,5.51,0
3,Urban,#NULL!,60.696264,0.2922,0
3,Urban,#NULL!,37.184776,0.31252941,0.07
3,Urban,#NULL!,71.79204,0.33970588,0.09
3,Urban,#NULL!,29.405664,0.47317647,1.62
3,Urban,#NULL!,54.015992,0.702,0.29
3,Urban,#NULL!,37.159328,0.85585,0.07
3,Urban,#NULL!,37.177936,0.397,0.01
3,Urban,#NULL!,36.026088,0.639,0.82
3,Urban,#NULL!,37.1758,0.3952,0
3,Urban,Distance band 9,13.999936,0.80766667,0.44
3,Urban,#NULL!,69.376928,0.56842105,0.32
3,Urban,#NULL!,52.92572,1.5907,0.02
3,Urban,Distance band 19,5.633856,0.98425,0.08
3,Urban,Distance band 1,9.227816,0.69817647,0.02
3,Urban,#NULL!,144.8728,2.90127778,0.02
3,Urban,#NULL!,202.951544,0.48077778,0.16
3,Urban,Distance band 4,19.064536,0.42608333,0
3,Urban,#NULL!,96.898584,1.55978947,0
3,Urban,#NULL!,45.5136,0.6825,0.05
3,Urban,#NULL!,37.065152,0.4482,0.03
3,Urban,#NULL!,179.94244,0.34123077,0
3,Urban,#NULL!,58.39388,0.3353,0.02
3,Urban,#NULL!,74.31336,0.4492,0.04
3,Urban,#NULL!,50.159304,0.36911111,0
3,Urban,#NULL!,54.13124,0.86276471,0.01
3,Urban,#NULL!,36.805776,0.57970588,0.19
3,Urban,#NULL!,99.271096,2.27442857,0.12
3,Urban,#NULL!,28.483696,2.694,0.04
,Urban,#NULL!,37.150472,0.32842857,0.16
3,Urban,Distance band 10,15.362848,1.8240625,0.01
3,Urban,#NULL!,74.731904,0.3177,0
3,Urban,#NULL!,53.999168,0.27105556,0
3,Urban,#NULL!,45.519352,0.34725,0.02
3,Urban,#NULL!,37.180264,0.69655,0
3,Urban,#NULL!,54.701168,0.19216667,0
3,Urban,#NULL!,107.467976,0.20518182,0.05
3,Urban,Distance band 12,11.40892,0.2954,0
3,Semi-urban,Distance band 11,9.72568,0.79935714,0.06
3,Semi-urban,#NULL!,37.377544,0.42170588,0.03
3,Urban,Distance band 8,6.822992,0.45880952,0.13
3,Urban,#NULL!,74.728432,0.29875,0.01
3,Urban,#NULL!,37.462112,0.53594444,0
1,Rural,Distance band 15,2.064696,0.615,0.05
3,Urban,#NULL!,69.279352,0.35033333,0
3,Semi-urban,#NULL!,30.855864,0.63505882,0
3,Rural,#NULL!,21.008792,0.71488889,0.08
3,Rural,#NULL!,1.247576,0.70425,0.01
3,Urban,#NULL!,161.100536,0.29423529,0
3,Urban,#NULL!,201.729848,0.4761,0.15
