URBAN2,Nation,DL24hrmax,UL24hrmax,Latency24hr,Web24hr
3,Urban,7.784143622,1.0262244,21.3840485,1009.128685
3,Urban,37.11688104,9.317850016,18.87639816,276.1572101
3,Urban,36.75344081,8.452657726,20.33221598,259.2550258
2,Semi-urban,35.01803181,6.658981628,20.2353017,479.5120196
3,Urban,10.34130352,1.108561108,18.82941298,779.5020808
,Urban,36.58672167,7.390214753,21.47360284,330.2321316
1,Semi-urban,74.08162636,18.55642603,17.73552632,415.7224544
1,Rural,5.719094898,0.353921262,44.40948864,990.9171619
3,Urban,11.71323994,0.848969175,36.10505769,734.0050071
1,Rural,1.699956822,0.461021143,42.3490486,3813.715722
1,Rural,6.623556,0.404908168,49.33008947,1322.687836
2,Rural,70.00815365,18.53522739,19.30902516,271.4836902
1,Semi-urban,33.47913966,7.885449983,20.32792346,309.3568773
,Urban,22.43773865,6.363466187,27.14781592,391.0945421
2,Semi-urban,5.538435117,0.299894445,46.25181857,1518.735616
2,Rural,37.15617855,5.675926625,22.35006313,274.0606055
3,Urban,53.71388579,13.95639458,24.42574897,334.8997771
3,Urban,12.91023844,1.005419969,23.27551652,397.4048358
3,Urban,51.08406778,18.19875774,23.59874043,552.1395364
2,Semi-urban,52.14460601,15.12489814,23.84759036,362.7165392
3,Urban,166.1869908,11.8518905,24.02919964,496.6953872
3,Urban,5.95165013,0.740045663,34.77959529,1422.894839
2,Urban,5.335441187,0.945651946,36.58855647,887.0423219
1,Semi-urban,27.70253467,1.91316673,22.61078378,555.5746612
1,Semi-urban,37.55700652,9.301842222,20.25749783,451.8406967
3,Urban,107.213982,5.923423558,22.62543582,285.6593224
3,Urban,72.9151269,18.31485849,20.89472379,414.3652389
1,Rural,6.81288795,0.42874243,39.49186303,759.5305195
3,Urban,37.09681006,9.283739677,18.42770671,263.3097975
3,Urban,36.29224411,9.289443758,18.63530213,490.0395776
3,Rural,9.945390666,0.95927397,21.86061351,1455.871566
1,Semi-urban,36.84312195,8.839832849,19.86302983,454.3598406
3,Rural,27.88937104,6.453420571,22.42831915,539.6699379
3,Semi-urban,2.080976293,0.468730424,40.34189496,3244.638081
2,Semi-urban,73.83552274,18.53888194,20.39995322,331.2450644
2,Rural,72.42361732,16.93463153,23.26193626,300.6495779
3,Urban,122.4502131,12.24226637,21.21666667,452.201212
1,Rural,59.80694658,16.1085637,19.03888527,443.491333
2,Urban,43.51893201,6.475336202,30.43099095,384.6075139
1,Rural,63.78362623,16.79205586,21.71043972,461.1690303
3,Urban,37.15392753,8.677129692,18.98850994,269.6358252
3,Urban,19.0040481,1.559009367,22.6082156,612.6006543
2,Semi-urban,8.24604982,0.79983588,37.42189778,1039.445688
2,Semi-urban,37.07852234,9.484059756,19.64773832,275.7735916
2,Rural,69.62781686,18.60959438,20.34578391,502.2058325
2,Semi-urban,36.67946833,6.265536778,30.16211318,613.9522013
1,Rural,35.61309278,6.592329756,24.40979374,300.2998249
3,Urban,3.723595166,0.669751679,35.76044855,1357.111828
3,Semi-urban,16.33852139,0.82174481,29.89018999,765.1493043
3,Urban,42.54924006,11.25248129,26.59455894,351.721248
3,Semi-urban,8.140516654,0.883121855,29.86769936,884.6590733
3,Rural,74.02453639,17.06923845,14.09727286,179.05849
1,Rural,4.931519564,0.379118287,38.92845591,1411.94305
3,Urban,130.3474833,12.24819786,23.13530901,312.6426209
3,Urban,36.23654977,9.235773027,15.13947092,282.6455277
3,Urban,37.21464583,9.442664295,18.78162553,244.9768607
3,Rural,4.077394351,0.870703081,31.94641582,1297.986005
3,Semi-urban,36.96190306,9.281281914,18.69296302,256.5023759
3,Rural,36.68127548,9.310189,18.37108951,256.5785908
1,Rural,0.495162147,0.460991142,39.25700637,7658.861752
1,Rural,2.418036166,0.394069684,40.93447558,1623.45076
3,Urban,67.43637034,17.62263431,9.69707244,193.1020583
3,Semi-urban,23.98704932,6.400826134,14.8146085,257.7702154
,Semi-urban,101.7978283,6.124507083,13.47298558,259.8296954
2,Semi-urban,17.46776433,1.08357421,14.21793038,592.2393173
1,Rural,5.609112281,0.794147781,34.20913798,1636.656472
,Semi-urban,90.58851033,20.71775912,6.87780321,234.0369318
2,Semi-urban,116.8783198,12.00356909,14.14536052,270.8821431
2,Semi-urban,101.7142336,11.43425509,13.04031544,235.5748093
2,Semi-urban,35.77973277,8.306453206,11.71811222,201.7914813
2,Semi-urban,1.713354103,0.40591872,20.33926232,3580.67482
2,Semi-urban,84.47646952,11.45130557,13.82710335,265.5065775
3,Urban,4.44660505,0.971452353,18.97352125,1025.05359
3,Urban,71.41956449,17.26335754,13.41036111,303.7797941
2,Urban,47.95593463,18.15721029,12.3392515,299.5313772
3,Urban,103.4818312,6.243360905,13.02010893,259.2296815
2,Rural,36.0173473,9.38621813,12.97653846,301.5614977
2,Semi-urban,16.78222742,0.983073662,28.57034807,460.3013333
2,Rural,1.780301604,0.481563613,40.42995385,3303.87542
1,Semi-urban,65.51986547,18.5605272,21.46122365,293.7257792
3,Semi-urban,24.68640649,9.231715038,17.85581637,288.4498468
1,Semi-urban,32.14241453,18.4829909,22.54861424,356.8786082
3,Urban,58.75219553,16.78735954,10.30891489,165.5888361
1,Rural,70.97438305,18.23045615,11.70399795,296.654953
3,Urban,35.74049023,8.238039026,9.17658689,201.6377343
3,Rural,55.55182231,18.57643975,19.60105106,344.0305782
3,Urban,30.6559652,6.730032919,15.12668017,271.554185
3,Urban,103.5581907,5.807827987,15.03983552,213.2169938
3,Urban,54.88231445,18.34876223,11.78015706,348.4196916
3,Urban,6.426363528,0.747346082,38.29415506,946.3204185
3,Urban,200.4608203,12.07469201,13.29219594,209.3168552
3,Urban,45.72625288,14.39505002,12.58610922,355.5325044
3,Urban,66.53850774,16.9929782,13.23874043,342.8965252
3,Urban,36.97931611,9.245973773,11.49039252,193.9913202
3,Urban,105.8370324,6.003282265,12.84739255,324.592249
2,Rural,74.06135647,16.93329185,12.89205,346.6003237
2,Semi-urban,70.95357844,18.57877005,17.96698291,261.7908228
3,Urban,23.13134028,5.307926294,12.99227983,249.9915214
3,Urban,36.95910101,9.266657479,12.94521591,211.6939844
3,Urban,59.96724756,17.68687249,11.79247727,371.6104985
3,Urban,126.5631264,12.16736701,15.71039685,526.8256825
3,Urban,37.16624733,1.854333954,11.86763262,407.6412646
3,Urban,105.8144367,6.177945786,13.62812774,249.8940544
3,Urban,194.3757025,12.27976011,11.94191352,228.7222885
3,Urban,37.14489848,9.285281522,12.30349504,212.4380441
1,Rural,65.28340078,15.96133706,9.67587892,413.9462708
3,Urban,60.3283958,12.65997273,12.02240057,353.1630627
3,Urban,66.56880091,17.04898232,14.13168383,367.4572476
3,Urban,22.36542905,4.217331609,14.61445803,293.2725151
3,Urban,74.12026242,18.72468374,14.50784593,359.4630448
3,Urban,22.72140607,8.073556585,16.32044286,544.974173
3,Urban,156.5548601,12.24163708,13.34848927,383.2410692
3,Rural,36.79706585,8.50856204,13.12483784,428.9620792
3,Semi-urban,15.89373443,1.090139526,12.69270413,806.2162963
3,Semi-urban,36.56120819,9.20883269,13.50120313,286.5665118
3,Semi-urban,36.93175525,9.561183727,12.81585735,436.164192
3,Urban,37.06773617,9.27267438,14.51757557,229.3508891
3,Urban,2.258999304,0.542250838,34.94592068,1791.4656
3,Urban,72.17875363,18.57139801,11.77208286,192.4338714
3,Urban,71.47200798,18.87640242,11.87368458,206.6870922
3,Urban,13.79557145,0.94483807,13.58196229,362.1811138
3,Rural,2.249150106,0.545576162,36.65189244,4082.892409
,Urban,5.390098194,0.877238102,12.82809346,1370.774055
3,Semi-urban,34.23163191,9.003093558,14.54755937,311.5771645
3,Semi-urban,36.15458776,9.2568021,14.82553191,292.6159823
3,Urban,8.00159153,1.045765349,32.56547421,1086.793167
3,Urban,48.14309124,16.91036344,10.92651923,340.981746
3,Urban,36.49686705,8.375391528,14.37908794,267.1118181
3,Urban,64.78950274,18.07659387,11.29040909,364.7460558
3,Semi-urban,37.01240938,1.846672277,13.3634359,212.5215768
3,Urban,37.00703237,9.24635269,11.36619007,421.5859364
3,Urban,37.28601127,9.387098118,10.2041209,236.4915122
3,Urban,51.39124805,15.02769496,13.11975071,521.2506874
3,Urban,72.59959192,18.29623645,14.25673892,303.7951592
3,Urban,36.90794238,9.269934239,12.77104086,212.9673838
3,Urban,35.96706038,18.88796286,18.10593363,675.8415968
2,Semi-urban,56.87261305,17.07437114,18.85801238,249.5838834
3,Urban,37.20190874,9.319735858,11.79329504,421.192285
3,Urban,148.1895733,11.81835564,13.18680258,731.5913745
3,Urban,11.60690896,0.783607106,12.64713199,822.6109526
3,Urban,196.1156449,12.31915633,14.68651613,230.8210664
3,Urban,167.816296,11.59344891,14.43042796,319.7592627
3,Urban,5.242145701,0.650666805,26.86576744,793.739474
3,Semi-urban,49.71613587,18.55745597,14.86965248,287.2861399
3,Urban,68.64948621,14.56827776,13.58660967,428.8706513
3,Rural,36.8797823,1.718945476,17.66246856,460.207084
3,Urban,28.17634158,5.568480161,11.54891155,226.0083199
3,Urban,50.61593262,2.972819091,15.41890134,291.5777328
3,Urban,73.71549859,18.56810354,11.09958865,179.2643222
3,Semi-urban,67.63558007,18.09918955,14.51439628,393.4246166
3,Semi-urban,36.9670096,9.30932048,15.32781445,445.4810258
3,Semi-urban,22.94153967,3.982805983,13.48461069,289.3675221
