URBAN2,Nation,DL24hrmax,UL24hrmax,Latency24hr,Web24hr
3,Semi-urban,65.44221503,18.52849078,13.36968414,184.0868085
3,Urban,69.7350403,16.94190637,20.37077969,266.578804
3,Urban,43.54353513,9.484959951,12.57517765,363.2675721
3,Urban,34.65874528,9.333450857,11.79748011,245.6097751
3,Semi-urban,67.54565217,18.55948867,11.55304389,307.2603856
1,Rural,6.05825375,0.891370104,19.74030952,665.5664725
3,Urban,36.71948766,9.313805858,19.1161933,281.2172343
3,Urban,54.03501937,18.29245847,15.1650766,211.7549197
3,Urban,58.54590698,18.56613291,11.88263948,199.5026084
3,Urban,29.41784225,1.900596846,28.25228035,598.8958911
2,Semi-urban,36.60696297,1.865421649,18.94786981,268.8849381
1,Semi-urban,58.89583939,18.53341129,23.58919286,317.1499929
3,Semi-urban,37.25193263,1.696828666,14.80811808,212.4878302
3,Semi-urban,73.37058067,16.9300312,13.39617037,216.0583737
3,Urban,9.475678622,0.88884619,21.47763419,801.1765088
3,Urban,9.836308318,0.860253273,27.86281986,1001.436106
3,Urban,53.15943303,17.63225616,20.24151159,254.3688887
3,Urban,60.02060014,6.12420217,17.65428413,305.0069139
3,Urban,55.50571118,11.95917931,16.39989971,299.103126
3,Urban,24.36485198,4.636787194,20.65028187,336.4860365
3,Urban,9.405139594,5.272456214,15.72226233,758.1658452
3,Semi-urban,72.61532675,18.55658758,14.4229773,214.529478
3,Urban,11.5325153,0.843055123,19.80933136,759.7213657
3,Urban,67.68588624,16.91893189,13.30636895,397.5329098
3,Urban,40.9036351,7.485786418,13.71128283,367.7643324
3,Urban,47.95340924,8.447807516,15.68099717,216.7504366
3,Urban,8.889252606,0.908119382,13.14618919,832.5426118
3,Urban,200.5272528,12.26407173,16.74973714,273.2404477
3,Urban,4.457810418,0.569404244,19.06675796,1503.631796
3,Urban,155.6398605,12.28562432,17.01292823,279.0635058
3,Urban,18.76156886,1.087239588,23.86540767,601.3325263
3,Urban,36.91097055,9.274113162,15.44786809,267.3692344
3,Urban,28.4341915,5.734507969,15.05761063,273.117918
1,Rural,6.154475514,0.331035294,31.06879801,1542.887583
1,Rural,5.91093537,0.372072186,29.27030482,758.812183
3,Urban,36.92010657,7.534566427,14.07313788,215.8711368
3,Urban,49.66765986,14.06079854,23.76180456,284.3929096
3,Urban,44.32898596,7.013262515,16.66250761,622.8353138
3,Semi-urban,12.50503776,0.879630127,28.99224272,539.3393533
1,Rural,2.151791224,0.678971435,37.43566598,3061.83604
3,Urban,45.55273073,16.36446203,5.99847466,162.4051463
3,Urban,73.62246952,16.95953614,6.58537679,186.2135046
3,Urban,37.11211988,9.299043343,7.13632955,166.6675988
3,Urban,3.331926844,0.723262442,20.80733903,1348.572328
2,Urban,59.21660506,17.37858146,8.61901659,496.5040257
3,Urban,60.17854167,16.9528569,7.19124923,150.3423072
3,Urban,62.1730738,16.94456688,6.96822384,164.159607
3,Urban,36.98982208,7.337911895,7.25589577,161.6317533
3,Urban,29.14301477,5.679938423,8.5927078,520.1390048
3,Urban,16.76598769,2.168631704,7.08752878,471.0251595
2,Semi-urban,5.291849444,0.908416911,20.78600615,785.713864
3,Urban,57.47306746,18.52061677,7.42045923,142.8263243
3,Semi-urban,36.96589413,8.428558024,7.50363613,182.2523386
3,Rural,16.66341514,0.516278774,17.72528114,594.8293231
3,Urban,68.33726768,18.57733228,6.10829929,239.9717565
3,Semi-urban,36.19239727,9.317818281,6.44990196,159.9850047
3,Urban,131.9231049,11.82800609,13.47391857,262.784789
3,Urban,30.55217079,9.80730161,14.75488402,234.4659982
2,Semi-urban,36.226266,11.08365647,8.08479516,166.695029
2,Semi-urban,4.120477438,0.729359581,33.46157278,1078.133268
2,Semi-urban,32.89692524,7.006635319,21.54299004,279.4550161
3,Urban,40.43276399,16.16928896,9.42389255,168.9480529
3,Urban,18.46275408,0.94013481,18.78400897,364.4545201
3,Urban,61.33589122,18.2274654,10.2834834,258.8564976
3,Rural,29.73035842,8.946558304,15.31298716,244.2835339
3,Rural,19.90480573,2.754720317,8.28871671,260.5551302
3,Semi-urban,65.9579506,18.58502808,8.13269282,136.7945955
3,Urban,9.105907804,0.67354841,23.53480453,504.8475633
1,Semi-urban,11.95195915,1.036929212,9.72822443,375.7043627
3,Urban,15.60889693,0.888189425,10.35892482,297.0335157
3,Urban,37.27324158,9.392873452,7.65266857,243.4383702
3,Urban,35.34380333,8.279268774,13.24882714,258.2321894
3,Urban,185.527177,12.23170588,21.04192923,339.6404778
3,Urban,123.2743452,9.606911442,18.15994375,313.1952752
3,Urban,53.11900029,3.162439928,16.25585813,266.4148333
3,Urban,183.8088935,12.10368203,14.64994879,264.7038892
1,Semi-urban,18.72806036,0.954668979,19.23669801,331.0146824
1,Semi-urban,36.56164469,18.5638762,16.42685533,245.0143328
1,Semi-urban,8.696385949,0.890646951,22.29176395,581.7442504
2,Semi-urban,35.83358207,9.339758738,9.44222697,340.8522883
2,Semi-urban,73.01151989,18.5830589,6.21586809,168.3605041
2,Semi-urban,34.65641951,9.259298459,22.64161472,335.5996697
3,Urban,71.562604,18.54555764,7.60550284,142.9455765
3,Urban,6.10142745,0.886261009,9.45998444,1124.279695
3,Urban,44.50150141,3.022752806,11.16060725,233.6379431
3,Urban,104.4368924,5.961503246,10.04206543,191.1519928
3,Semi-urban,15.61686377,0.815295862,16.23819061,439.5983899
3,Urban,148.6758319,11.95727687,8.62908955,164.1807562
3,Urban,35.3618107,5.956047395,5.60288369,176.0820089
3,Urban,27.66882912,1.842203633,8.06106424,190.3396806
3,Urban,34.64530919,9.26920422,7.67906073,177.3822906
3,Urban,34.88668907,9.289733076,7.52968551,182.8776327
3,Urban,37.30390414,9.314697166,6.70378663,249.6609192
3,Urban,12.61029888,1.029940448,13.43546569,766.6710435
3,Urban,30.1619576,1.858188967,15.36485674,247.9635475
2,Semi-urban,58.3166689,17.74425383,11.64778827,190.2918
3,Urban,33.57459802,9.221118135,18.57462475,284.0239874
3,Urban,37.09187093,9.278854709,9.99046515,273.5705163
1,Rural,11.46410485,1.0049504,22.78156757,444.4054979
3,Rural,207.4582041,12.22219769,14.23409247,221.906218
3,Urban,22.83110868,3.410278203,9.12378088,255.8628222
2,Semi-urban,12.24466404,0.828240768,21.21497017,712.2509667
2,Semi-urban,35.3963622,12.10025718,17.3539915,283.457331
3,Urban,70.96896317,18.58716826,11.27433476,166.3309456
3,Urban,5.370899483,0.764940122,17.45721986,801.5242993
3,Urban,33.415507,8.689841973,19.18280993,272.5695249
3,Semi-urban,52.08205735,14.84303839,19.18862926,321.7195629
2,Rural,3.919671042,0.797994026,32.53143047,1120.016777
1,Rural,5.420365415,0.121767379,29.05787814,1890.404579
3,Semi-urban,1.690294862,0.517123421,25.89433807,2442.104163
3,Semi-urban,32.25546988,6.890222643,10.19850505,204.0777758
2,Semi-urban,14.72925193,1.021548459,10.2093675,315.8374196
3,Urban,36.28666809,9.266793864,11.24963016,437.747408
3,Urban,56.67102205,15.38930971,21.22536957,349.0588815
3,Urban,1.683897364,0.765221424,28.64116028,2028.481897
3,Urban,37.06281519,9.2731896,6.24848069,395.7479425
3,Urban,59.57863321,18.64216652,10.86669362,168.2145611
3,Urban,15.48188556,3.46282007,28.19580702,412.3501818
3,Urban,39.13530485,2.799616736,14.78150498,361.1435428
3,Urban,8.640864364,0.831455177,23.52384473,922.0651683
3,Urban,14.21927691,0.773854277,34.91484857,504.3490189
,Semi-urban,44.39400195,8.08257913,14.31184024,388.1122832
3,Urban,10.43108084,0.878860306,19.81123033,458.0844231
3,Urban,64.11514184,18.55013387,13.8612093,418.1693536
3,Urban,73.7708283,18.26042238,14.15564403,411.3200873
3,Urban,37.20633738,1.849760598,11.04084943,418.8278945
1,Rural,15.03827551,0.80704265,26.28388114,422.5932334
3,Urban,152.701992,11.81502699,11.5061736,176.2579754
3,Urban,61.56542567,2.871954476,11.85985743,249.5754009
3,Urban,71.5254759,4.985770101,18.10507634,372.8374394
3,Urban,53.42405201,2.941844332,17.10870526,273.6900909
3,Rural,14.66078025,0.868531624,22.03884091,452.8797986
3,Rural,36.82036008,8.922142095,9.79696313,312.9855718
3,Rural,29.46946728,5.897907771,11.38953362,216.8183755
1,Rural,6.190116037,0.482775692,39.37838609,837.456756
3,Urban,54.36433856,18.29114711,17.28352222,290.176641
3,Urban,182.2539332,12.26743408,13.23949006,221.7090385
3,Urban,73.62515892,18.5683843,12.00856933,219.1859237
3,Urban,73.60108682,18.55313132,10.97606092,291.5461875
3,Urban,52.64332848,3.143463,14.51391824,248.8595424
,Urban,2.06647449,0.97851442,13.2943494,1838.684666
1,Rural,12.13221394,0.926868669,21.85211631,424.6029518
1,Rural,11.00319654,1.004945923,19.43453896,647.5012424
3,Rural,36.44506693,6.938878847,11.6178966,207.4230796
1,Semi-urban,17.80167713,1.058115884,8.69015319,738.3083773
2,Semi-urban,16.44312,1.082969143,15.62237762,327.3297574
3,Urban,191.4317664,11.15547057,14.98320246,280.8000288
3,Urban,9.615438685,1.007616639,24.78344844,512.7510628
3,Urban,36.83749459,9.042472912,9.34439972,194.4020654
3,Urban,35.94867184,9.122522118,17.76405097,396.0060775
3,Urban,38.31096332,3.015014082,14.53053247,320.598572
2,Semi-urban,71.14763453,18.57796031,10.84340199,152.9486398
3,Urban,12.20682568,3.019509126,16.83478775,526.8976928
1,Semi-urban,105.2782366,5.999467539,11.39606571,168.9583832
3,Urban,7.106551729,1.059142806,15.15981006,1062.108392
3,Urban,54.31548198,17.46045696,17.59301493,251.6032247
3,Urban,66.76332355,15.88418096,18.75892192,231.4012565
2,Semi-urban,62.53613929,18.57949795,25.73905747,328.8251543
3,Urban,106.5245279,6.014804934,13.64151489,212.0081689
3,Urban,62.1249471,16.95049257,9.93139372,172.8261327
3,Urban,4.98817391,0.733522875,37.74114088,940.8069401
3,Urban,71.72393041,16.90145671,13.56294894,189.8833118
3,Semi-urban,16.43383078,1.11244064,11.00264113,650.6716025
3,Rural,37.33834185,9.399489116,10.0803926,252.7941081
3,Rural,64.80004332,18.55847049,19.69009247,237.9006473
3,Urban,28.08325895,4.687455345,14.43540993,223.2286204
3,Rural,24.4413143,1.83330895,13.99270455,248.1557671
3,Urban,36.73364406,5.77730977,12.67465036,221.467076
3,Urban,74.07367139,18.5729779,12.04522638,179.5263696
3,Urban,54.67351245,15.86398655,12.7597429,246.3330774
1,Rural,15.08280907,1.05245575,14.59291064,333.8541498
2,Semi-urban,14.91490622,0.980120137,15.34188567,372.68971
3,Urban,26.64024642,6.164102583,13.91994468,235.2921128
3,Urban,69.71060537,18.5532503,14.03537209,376.9298806
3,Semi-urban,34.39546354,1.645981148,15.29148345,222.0286786
3,Semi-urban,4.074692866,0.748833788,32.24268466,1764.35233
1,Rural,3.000093486,0.278131778,39.09493995,3074.849411
3,Urban,36.94305568,9.286666236,11.14014314,210.0358231
3,Urban,36.86586653,8.820276054,11.80149239,199.0828232
3,Semi-urban,2.95324563,0.673104413,33.3809833,1581.683276
3,Urban,63.76159681,16.91631661,6.23359661,157.9450398
3,Urban,58.19068132,15.68291984,8.92259033,176.9572123
3,Urban,151.6421634,12.18532667,10.26681106,192.2002144
3,Urban,73.65085907,18.57005034,14.63902075,879.5770739
3,Urban,6.501570746,0.880981491,11.33513267,1141.670141
3,Urban,53.91090651,2.994907732,10.2082753,173.0554846
3,Urban,37.19575571,9.37657317,6.95212203,270.408628
3,Urban,48.96882914,18.5578994,6.35892,303.9185936
3,Urban,37.30335208,9.435096597,5.52825143,256.7505615
3,Urban,126.5539674,9.446109395,12.95185669,271.8029948
3,Urban,95.68978718,6.015619439,10.26886305,201.8810912
3,Semi-urban,74.66920523,17.05945296,7.36471449,154.8510821
1,Semi-urban,41.69779032,14.84214331,27.61954054,362.2857838
3,Urban,7.448492158,0.58997973,40.81399219,1423.534235
3,Urban,36.95915899,1.679382605,26.75040514,530.1861224
3,Urban,69.1171252,18.50298781,25.87779574,358.2018903
3,Urban,54.65080663,3.303916095,21.57289,321.7292821
3,Urban,36.65766956,1.849813614,25.97343608,331.2518824
3,Rural,1.408543478,0.327485956,35.93339503,2741.06555
1,Rural,17.62138904,0.990027412,28.71220524,395.6652999
1,Semi-urban,19.12413748,1.070732849,29.19542857,381.6686244
3,Urban,33.18592871,3.152556658,13.55033725,268.3774262
3,Urban,24.00773619,5.617252227,9.76888872,259.5177033
3,Rural,39.99460773,8.406938909,9.99194051,180.7124592
3,Semi-urban,7.658785709,0.672244176,23.21981007,894.6662423
1,Rural,44.90018841,10.06268434,11.33034757,169.1480371
2,Semi-urban,28.46962633,7.35317281,34.39987191,484.494063
3,Urban,73.30898801,9.415544374,9.28622459,172.5098222
3,Urban,45.29514014,3.031072206,14.94731124,258.1077331
2,Urban,56.1297599,13.290932,9.32742948,157.235211
2,Urban,70.67030541,6.016578156,13.82217483,207.0533593
2,Semi-urban,69.77357143,17.03369055,17.06882128,205.1987504
3,Semi-urban,90.60853056,11.4211981,16.15714326,250.5749374
3,Urban,52.70102028,3.023546857,14.22726236,263.677393
3,Urban,47.71002948,3.076433683,13.71674062,246.1043449
3,Urban,58.84911719,6.125808978,14.83526128,264.4881115
3,Urban,57.00970938,18.49876073,17.31860113,227.1858121
3,Semi-urban,36.63424656,9.26320189,16.69827208,241.3456055
,Urban,37.23825863,9.56611783,19.00972093,228.3073242
2,Urban,6.967361056,0.818444926,33.71224217,818.7309105
1,Rural,10.99822503,1.038785944,13.10277589,401.0028282
2,Semi-urban,34.51861618,6.447556882,17.10817274,218.6215647
3,Semi-urban,56.73298976,18.5399278,16.06156618,246.5037292
1,Rural,4.013720896,0.728200465,25.55131737,1056.332818
3,Semi-urban,71.3670655,5.965988904,16.06583845,248.7610661
3,Urban,113.1859526,11.9569814,15.1507315,283.456099
1,Semi-urban,18.20014167,1.107209307,11.08395652,516.2114177
1,Semi-urban,56.46454198,17.50828402,14.67741193,195.6547827
3,Urban,26.34189545,4.645604578,20.17660426,405.8016236
3,Urban,5.4774272,0.665089622,29.69753276,1050.708457
3,Rural,15.21024358,0.49102587,29.48803976,612.7111064
1,Rural,4.937101342,0.401479335,34.81702083,941.5665877
3,Semi-urban,11.13102983,0.651484046,30.14918854,560.6375974
2,Rural,37.17646313,9.285890718,19.40655507,479.0518816
2,Semi-urban,7.414154609,0.876346553,37.60857542,1195.172822
1,Rural,6.374873,0.429959716,49.20833283,870.5460533
3,Semi-urban,37.30208384,9.497856693,13.69892113,230.3225337
3,Urban,72.80119483,16.83347699,14.65772443,196.4368217
3,Rural,37.31169487,1.856993524,15.77963456,228.7067644
3,Urban,2.423958092,0.377099449,36.08419875,1688.858627
3,Urban,1.599121638,0.663933318,38.75736296,2409.714175
3,Urban,73.11022042,16.94765832,14.88042837,298.0066012
3,Urban,37.36109689,9.40974095,13.713983,228.2400372
3,Semi-urban,2.248011466,0.714835586,34.31520703,2053.384742
3,Urban,35.23181976,8.437342707,16.93204913,251.2362997
3,Urban,47.33758202,14.3664722,16.80985816,229.3592006
3,Urban,69.66144531,18.57616176,13.71553874,174.5724221
3,Semi-urban,28.02444894,8.446895074,19.1140702,325.0229819
3,Semi-urban,3.345684662,0.387786555,20.40610256,1949.997297
3,Semi-urban,34.14472903,8.843105894,16.65706809,256.5244701
2,Rural,62.81632711,16.9614724,16.84855745,221.9185994
2,Semi-urban,12.61720131,0.950167573,31.12015232,483.5147855
2,Semi-urban,14.86294178,0.841292117,28.78015759,517.2281921
3,Semi-urban,67.0757933,5.733876,16.34334914,204.4110682
3,Urban,13.76703726,0.831604861,18.47883571,545.425372
3,Semi-urban,36.51180868,9.286290322,13.82733475,217.0270627
3,Urban,5.22975397,1.00646833,17.84411521,972.9548929
3,Semi-urban,36.40644064,2.084325701,24.17558381,294.0400304
3,Urban,37.01733085,8.469239759,14.93509063,219.3808777
3,Urban,0.756879364,0.615434395,37.81640407,3815.246343
2,Semi-urban,11.17643582,0.674885555,25.70306359,945.0913262
2,Rural,23.71068177,3.88587171,25.68368273,391.5073622
1,Rural,73.59950784,18.55929888,18.06871041,243.39577
1,Rural,8.283764874,0.954148942,30.62357286,580.1987438
2,Semi-urban,14.99621519,0.855688789,17.07955474,566.449087
2,Semi-urban,16.56925918,1.079356306,16.06287986,433.0740872
1,Rural,48.03868626,15.90612034,15.832925,218.3035941
3,Urban,183.3953802,12.54529304,18.76450835,293.6054898
3,Urban,100.6875439,6.03958749,18.42378313,286.4639321
3,Rural,35.16796133,8.859734611,16.03026847,220.74845
3,Urban,5.576352498,0.908035884,27.50376803,1095.660792
2,Rural,18.89325756,3.946256218,30.36371132,698.2227883
3,Urban,9.519817965,0.640828838,28.11506755,1039.01954
1,Rural,59.10271395,11.08315598,14.99664631,230.2026696
2,Semi-urban,52.70841194,16.96467435,12.92936312,187.2156298
3,Semi-urban,1.052838723,0.515711183,28.64443103,4076.085159
3,Urban,10.75185642,0.87398329,14.94916184,413.0870651
1,Semi-urban,9.707114,1.016922272,28.60884651,521.3705817
1,Semi-urban,33.50011915,1.865824696,17.67533143,314.1358745
3,Urban,53.24963214,3.000144146,17.08534944,323.7157143
3,Urban,72.00772637,18.17514938,14.20347541,288.0881119
3,Urban,106.9403839,5.986012907,16.86241435,298.6548712
3,Semi-urban,36.86280932,9.277210406,15.75122941,642.0124349
3,Urban,49.8355298,16.47972357,28.90359169,323.110129
3,Urban,36.15383013,4.617070152,21.3271704,287.3169335
3,Rural,36.31000658,9.106721863,11.55591371,180.8347219
1,Rural,34.88631395,7.658265135,18.3657203,385.8776858
3,Urban,107.2111789,6.261003121,16.28133183,272.5532295
3,Semi-urban,206.9963081,12.50424309,15.6911737,288.0942007
3,Semi-urban,204.0460748,12.24822674,23.16514723,315.7425706
3,Urban,94.13529189,6.014449409,14.77522586,201.1770016
3,Urban,147.5745132,11.51802874,17.30813759,226.0650712
3,Rural,161.1920289,12.18759769,15.2078892,256.4067186
3,Urban,138.6288901,11.48930237,16.62603665,316.0826346
3,Semi-urban,27.74686876,5.904569132,21.32297447,296.4222855
2,Rural,5.626070629,1.075397,27.86241714,1514.018557
3,Urban,106.764576,6.216431098,12.830275,236.6379275
1,Rural,37.35573664,9.410026923,12.75069602,232.5380158
3,Rural,73.45756919,18.57275767,10.69564553,205.6197626
2,Rural,36.83531469,8.410734594,10.07385755,200.6845765
1,Rural,1.617427287,0.394030425,23.36982642,2405.175271
3,Urban,141.0111006,12.21634985,13.89851761,222.3191037
3,Urban,183.0648588,12.15742709,14.88768852,247.121011
3,Urban,36.56614962,9.257237714,11.71411867,212.3238073
3,Urban,129.653049,11.01712989,14.58374388,215.8034251
3,Urban,14.06353685,0.855938738,21.54209415,596.4012808
3,Urban,90.31034763,6.020464677,9.8838467,227.1294831
3,Urban,52.07117648,16.97496762,6.6670767,216.1555974
3,Urban,36.66893283,1.926816462,5.90100862,350.1161741
3,Urban,8.251835914,1.342006067,15.10966476,558.1705814
3,Urban,34.97829293,9.21129202,18.58122837,278.2931696
3,Urban,16.82594256,1.051099404,14.8146074,338.6636409
3,Urban,67.58816852,16.92723479,7.65278775,159.0438528
3,Urban,68.27351014,18.47018142,13.11875563,221.3314143
3,Urban,66.0592333,18.5278199,7.64943372,146.3063352
3,Urban,64.8251473,3.242362482,9.03451454,173.9766787
3,Urban,56.07823596,18.54203661,14.8623944,207.9093123
3,Urban,60.32982496,16.94507914,7.14396176,144.6141312
3,Urban,61.2147499,18.96853891,7.91458665,256.4622204
3,Urban,15.05205202,1.113573751,5.69146154,678.0302864
3,Urban,45.40579995,7.237576524,5.39231152,154.4325352
,Urban,37.00721542,9.332819947,6.55126303,153.8538532
3,Urban,11.44959495,0.917665391,15.43435252,1087.90119
3,Urban,73.34133895,16.95944595,17.16715745,239.5869813
3,Urban,16.70866164,1.090876626,5.58653266,590.8567974
3,Urban,35.84375746,18.57587338,17.74826525,488.5002074
3,Urban,11.8305168,0.884654466,21.62921077,487.4597163
3,Urban,30.42224272,1.960325546,17.42632244,241.2149118
3,Urban,35.15266065,16.79374295,18.42269088,248.0099636
3,Urban,47.20516254,11.83270668,22.21121023,284.5309886
3,Urban,65.60945871,6.018668882,17.21074079,392.9318305
3,Urban,81.40139118,11.58392382,18.25015015,295.9616152
3,Urban,17.56264448,1.023204937,20.30682754,687.7797188
3,Urban,64.23804449,10.28114974,22.85661321,388.0830534
3,Urban,59.09613031,16.48034006,18.0097707,256.6856311
3,Urban,48.32523921,15.77691934,16.15056851,455.3446275
3,Semi-urban,29.66023745,2.136559238,27.14663948,567.0342718
3,Semi-urban,33.58990127,9.27625732,19.19608018,253.6580746
3,Semi-urban,2.402248166,0.680785704,34.28345892,2132.147906
3,Semi-urban,4.629851685,0.63335343,20.88724691,1653.536497
3,Rural,36.06688122,18.49173521,17.97667756,253.3042069
3,Urban,5.60763405,1.00139983,23.41778559,828.4709114
3,Urban,17.99646754,0.924820491,35.6120777,784.5634836
3,Urban,14.07915682,0.674362443,22.80135841,550.1638147
1,Rural,6.633936278,0.411974744,50.50570043,1314.275818
3,Semi-urban,41.23940216,9.40311793,25.55596623,329.5539032
1,Rural,6.559210093,0.410836186,41.44839372,1264.744531
3,Urban,36.92826973,8.462754932,20.70127376,286.9649118
,Urban,14.10796818,0.976295454,16.13298596,719.397588
3,Urban,68.50445508,11.81051349,17.61493304,246.8956909
2,Semi-urban,16.83835434,1.018995369,23.2194507,678.0866688
1,Semi-urban,68.19276925,18.54453389,25.77936364,351.8091768
1,Rural,0.636529482,0.585885647,23.4905104,5463.319051
1,Rural,16.44341368,1.111665682,21.19119651,674.2349647
2,Semi-urban,35.72908228,15.23158794,17.03865079,382.1747336
2,Rural,4.360723077,0.775308357,45.53913621,1149.475398
3,Semi-urban,3.686399322,0.337379911,28.60709762,1444.40168
3,Urban,16.99782239,0.98498855,24.68917949,956.5304978
3,Semi-urban,138.5007383,9.741969854,18.01161383,668.2412025
3,Semi-urban,5.513436295,0.830257154,20.43502252,1051.296
3,Urban,109.3955277,12.18781218,19.26463481,288.5739077
3,Urban,14.68600762,0.391063557,21.48712219,667.453225
3,Urban,73.3185328,18.67826547,15.8683341,365.2609945
3,Urban,150.6301731,11.88331663,18.47920213,300.6501256
3,Urban,155.606098,10.41513351,18.38710439,272.926607
3,Urban,3.046979447,0.613550312,49.35799416,1526.1147
3,Urban,23.29885394,5.360954442,18.0332451,277.6789667
3,Urban,37.0358629,8.374214364,16.56121013,440.3412064
3,Urban,37.05233438,8.921889027,16.28826984,234.3670706
3,Urban,68.9636032,6.117027417,18.94790317,285.4967483
3,Urban,14.65659544,0.829167295,24.31647424,794.4357374
3,Urban,72.27077957,18.62412818,22.02103622,261.905345
3,Urban,82.10828943,12.17857669,18.21651983,441.6621595
3,Urban,64.16847643,18.09509073,18.22102395,327.9865012
3,Urban,51.39692767,3.11673419,18.71262171,289.1387899
3,Urban,36.91418795,7.089647766,17.85123308,307.7504202
3,Rural,24.52284403,6.040550084,17.7016521,299.3748913
3,Urban,8.217523806,0.91502495,18.95495494,560.4394912
3,Urban,67.22360926,18.40531413,5.86200908,213.5804014
3,Urban,61.13205084,18.5742945,7.1685192,157.9233338
3,Urban,36.98833751,1.843915884,10.95355271,386.8450946
3,Urban,5.591654482,0.533095943,9.1792717,936.3510431
3,Urban,36.55325017,9.242426018,5.06297451,186.5177466
3,Urban,45.85797164,3.010117923,10.34200821,212.5621383
3,Urban,36.44589496,9.304841738,16.11598253,238.379827
3,Urban,31.17141785,12.21594704,12.52593382,266.5977948
3,Urban,71.05731659,18.92699224,16.60054814,243.3831043
3,Urban,53.45526069,3.027665003,14.2718191,219.71587
1,Rural,16.25485333,1.076194463,13.85923988,314.5875346
1,Rural,11.53709404,1.070929064,10.8981336,777.9869405
1,Rural,6.186969285,0.374316959,25.67690636,721.3053831
1,Rural,5.681430894,0.919726943,25.06970928,616.1528958
1,Rural,37.29259589,9.651193218,11.17055461,201.5919702
2,Semi-urban,35.91545143,9.241243441,12.84383988,282.8651662
1,Rural,17.11498708,3.811846853,23.70985532,367.6276965
2,Semi-urban,13.52364889,1.011296514,14.01002833,369.893434
2,Semi-urban,1.570939106,0.796242336,32.1742107,2238.658935
2,Rural,4.369191946,0.897364411,18.00798135,1151.753598
2,Semi-urban,7.932678915,0.841646773,23.77223613,1259.743075
2,Rural,4.522451282,0.799917952,32.63225183,1017.733221
3,Urban,49.29107088,3.143998486,14.08430948,235.9410315
1,Rural,6.454440094,0.805758533,17.36183073,1831.208876
,Semi-urban,3.08884165,0.58029361,46.5151236,2248.439289
3,Urban,6.766686336,0.97055781,16.43795735,1012.743
3,Urban,73.99996466,18.56613134,12.83093548,298.657526
1,Rural,2.284897555,0.391527165,48.80754135,1804.529034
3,Semi-urban,97.34888373,11.90443553,21.16177323,337.49259
3,Urban,192.2868832,12.2713813,18.07108602,267.0523469
3,Semi-urban,11.73143342,0.739687406,28.56756885,777.0302451
3,Semi-urban,39.72153633,14.27640868,26.424464,384.8040163
2,Semi-urban,6.048536989,0.933309058,29.24106818,1010.12462
3,Semi-urban,71.58560467,4.998077966,17.45370213,228.4686681
3,Urban,50.01389199,2.890117559,20.65912303,376.2004006
3,Semi-urban,2.497782823,0.614374314,37.70003021,1802.761565
3,Semi-urban,146.4958516,12.103206,18.8356681,305.5821708
3,Semi-urban,105.7198718,6.061049646,17.75945212,235.0143685
3,Semi-urban,92.15018493,12.02132753,20.16543849,324.3994348
,Semi-urban,2.015667429,0.49289347,37.75215912,3284.552444
3,Urban,36.38409349,9.249960253,16.94015616,227.1509006
3,Urban,4.254504831,0.971934919,36.12546186,1249.05989
3,Rural,9.596250074,1.0700609,16.81262658,797.3766615
3,Rural,2.89996503,0.488629928,18.5944943,2314.548198
3,Urban,3.678216823,0.870125334,21.96067978,1273.903209
3,Urban,43.49278324,4.01812761,16.18580142,239.2457911
1,Rural,2.836424155,0.512056519,40.63313853,2326.993119
1,Semi-urban,36.71730423,9.269257526,19.47040993,782.1896622
3,Urban,148.4693404,10.05747846,21.29398276,304.7585298
3,Urban,17.61825823,0.80435818,20.75094925,381.6627845
3,Urban,128.9025858,12.10865103,21.80808547,326.8081918
3,Urban,182.1540372,12.21390053,21.17937542,322.9345059
3,Urban,59.71595203,17.22521979,11.01769809,185.1360846
3,Urban,20.23652408,4.078371345,20.94827864,415.4079299
3,Urban,35.86635997,4.258874424,11.66856022,188.6891314
3,Urban,37.06268794,9.304593314,14.98666571,229.3386471
3,Urban,36.7955715,9.251937946,24.53979968,1682.613381
3,Urban,36.99370455,9.253150838,12.63995691,567.7464206
3,Urban,66.22677504,18.57667509,17.76721825,242.8861938
3,Urban,68.28876629,6.052310811,18.59902698,274.8706043
3,Urban,73.07764939,16.95004379,16.32607386,250.7542714
3,Urban,67.66521067,16.83758072,17.81864103,266.8527318
3,Urban,30.1815023,6.520519211,19.62697349,260.0313088
3,Urban,57.70742772,5.608923401,24.86718991,434.8211217
3,Urban,37.00078318,9.307900714,15.8794,246.0837025
3,Urban,175.3540477,12.27568136,19.54525179,415.6755734
3,Urban,70.04146594,18.54412979,16.87517832,204.2199515
3,Urban,204.5226674,12.33317491,19.18274236,309.2031956
3,Urban,36.88002756,9.324737004,14.49138704,232.9620037
3,Urban,15.64236172,0.930399253,21.85285879,387.5865252
3,Urban,71.99324747,18.53526187,15.97241004,212.1054323
3,Urban,36.40784904,9.260608427,16.5856623,260.6028088
3,Urban,107.2628103,5.974866866,20.54662406,254.1309659
3,Urban,106.8370989,5.948827678,18.70734529,244.5160377
3,Semi-urban,17.01666947,1.05963579,16.186525,634.1419798
3,Urban,67.49583494,16.96073719,17.18494602,217.9332423
3,Urban,31.1914398,3.014118934,23.24135268,569.8493188
3,Urban,64.8450573,12.58935564,18.03011014,226.1240896
3,Urban,72.48343321,18.49990049,16.03892949,236.6900901
