MarketClass,URBAN2,DL24hrmean,UL24hrmean,DNSRTT24hr,Latency24hr,Web24hr,iPlayerStartupDelay24hr
2,Semi-urban,14.99621519,0.855688789,21.64849955,17.07955474,566.449087,#NULL!
2,Semi-urban,16.56925918,1.079356306,20.29799755,16.06287986,433.0740872,#NULL!
1,Rural,48.03868626,15.90612034,20.69853536,15.832925,218.3035941,1239
3,Urban,183.3953802,12.54529304,21.40615789,18.76450835,293.6054898,760
3,Urban,100.6875439,6.03958749,17.81103862,18.42378313,286.4639321,867
3,Rural,35.16796133,8.859734611,20.99926894,16.03026847,220.74845,#NULL!
3,Urban,5.576352498,0.908035884,40.50953036,27.50376803,1095.660792,3493
2,Rural,18.89325756,3.946256218,31.93636414,30.36371132,698.2227883,3808
3,Urban,9.519817965,0.640828838,28.10245589,28.11506755,1039.01954,1950
1,Rural,59.10271395,11.08315598,14.72621777,14.99664631,230.2026696,#NULL!
2,Semi-urban,52.70841194,16.96467435,17.94294263,12.92936312,187.2156298,1122
3,Semi-urban,1.052838723,0.515711183,32.56004018,28.64443103,4076.085159,3551
3,Urban,10.75185642,0.87398329,19.12416852,14.94916184,413.0870651,#NULL!
1,Semi-urban,9.707114,1.016922272,33.68671336,28.60884651,521.3705817,#NULL!
1,Semi-urban,33.50011915,1.865824696,20.13862176,17.67533143,314.1358745,1310
3,Urban,53.24963214,3.000144146,17.7430493,17.08534944,323.7157143,#NULL!
3,Urban,72.00772637,18.17514938,18.29229704,14.20347541,288.0881119,1749
3,Urban,106.9403839,5.986012907,17.45619016,16.86241435,298.6548712,966
3,Semi-urban,36.86280932,9.277210406,17.95306279,15.75122941,642.0124349,2517
3,Urban,49.8355298,16.47972357,27.10477766,28.90359169,323.110129,1385
3,Urban,36.15383013,4.617070152,21.67667089,21.3271704,287.3169335,1337
3,Rural,36.31000658,9.106721863,16.08623348,11.55591371,180.8347219,#NULL!
1,Rural,34.88631395,7.658265135,23.39517855,18.3657203,385.8776858,#NULL!
3,Urban,107.2111789,6.261003121,16.8760407,16.28133183,272.5532295,740
3,Semi-urban,206.9963081,12.50424309,17.26168612,15.6911737,288.0942007,789
3,Semi-urban,204.0460748,12.24822674,22.86288622,23.16514723,315.7425706,1221
3,Urban,94.13529189,6.014449409,13.81951768,14.77522586,201.1770016,872
3,Urban,147.5745132,11.51802874,19.54685975,17.30813759,226.0650712,997
3,Rural,161.1920289,12.18759769,16.12077419,15.2078892,256.4067186,806
3,Urban,138.6288901,11.48930237,22.14909471,16.62603665,316.0826346,1377
3,Semi-urban,27.74686876,5.904569132,31.81274082,21.32297447,296.4222855,1383
2,Rural,5.626070629,1.075397,29.79604661,27.86241714,1514.018557,#NULL!
3,Urban,106.764576,6.216431098,14.7501407,12.830275,236.6379275,920
1,Rural,37.35573664,9.410026923,13.38837938,12.75069602,232.5380158,1151
3,Rural,73.45756919,18.57275767,15.45048572,10.69564553,205.6197626,1149
2,Rural,36.83531469,8.410734594,15.23006711,10.07385755,200.6845765,1219
1,Rural,1.617427287,0.394030425,27.77456533,23.36982642,2405.175271,4375
3,Urban,141.0111006,12.21634985,14.34636596,13.89851761,222.3191037,682
3,Urban,183.0648588,12.15742709,14.59631731,14.88768852,247.121011,705
3,Urban,36.56614962,9.257237714,12.75806218,11.71411867,212.3238073,#NULL!
3,Urban,129.653049,11.01712989,19.74712186,14.58374388,215.8034251,1050
3,Urban,14.06353685,0.855938738,23.37062674,21.54209415,596.4012808,3850
3,Urban,90.31034763,6.020464677,11.95397245,9.8838467,227.1294831,899
3,Urban,52.07117648,16.97496762,11.30523719,6.6670767,216.1555974,1764
3,Urban,36.66893283,1.926816462,9.43980475,5.90100862,350.1161741,1888
3,Urban,8.251835914,1.342006067,19.5625677,15.10966476,558.1705814,3922
3,Urban,34.97829293,9.21129202,21.34937943,18.58122837,278.2931696,1401
3,Urban,16.82594256,1.051099404,20.65441971,14.8146074,338.6636409,#NULL!
3,Urban,67.58816852,16.92723479,8.95130337,7.65278775,159.0438528,937
3,Urban,68.27351014,18.47018142,16.34394645,13.11875563,221.3314143,#NULL!
3,Urban,66.0592333,18.5278199,12.20474163,7.64943372,146.3063352,730
3,Urban,64.8251473,3.242362482,9.21023585,9.03451454,173.9766787,#NULL!
3,Urban,56.07823596,18.54203661,18.72867508,14.8623944,207.9093123,955
3,Urban,60.32982496,16.94507914,12.08103344,7.14396176,144.6141312,818
3,Urban,61.2147499,18.96853891,10.88445962,7.91458665,256.4622204,1806
3,Urban,15.05205202,1.113573751,10.7778074,5.69146154,678.0302864,#NULL!
3,Urban,45.40579995,7.237576524,10.49657164,5.39231152,154.4325352,#NULL!
,Urban,37.00721542,9.332819947,11.47551314,6.55126303,153.8538532,#NULL!
3,Urban,11.44959495,0.917665391,18.96955033,15.43435252,1087.90119,1781
3,Urban,73.34133895,16.95944595,20.62064491,17.16715745,239.5869813,1202
3,Urban,16.70866164,1.090876626,7.39174645,5.58653266,590.8567974,2018
3,Urban,35.84375746,18.57587338,22.92067757,17.74826525,488.5002074,#NULL!
3,Urban,11.8305168,0.884654466,26.80853531,21.62921077,487.4597163,2037
3,Urban,30.42224272,1.960325546,15.24856102,17.42632244,241.2149118,1109
3,Urban,35.15266065,16.79374295,22.6221539,18.42269088,248.0099636,1088
3,Urban,47.20516254,11.83270668,18.51993708,22.21121023,284.5309886,1320
3,Urban,65.60945871,6.018668882,13.1230556,17.21074079,392.9318305,881
3,Urban,81.40139118,11.58392382,15.81926012,18.25015015,295.9616152,797
3,Urban,17.56264448,1.023204937,24.78541982,20.30682754,687.7797188,2791
3,Urban,64.23804449,10.28114974,29.78531303,22.85661321,388.0830534,1550
3,Urban,59.09613031,16.48034006,22.85393328,18.0097707,256.6856311,1175
3,Urban,48.32523921,15.77691934,13.04574331,16.15056851,455.3446275,1006
3,Semi-urban,29.66023745,2.136559238,24.29809975,27.14663948,567.0342718,1363
3,Semi-urban,33.58990127,9.27625732,23.85560168,19.19608018,253.6580746,1269
3,Semi-urban,2.402248166,0.680785704,38.31060738,34.28345892,2132.147906,4246
3,Semi-urban,4.629851685,0.63335343,29.2215471,20.88724691,1653.536497,#NULL!
3,Rural,36.06688122,18.49173521,21.65045639,17.97667756,253.3042069,#NULL!
3,Urban,5.60763405,1.00139983,26.50431373,23.41778559,828.4709114,3220
3,Urban,17.99646754,0.924820491,39.83847635,35.6120777,784.5634836,#NULL!
3,Urban,14.07915682,0.674362443,30.87059907,22.80135841,550.1638147,#NULL!
1,Rural,6.633936278,0.411974744,51.68624853,50.50570043,1314.275818,#NULL!
3,Semi-urban,41.23940216,9.40311793,31.08630851,25.55596623,329.5539032,1440
1,Rural,6.559210093,0.410836186,46.64575476,41.44839372,1264.744531,#NULL!
3,Urban,36.92826973,8.462754932,26.19356956,20.70127376,286.9649118,1443
,Urban,14.10796818,0.976295454,22.14457,16.13298596,719.397588,2859
3,Urban,68.50445508,11.81051349,19.14852202,17.61493304,246.8956909,1012
2,Semi-urban,16.83835434,1.018995369,32.97787493,23.2194507,678.0866688,#NULL!
1,Semi-urban,68.19276925,18.54453389,29.35115925,25.77936364,351.8091768,2477
1,Rural,0.636529482,0.585885647,31.46620905,23.4905104,5463.319051,8514
1,Rural,16.44341368,1.111665682,21.53186616,21.19119651,674.2349647,#NULL!
2,Semi-urban,35.72908228,15.23158794,21.38929391,17.03865079,382.1747336,#NULL!
2,Rural,4.360723077,0.775308357,59.40431246,45.53913621,1149.475398,3738
3,Semi-urban,3.686399322,0.337379911,35.99550618,28.60709762,1444.40168,3126
3,Urban,16.99782239,0.98498855,26.29613119,24.68917949,956.5304978,3159
3,Semi-urban,138.5007383,9.741969854,15.03310137,18.01161383,668.2412025,2203
3,Semi-urban,5.513436295,0.830257154,26.8317387,20.43502252,1051.296,3440
3,Urban,109.3955277,12.18781218,15.66644306,19.26463481,288.5739077,858
3,Urban,14.68600762,0.391063557,24.43025406,21.48712219,667.453225,1840
3,Urban,73.3185328,18.67826547,18.76030978,15.8683341,365.2609945,931
3,Urban,150.6301731,11.88331663,15.40026603,18.47920213,300.6501256,978
3,Urban,155.606098,10.41513351,14.93582679,18.38710439,272.926607,772
3,Urban,3.046979447,0.613550312,52.25696256,49.35799416,1526.1147,4169
3,Urban,23.29885394,5.360954442,22.75367724,18.0332451,277.6789667,#NULL!
3,Urban,37.0358629,8.374214364,19.75950411,16.56121013,440.3412064,1168
3,Urban,37.05233438,8.921889027,23.50380041,16.28826984,234.3670706,1303
3,Urban,68.9636032,6.117027417,15.96422576,18.94790317,285.4967483,844
3,Urban,14.65659544,0.829167295,29.04888581,24.31647424,794.4357374,#NULL!
3,Urban,72.27077957,18.62412818,28.52337269,22.02103622,261.905345,1235
3,Urban,82.10828943,12.17857669,13.96771759,18.21651983,441.6621595,916
3,Urban,64.16847643,18.09509073,22.2068259,18.22102395,327.9865012,2308
3,Urban,51.39692767,3.11673419,15.43847267,18.71262171,289.1387899,#NULL!
3,Urban,36.91418795,7.089647766,25.15926209,17.85123308,307.7504202,1582
3,Rural,24.52284403,6.040550084,21.20374606,17.7016521,299.3748913,2333
3,Urban,8.217523806,0.91502495,25.14777348,18.95495494,560.4394912,#NULL!
3,Urban,67.22360926,18.40531413,7.58262067,5.86200908,213.5804014,730
3,Urban,61.13205084,18.5742945,17.8077222,7.1685192,157.9233338,996
3,Urban,36.98833751,1.843915884,16.34750243,10.95355271,386.8450946,1044
3,Urban,5.591654482,0.533095943,14.54631903,9.1792717,936.3510431,2547
3,Urban,36.55325017,9.242426018,10.46816873,5.06297451,186.5177466,1133
3,Urban,45.85797164,3.010117923,15.42466907,10.34200821,212.5621383,#NULL!
3,Urban,36.44589496,9.304841738,20.29285267,16.11598253,238.379827,#NULL!
3,Urban,31.17141785,12.21594704,15.57473558,12.52593382,266.5977948,743
3,Urban,71.05731659,18.92699224,15.50243982,16.60054814,243.3831043,1065
3,Urban,53.45526069,3.027665003,15.31604205,14.2718191,219.71587,847
1,Rural,16.25485333,1.076194463,18.96099849,13.85923988,314.5875346,1457
1,Rural,11.53709404,1.070929064,14.29983769,10.8981336,777.9869405,1896
1,Rural,6.186969285,0.374316959,28.82284713,25.67690636,721.3053831,#NULL!
1,Rural,5.681430894,0.919726943,26.44602199,25.06970928,616.1528958,#NULL!
1,Rural,37.29259589,9.651193218,13.54244638,11.17055461,201.5919702,1153
2,Semi-urban,35.91545143,9.241243441,21.14806507,12.84383988,282.8651662,1357
1,Rural,17.11498708,3.811846853,28.4217597,23.70985532,367.6276965,#NULL!
2,Semi-urban,13.52364889,1.011296514,104.2527254,14.01002833,369.893434,2982
2,Semi-urban,1.570939106,0.796242336,38.36081559,32.1742107,2238.658935,3741
2,Rural,4.369191946,0.897364411,21.34850029,18.00798135,1151.753598,2630
2,Semi-urban,7.932678915,0.841646773,23.49434722,23.77223613,1259.743075,2279
2,Rural,4.522451282,0.799917952,38.49355729,32.63225183,1017.733221,2755
3,Urban,49.29107088,3.143998486,14.36702803,14.08430948,235.9410315,#NULL!
1,Rural,6.454440094,0.805758533,19.23612585,17.36183073,1831.208876,3714
,Semi-urban,3.08884165,0.58029361,51.80075215,46.5151236,2248.439289,4327
3,Urban,6.766686336,0.97055781,20.06983859,16.43795735,1012.743,2800
3,Urban,73.99996466,18.56613134,15.48095366,12.83093548,298.657526,2212
1,Rural,2.284897555,0.391527165,54.06526953,48.80754135,1804.529034,#NULL!
3,Semi-urban,97.34888373,11.90443553,19.83657709,21.16177323,337.49259,1263
3,Urban,192.2868832,12.2713813,15.01379826,18.07108602,267.0523469,796
3,Semi-urban,11.73143342,0.739687406,37.00993821,28.56756885,777.0302451,4035
3,Semi-urban,39.72153633,14.27640868,30.26517043,26.424464,384.8040163,#NULL!
2,Semi-urban,6.048536989,0.933309058,38.38486923,29.24106818,1010.12462,3363
3,Semi-urban,71.58560467,4.998077966,15.20803887,17.45370213,228.4686681,1095
3,Urban,50.01389199,2.890117559,31.88466052,20.65912303,376.2004006,1385
3,Semi-urban,2.497782823,0.614374314,41.0548354,37.70003021,1802.761565,3739
3,Semi-urban,146.4958516,12.103206,16.01737063,18.8356681,305.5821708,944
3,Semi-urban,105.7198718,6.061049646,15.99863067,17.75945212,235.0143685,1020
3,Semi-urban,92.15018493,12.02132753,17.97377431,20.16543849,324.3994348,1426
,Semi-urban,2.015667429,0.49289347,33.03975522,37.75215912,3284.552444,3588
3,Urban,36.38409349,9.249960253,18.33098613,16.94015616,227.1509006,1318
3,Urban,4.254504831,0.971934919,36.39965274,36.12546186,1249.05989,3574
3,Rural,9.596250074,1.0700609,17.7365502,16.81262658,797.3766615,2310
3,Rural,2.89996503,0.488629928,26.15174114,18.5944943,2314.548198,#NULL!
3,Urban,3.678216823,0.870125334,26.9601719,21.96067978,1273.903209,#NULL!
3,Urban,43.49278324,4.01812761,17.26060678,16.18580142,239.2457911,1056
1,Rural,2.836424155,0.512056519,44.21709458,40.63313853,2326.993119,4198
1,Semi-urban,36.71730423,9.269257526,22.11738427,19.47040993,782.1896622,2793
3,Urban,148.4693404,10.05747846,14.57028285,21.29398276,304.7585298,683
3,Urban,17.61825823,0.80435818,25.30445209,20.75094925,381.6627845,1404
3,Urban,128.9025858,12.10865103,15.22076274,21.80808547,326.8081918,1204
3,Urban,182.1540372,12.21390053,15.69016413,21.17937542,322.9345059,861
3,Urban,59.71595203,17.22521979,16.09705558,11.01769809,185.1360846,1117
3,Urban,20.23652408,4.078371345,21.23386488,20.94827864,415.4079299,1358
3,Urban,35.86635997,4.258874424,12.54211008,11.66856022,188.6891314,852
3,Urban,37.06268794,9.304593314,15.26213971,14.98666571,229.3386471,1147
3,Urban,36.7955715,9.251937946,17.21799339,24.53979968,1682.613381,2453
3,Urban,36.99370455,9.253150838,15.68051558,12.63995691,567.7464206,1966
3,Urban,66.22677504,18.57667509,22.67994263,17.76721825,242.8861938,1021
3,Urban,68.28876629,6.052310811,15.73312985,18.59902698,274.8706043,720
3,Urban,73.07764939,16.95004379,22.75890528,16.32607386,250.7542714,#NULL!
3,Urban,67.66521067,16.83758072,20.7263089,17.81864103,266.8527318,#NULL!
3,Urban,30.1815023,6.520519211,23.96217144,19.62697349,260.0313088,1209
3,Urban,57.70742772,5.608923401,29.83761001,24.86718991,434.8211217,1640
3,Urban,37.00078318,9.307900714,16.19500543,15.8794,246.0837025,1130
3,Urban,175.3540477,12.27568136,14.72353608,19.54525179,415.6755734,922
3,Urban,70.04146594,18.54412979,21.87072201,16.87517832,204.2199515,793
3,Urban,204.5226674,12.33317491,15.80546851,19.18274236,309.2031956,838
3,Urban,36.88002756,9.324737004,14.71298195,14.49138704,232.9620037,1018
3,Urban,15.64236172,0.930399253,26.13877044,21.85285879,387.5865252,1561
3,Urban,71.99324747,18.53526187,20.55523211,15.97241004,212.1054323,931
3,Urban,36.40784904,9.260608427,19.31710874,16.5856623,260.6028088,1336
3,Urban,107.2628103,5.974866866,21.66724194,20.54662406,254.1309659,1146
3,Urban,106.8370989,5.948827678,21.0477234,18.70734529,244.5160377,1036
3,Semi-urban,17.01666947,1.05963579,19.37754668,16.186525,634.1419798,2230
3,Urban,67.49583494,16.96073719,21.78260595,17.18494602,217.9332423,1178
3,Urban,31.1914398,3.014118934,20.596,23.24135268,569.8493188,1562
3,Urban,64.8450573,12.58935564,21.66917605,18.03011014,226.1240896,914
3,Urban,72.48343321,18.49990049,21.98260664,16.03892949,236.6900901,1440
3,Urban,201.2025195,12.19172563,15.71133169,18.69897872,290.4395991,825
3,Urban,204.1870672,12.19683132,15.88123346,19.14095008,420.9254064,808
3,Semi-urban,36.35921865,1.992351711,19.35287702,17.39691206,325.9157982,1920
3,Urban,197.6588711,12.28731393,16.55292716,19.3928277,288.71969,784
3,Urban,48.00620143,15.57198684,37.00442766,21.41419298,323.2608628,1604
3,Urban,156.878966,11.889252,15.43452656,19.3563053,246.1538584,1300
3,Urban,83.54795472,11.76594035,16.37970568,18.63346636,606.841558,1571
3,Semi-urban,29.68181369,16.69621678,23.80056388,17.06411631,289.9973123,1445
3,Rural,37.35141172,8.515225465,16.56888349,16.22686525,217.6989007,1148
2,Semi-urban,36.96869321,9.315377722,26.07290734,21.18487591,453.5359104,#NULL!
2,Semi-urban,197.6999908,12.26004865,13.36522431,18.27522807,408.5484594,771
3,Urban,103.0631509,5.55412993,14.28347462,17.82743937,471.1532439,#NULL!
3,Urban,71.70371294,4.960205886,14.91164969,17.92917704,264.7922345,893
3,Urban,153.5678513,10.69894365,17.90379493,17.28855459,301.0912959,1038
3,Urban,59.08377412,12.7418271,21.98350569,17.51671348,302.0008195,2231
3,Urban,37.11605864,6.771649068,21.18092943,16.37940851,232.6915328,1318
3,Urban,198.7707249,12.07609984,15.23209228,19.11480519,276.1572986,798
3,Urban,203.440887,12.26035674,21.25931603,25.68105081,372.9874849,1219
3,Semi-urban,105.8256041,6.017869131,14.99474396,18.82492561,253.6830497,828
3,Semi-urban,143.9347316,12.09296642,13.63165178,19.23476671,407.368669,815
3,Semi-urban,9.080274386,1.067093451,19.52406028,17.70213198,855.8531164,2250
3,Semi-urban,58.16709191,15.58079905,20.3450261,18.94214957,446.4446737,#NULL!
1,Rural,7.020250716,0.754472339,40.7488042,38.24996264,1171.520349,2983
3,Semi-urban,57.39732293,15.74134461,20.35855298,20.30929529,269.1786857,#NULL!
2,Semi-urban,4.629696529,0.746449699,42.02387052,34.18873152,1213.655824,#NULL!
1,Rural,155.7433945,12.18917128,12.88055134,11.51613276,218.6629851,726
1,Rural,73.04715218,17.44880582,19.00936776,15.64147222,294.2916799,1757
1,Urban,2.208344731,0.360024884,44.666853,47.3592176,3045.335887,#NULL!
3,Urban,73.40761895,5.006700023,13.36808356,15.28037269,238.7178488,#NULL!
3,Urban,207.6196856,12.45109979,17.31048055,17.23821183,293.3836076,940
3,Rural,7.373973162,0.902235581,28.95731694,24.53491799,629.2378198,#NULL!
3,Rural,4.659286567,0.932155702,16.17940184,12.16733523,1007.265798,#NULL!
1,Rural,0.986559515,0.653463119,36.55688118,30.72456237,3547.370334,4605
1,Rural,3.803764484,0.355627823,32.79990417,30.3727401,1179.573095,#NULL!
3,Rural,37.20408622,9.622842468,13.40648286,9.16948854,212.6556827,946
3,Semi-urban,208.6207058,12.42271801,17.98605371,17.35632456,273.4921149,755
3,Semi-urban,202.0768947,11.88753364,17.15832681,16.83790588,260.9986445,740
3,Urban,205.2762534,12.29754703,15.83733421,15.76694758,251.9082327,722
3,Urban,156.9078372,10.11073389,18.95032586,17.71830836,279.6277567,891
3,Urban,178.9273059,12.70969967,19.71020404,18.64844199,288.4045339,#NULL!
3,Rural,36.51996777,8.684574645,15.25799508,12.32047145,235.0071095,#NULL!
3,Urban,14.27064067,0.852890214,27.68799208,18.79316761,1152.128205,#NULL!
3,Urban,57.27910996,16.11811464,15.97665672,11.82643121,172.0914173,793
3,Urban,36.69455468,7.995009988,14.11338787,11.5476728,238.0866604,#NULL!
3,Urban,204.1256613,12.27294064,17.1839603,16.93659184,280.7076374,750
3,Urban,73.43017497,4.995224303,14.51566071,15.17533617,201.9242117,1039
3,Urban,37.08252793,9.277209413,15.89385259,11.33470071,187.9361923,1287
3,Urban,71.59337287,18.53290403,15.41439022,10.44266323,202.1208099,1047
3,Urban,73.63240775,18.16206181,15.65209021,12.75525749,296.1646511,2062
3,Urban,157.0114804,10.28197211,17.41484457,17.10008911,278.047464,716
3,Semi-urban,58.04560903,16.52051619,27.72169809,22.24271733,605.8870772,2480
3,Urban,70.67990036,16.2824366,16.76514201,11.99252247,289.2338921,1816
1,Semi-urban,36.7840193,9.25719924,17.9157336,12.66903267,215.6988319,1319
1,Semi-urban,14.53298881,1.234127888,27.5905738,17.87819298,986.3728901,#NULL!
2,Semi-urban,16.16491478,0.891936158,29.39040374,25.68010912,486.749187,#NULL!
1,Rural,6.564292883,0.396069541,37.0879122,31.88408079,733.3836039,3018
2,Semi-urban,35.38470633,1.826209196,18.43944471,13.93021388,218.6801304,#NULL!
2,Semi-urban,1.287563445,0.360304046,29.07031437,22.94507204,3061.854558,3701
2,Semi-urban,1.813965727,0.907994894,50.74649117,37.44763857,2147.333137,3901
1,Rural,5.929667702,0.401163059,39.77026697,39.72692638,783.7201356,#NULL!
1,Rural,1.760714465,0.373048468,38.09706573,39.28623539,3785.375174,#NULL!
1,Semi-urban,6.040283935,0.871790958,13.07412604,8.74526739,786.8520448,3010
1,Semi-urban,29.6982408,5.306580578,18.64703988,12.67697025,248.6911324,1331
1,Semi-urban,47.75681312,9.576357125,18.48400264,13.62336714,231.6851554,1102
3,Urban,70.54191725,18.5698567,22.15077704,17.28270555,255.1429729,1178
3,Urban,64.71314527,3.198521918,18.92858947,9.8646245,217.4985491,1101
3,Urban,20.21774636,1.115056648,11.16200481,10.16738494,224.9915091,1317
3,Urban,54.62871627,3.286123108,12.04865374,9.78855994,174.4189457,979
3,Urban,55.69170638,18.53009426,15.69448695,11.28980769,184.8936646,1022
1,Rural,20.26174409,1.022834934,15.13208923,11.57133136,313.2417976,2384
3,Urban,192.1842668,11.82957173,12.03945112,11.08392399,270.1959553,1009
3,Urban,192.3757683,11.86924865,14.87616047,12.03702979,248.4659046,886
3,Urban,36.1522575,6.378774542,12.95033837,8.43260903,171.1593752,#NULL!
3,Rural,64.78547547,3.220556,15.81892294,11.17312784,217.535745,1079
3,Urban,73.89351455,18.9574649,12.94038817,10.78637803,295.1446365,1977
3,Urban,53.8730846,8.470435885,15.63702161,11.4795971,241.2186769,#NULL!
3,Urban,67.3597945,18.89521319,14.33981651,11.10354712,153.533982,1385
3,Urban,31.95595648,7.270614561,14.87621283,7.46897447,292.6454853,977
3,Urban,37.34611467,1.8438634,10.08441104,7.7204875,376.778817,#NULL!
3,Urban,56.0726695,16.93936798,17.01088022,11.24329261,228.785282,1149
3,Semi-urban,103.0101836,6.019309714,12.25292801,9.93895461,161.7219075,944
3,Urban,36.84348892,17.90574661,15.1040931,11.09850364,185.7536809,893
3,Urban,73.49139739,18.57913602,12.19802026,7.50640825,154.3032604,1047
3,Urban,7.15689207,1.043979859,14.80049506,10.25885248,702.7530278,2720
3,Semi-urban,44.68649568,10.80582152,15.95790574,15.5093078,214.0946557,911
3,Urban,107.1420783,6.142073055,20.54016096,9.58431223,176.8628798,1030
3,Urban,182.4130208,12.25760212,13.07414222,11.57112288,232.083735,713
3,Urban,54.54160888,2.998234708,11.67441858,10.8324304,169.9178904,1063
3,Urban,68.19653942,18.55010453,12.2625533,7.14748364,158.4630556,823
3,Urban,37.04382687,9.651685573,10.11489335,9.13192084,197.5287099,#NULL!
3,Urban,69.6062923,18.56463198,17.21963836,11.66278632,178.0592041,1026
3,Semi-urban,107.0370009,6.110328904,15.5603642,11.73078182,229.3275887,730
3,Rural,6.853407223,0.979716717,22.23575684,17.43486252,1163.476649,3588
3,Rural,36.75848558,9.288102257,10.28226045,9.31441394,199.5419986,1085
3,Semi-urban,23.34368339,6.580798062,17.94443326,13.11591477,258.4256765,1211
1,Rural,5.142254634,0.368199111,29.57307611,29.2365781,1474.599454,#NULL!
1,Rural,61.71542222,18.21957129,14.12092775,11.89944035,294.4044843,2071
3,Urban,11.10008711,0.995403555,31.09037385,26.0334046,513.4284468,#NULL!
3,Semi-urban,149.8155272,11.90225635,12.38718152,9.70327738,167.5620218,1074
3,Urban,74.47915868,17.99553264,13.28046438,6.46678343,259.5357007,703
3,Urban,1.254554175,0.539971185,30.19742329,22.53811641,2901.789047,#NULL!
3,Urban,5.525858246,0.825503719,35.78843108,33.60923455,1372.235878,3306
3,Urban,27.93180596,4.82692339,18.8038508,13.9682352,245.6836611,1135
1,Rural,9.366682353,0.851698796,22.8953971,17.52854135,475.3211,#NULL!
3,Urban,54.13812,3.033708469,13.34723003,10.72253741,179.2720685,#NULL!
3,Urban,20.86761434,6.184353016,18.96088917,13.71438427,266.3743339,1237
3,Urban,42.71955379,6.344842132,12.89691896,8.30779345,159.6740194,939
3,Urban,36.86823099,9.233320482,9.9299524,9.21102149,191.8699757,1216
3,Urban,41.24071101,17.64070998,16.80766974,12.18141335,187.5211924,994
3,Urban,36.94450725,9.276612818,12.92675532,6.91950498,176.0427418,1170
1,Rural,68.74027568,18.64844351,13.13136657,5.67199859,195.5427429,784
3,Urban,73.93406371,18.55502567,14.08465426,12.4736858,304.1882154,2148
3,Urban,65.39053369,17.17983931,19.01017748,11.97128807,182.3182111,889
3,Urban,62.07075954,2.919075162,15.93422598,9.01636272,211.3035824,1395
3,Urban,104.1911346,6.23144069,11.81296126,9.02298944,204.5822491,647
3,Urban,97.61089174,12.02000549,12.60425256,9.64494134,221.6472015,902
3,Urban,4.403734733,0.424294474,21.71021361,17.46207846,971.9959104,3035
3,Urban,8.140202592,1.116392889,7.97578092,6.14310811,899.9546858,#NULL!
3,Urban,37.11591237,9.276517531,19.13729758,17.1641078,258.2428488,1389
3,Urban,8.521752924,0.855184205,26.58290625,23.71432934,535.2876738,2494
3,Urban,104.9926782,5.982968053,13.02395967,8.70854219,176.5002088,842
3,Urban,145.4856113,10.33684424,13.35076799,13.55722587,246.631895,605
3,Urban,37.07680787,9.258385211,16.53284609,11.41571278,186.8367694,#NULL!
3,Urban,52.65615292,3.030283584,16.1695668,13.76816628,230.4908638,#NULL!
3,Urban,36.83720859,9.267530295,19.53839241,15.66897589,235.4753021,1480
3,Semi-urban,9.101385364,1.11240348,8.42769124,11.0982106,987.5203805,1342
3,Semi-urban,1.834687934,0.641765126,35.84090931,29.35815506,2241.337354,#NULL!
3,Semi-urban,49.51583899,18.51853944,15.70902523,10.3550562,205.4956326,1176
,Semi-urban,70.3831088,18.357832,15.60900144,10.42640778,162.6556559,905
3,Semi-urban,12.91961679,0.3596952,22.91069449,17.99668023,485.436541,#NULL!
3,Urban,10.09015725,0.704541129,31.80095865,27.54043276,553.0994167,2442
3,Urban,193.4507423,12.28475976,14.96600957,16.0126359,319.7440267,676
3,Urban,69.59687769,18.89423026,17.63480626,12.74780824,172.4214152,894
2,Semi-urban,2.838341587,0.458172279,39.55353857,39.49228814,2481.830677,#NULL!
3,Urban,179.3519864,11.2538123,19.20955079,15.14991168,337.4367401,822
1,Rural,0.711928185,0.409549838,39.97775943,36.38615068,4521.574627,#NULL!
3,Urban,36.18088589,5.566948416,18.84331721,16.21743404,245.7149739,1312
3,Urban,15.30737299,1.035681554,18.45975016,13.67762975,321.1825816,#NULL!
3,Urban,53.78571884,2.999736366,13.2467455,10.5167078,202.7680599,#NULL!
3,Urban,36.61169027,8.76453308,13.33100648,9.56153294,199.6237482,#NULL!
3,Urban,64.02394256,18.5759467,11.47622267,8.43761277,261.0096752,2049
3,Urban,37.25189911,9.944536832,12.68048276,7.01455267,193.0796446,#NULL!
3,Urban,69.7104622,18.57146165,13.15285556,7.9111108,152.492422,843
3,Urban,44.95257266,9.386384608,11.39657176,7.65082051,163.268903,1067
1,Semi-urban,59.45451516,16.09450127,10.79727119,8.18242695,197.4757304,814
3,Semi-urban,65.89710571,18.56450163,12.85839258,7.4338477,166.8975309,848
1,Rural,11.76068172,1.020964256,14.58254717,9.82934534,348.9955851,1612
3,Rural,36.71251026,9.268878482,13.41169389,8.6372844,175.4049134,1172
3,Urban,44.12342248,8.373495564,12.14872542,8.888728,172.7117203,1008
3,Urban,103.5004772,11.97973053,16.99541756,10.57544505,183.4395347,1104
3,Urban,65.28330929,18.5742409,12.5861486,8.02976155,174.2429721,731
3,Urban,116.6917994,11.48947681,9.27575074,10.06960174,171.1578191,1044
,Urban,5.608851682,0.349419164,17.59122102,16.05909291,1621.147325,#NULL!
3,Semi-urban,69.90848316,16.98606571,14.40442547,9.63008598,156.6529183,762
2,Rural,2.139825929,0.640680288,35.74335205,29.83062814,2217.019937,3565
