MarketClass,URBAN2,DL24hrmean,UL24hrmean,DNSRTT24hr,Latency24hr,Web24hr,iPlayerStartupDelay24hr
3,Urban,36.62823549,1.854513704,33.41467897,11.95304956,343.2783972,1558
3,Urban,130.6109869,11.9934186,12.14109564,12.56546579,162.2326012,944
3,Urban,143.5002024,12.00423679,14.89598424,12.74040172,248.4758529,871
1,Semi-urban,31.08779159,1.939737756,16.31546557,14.57933965,225.2180841,1187
3,Urban,89.32332331,9.727059126,33.24347277,19.37649194,444.507717,1750
3,Urban,152.5889558,6.722747334,15.520775,13.97271165,235.6217133,786
3,Urban,56.81669342,2.906226048,13.51272646,13.26529985,210.1694786,#NULL!
3,Urban,51.90763847,3.03188538,14.07167426,13.0212777,222.4455449,899
1,Rural,27.13889197,1.855517966,15.64975327,11.78883191,240.4477822,#NULL!
3,Urban,48.44259795,12.0171701,11.94583471,10.76324574,171.9844869,1049
2,Rural,71.79192048,18.05136347,15.6086439,12.486714,283.4504018,1873
1,Semi-urban,6.054175186,0.860151277,25.09187633,22.67616738,1185.157621,3014
1,Rural,34.64496463,1.830756192,15.87903042,12.35725664,217.2527252,889
1,Rural,6.827407207,0.624837164,28.44274935,26.2366855,852.004023,3112
,Urban,36.64170534,9.280272215,18.08498814,13.46584084,203.7885497,1225
,Urban,138.3853342,12.42318365,14.79619753,13.66505882,210.4318068,844
2,Rural,15.45602358,2.425082518,22.85001091,17.43583262,324.2817467,1555
2,Semi-urban,11.64648057,1.104738558,13.79818393,12.5997451,765.6332389,2212
,Urban,191.458314,20.71952852,9.79450043,7.13607534,274.6484662,885
3,Urban,30.20322056,6.432822601,15.7832244,12.42972057,265.1601058,2458
1,Rural,0.41904736,0.371061086,21.91938015,16.83396445,12990.74631,#NULL!
3,Semi-urban,36.98656016,9.287128,14.32874714,9.69325496,199.3431252,1175
3,Semi-urban,60.49970407,14.36761419,16.2161502,11.50138632,178.0830203,690
1,Rural,19.16497688,1.041307729,26.70795173,16.0252112,355.5183228,#NULL!
1,Semi-urban,13.73472089,0.988822882,29.19773411,26.87157016,427.9243925,#NULL!
1,Rural,3.275262758,0.35454543,30.34969366,26.05450352,1495.107071,#NULL!
1,Rural,6.269488291,0.462008162,29.7016253,22.83958135,823.9051419,3115
1,Semi-urban,19.20340643,1.059349218,11.07930199,13.13355778,695.4149023,2982
3,Urban,155.662926,12.00142536,12.4210142,14.49637996,218.911919,969
3,Urban,103.2549702,6.01046,14.47528898,15.04424407,219.7474562,1001
3,Urban,88.15338352,5.929931147,14.66180905,15.37211932,239.7329264,837
3,Urban,37.08565243,9.380917121,12.38523122,12.17515035,231.3755241,943
3,Urban,12.0815882,1.06016123,35.69250887,26.89605121,450.5802929,3117
3,Urban,208.1378527,12.28698242,15.57765338,16.55858947,312.294613,718
3,Urban,54.64576947,3.005331542,14.3510935,15.13757041,249.7931944,1108
3,Urban,36.5002841,2.095449951,11.70892577,15.39376239,386.8134749,1074
3,Urban,3.900419866,0.720713258,30.14090727,30.13147067,1235.374301,#NULL!
3,Urban,25.40624862,1.850664544,62.93768411,29.35273011,576.5216863,1977
3,Urban,36.67544379,8.438727177,17.24603853,12.71084823,375.8554993,2197
3,Urban,37.26239677,9.494061206,12.01102065,11.22997529,206.8252398,986
3,Urban,14.48205204,6.158028631,20.58873146,16.31363878,639.461992,#NULL!
3,Urban,36.92835442,8.462374171,17.23112628,14.68756941,605.069527,1188
3,Semi-urban,4.983014833,0.369086007,22.03888166,17.93224376,957.0568855,#NULL!
3,Rural,16.60046746,1.012660138,21.90847581,16.48826725,325.5223054,1447
3,Urban,130.795315,11.13361506,15.41235148,13.21779149,240.7853647,1049
3,Semi-urban,57.45700737,16.58342449,14.89748845,10.66251148,1612.575604,2018
3,Semi-urban,147.1748319,12.28042397,12.8563177,13.91370058,232.7621033,741
3,Urban,35.64135409,9.238070291,13.91175673,15.52297615,259.6597616,1098
3,Semi-urban,20.04354052,3.009429671,15.24386109,15.82217842,446.2015216,1573
3,Semi-urban,104.9840411,6.245460724,12.41974531,13.48858963,233.2276344,615
3,Urban,36.80876694,5.918347908,19.13795469,12.1584539,215.1152358,1697
3,Urban,36.38782962,1.83054141,13.39605657,15.75204334,471.988424,1079
3,Semi-urban,7.441275716,0.368805731,24.760507,19.0755348,618.7301327,2531
3,Urban,7.032036565,0.8004355,28.76534395,32.05319645,1270.33776,2449
3,Semi-urban,4.274371271,0.389856035,30.20700662,25.61909845,965.6531376,#NULL!
2,Rural,67.64325373,18.541284,16.60973466,11.81152131,183.4162141,844
3,Urban,63.34161761,6.060893741,13.22995547,13.9962031,229.0507965,1246
2,Rural,9.589528166,1.143503748,18.24072304,13.39988095,464.735858,#NULL!
3,Semi-urban,72.93131652,18.21513885,17.913078,14.33736874,411.3834791,1994
3,Semi-urban,15.91950815,1.098689862,18.95946369,14.14750248,333.9848466,1377
3,Rural,18.67211745,2.566090614,16.2416854,11.05795133,310.234956,#NULL!
3,Semi-urban,35.98745005,9.461463014,15.88437604,12.21527059,343.3264481,1846
3,Urban,53.57618144,3.15343095,12.55014363,13.75385294,238.9571467,#NULL!
3,Urban,16.51941805,0.952114651,21.15029224,18.8015767,1154.808255,1511
3,Urban,15.57772314,0.901172942,11.55719941,10.26973362,314.1078846,#NULL!
3,Urban,100.9530862,6.005000973,17.43878055,13.86130471,347.0065313,1855
3,Urban,73.90823504,18.63301063,13.93990656,10.41129927,158.6537066,815
3,Urban,154.0472248,12.01050471,14.44531977,12.25750071,173.0390837,1091
3,Urban,6.429255564,0.862016626,17.56131535,14.42314151,951.5454202,3304
2,Urban,27.6988392,9.252530634,24.22498783,21.57678723,620.828205,2477
3,Urban,36.30561455,18.571469,17.56902611,10.59564255,202.2060543,1253
3,Semi-urban,37.32716574,9.385467906,13.61261521,10.70068369,231.2508084,1053
3,Urban,129.5332664,12.25184667,16.0815948,13.40238014,214.2072746,1074
3,Urban,70.56398116,18.58522092,12.17894092,8.32383546,159.4293467,1213
3,Urban,53.4287937,3.052098251,14.31546744,12.39042139,207.1152735,#NULL!
3,Urban,101.0867383,5.651351174,24.65031123,14.55202158,320.6724516,1392
3,Urban,73.7381976,18.57531963,8.44379126,8.59243429,156.0282428,#NULL!
3,Urban,48.57518064,12.74700988,18.85622474,14.00491206,366.4417863,995
3,Urban,7.210019206,1.03629254,29.89061734,25.14579753,1030.965696,#NULL!
3,Urban,53.99695299,15.64570013,26.09323062,22.58263333,322.3183573,2471
3,Urban,195.4407662,12.26690497,14.24671215,12.35578221,231.3687391,743
3,Urban,155.0000536,12.10653977,15.05843417,13.70371105,236.1587908,883
3,Urban,152.3971724,11.94491617,44.38631059,13.05195455,188.1042847,1242
3,Urban,101.4377975,6.137939404,16.3544495,15.03361376,253.4391667,816
3,Urban,156.8628655,11.58008925,24.30630211,14.25012868,213.3263696,1127
3,Urban,73.82353076,18.95890812,16.76747603,12.2437635,270.1248007,1614
3,Urban,37.07987147,9.283595432,16.11876608,11.12182955,188.5229399,1161
3,Urban,11.86484697,1.029315091,131.3725993,24.44313136,995.2506988,3520
3,Urban,87.40482715,5.689747407,15.63003253,13.68494856,221.1251012,1075
3,Urban,45.84597225,14.01319827,26.35268735,13.75370149,1043.163602,1497
3,Urban,53.82811025,3.142314486,13.67309912,13.98326871,233.3459204,#NULL!
3,Urban,58.41220092,9.712396542,13.47298535,15.05083405,333.5991302,1488
3,Urban,33.84008773,9.963087817,16.5506702,13.80702546,832.0999106,#NULL!
3,Urban,113.8740456,11.15470182,13.59730474,14.15175603,254.974245,1191
3,Urban,74.02696823,18.57949935,16.10649056,10.55762774,186.8953181,1162
3,Urban,35.75251474,8.741067163,18.72557943,18.17725957,242.2722593,1391
3,Urban,41.04313034,3.017756745,13.75344656,13.93703414,242.0218932,1229
3,Urban,36.91465034,5.263471965,8.82994058,8.12844733,169.8843853,#NULL!
3,Urban,37.10535068,7.166950177,11.97829853,7.10414468,175.1072299,1099
3,Urban,69.75366133,16.96393442,14.7518329,9.76596717,171.0005592,890
3,Urban,107.0650756,5.823577967,15.63284459,13.06208711,268.525017,755
3,Semi-urban,7.286047555,0.730549193,17.09930151,11.81965606,467.5301453,2195
3,Urban,10.40615098,1.008899446,16.12833596,11.19483308,416.8208709,#NULL!
3,Urban,36.1474602,8.470969414,21.64864515,17.60925564,295.6346382,2201
3,Urban,160.1851968,12.20002534,13.71303334,11.20667898,198.5952202,798
3,Urban,153.1158994,12.46369363,13.72844116,13.0184772,240.9316526,780
3,Urban,73.27196685,18.573229,11.26775387,7.23611616,177.2105491,1018
3,Urban,15.82944093,1.002625334,19.02809841,14.17267822,337.1555556,1426
3,Urban,65.83023108,18.83010579,17.94343722,22.38309145,270.7493884,1019
3,Urban,73.08112967,18.23187694,14.1820189,11.98842891,307.6413806,2058
3,Urban,36.34350342,9.23809212,11.82380046,9.8981582,509.3512414,2179
3,Urban,36.81704092,9.504928123,9.27364111,13.34696045,237.394358,#NULL!
3,Urban,6.385299854,0.720894821,15.61868411,12.37121635,1128.926102,2674
2,Urban,36.63443748,9.238994865,11.82393068,8.75383546,248.9256258,2016
3,Urban,59.15715408,18.82597695,18.30046139,19.14906977,248.4745253,1062
,Urban,8.770981682,0.949269818,28.3120313,25.48465527,966.9718984,3173
1,Rural,71.87765826,18.51015368,12.9320102,7.95567564,193.0428742,888
,Urban,35.44717014,1.516700147,16.88858314,9.12614053,771.7516255,2215
3,Urban,10.22991903,0.982604318,24.64259133,19.84738905,525.0200856,2218
3,Urban,68.554672,18.44061014,13.5426567,10.38223898,154.0917013,913
3,Urban,15.11941313,1.06173903,13.13516861,10.35175571,587.1042241,2177
3,Urban,60.10394466,16.96836994,7.88287823,7.39275887,147.7076633,869
3,Semi-urban,14.03762629,0.458531662,29.78191466,21.71081853,768.2742003,#NULL!
3,Semi-urban,13.62828307,0.678324091,49.33345421,20.43545274,2019.381655,#NULL!
1,Rural,47.80279633,17.66594626,13.26507796,10.29837808,273.4283353,2020
3,Urban,74.70989247,17.08454999,7.45068433,5.71389392,294.6043177,617
3,Urban,69.82849229,16.96776802,12.97594326,7.92699858,143.1462201,829
3,Urban,135.2229064,10.56240434,12.32401233,11.35523349,225.0274758,702
3,Urban,30.37581514,3.009799351,12.68030404,10.57918045,311.5845601,#NULL!
3,Urban,8.40665696,0.768494909,25.97494765,23.22791607,570.635596,2494
3,Urban,12.47575384,0.855116343,40.69732101,39.29624143,1065.550359,#NULL!
3,Urban,117.0478952,11.92022241,20.5333664,10.44952539,942.0084943,3724
3,Urban,138.4619776,11.92140772,13.8274348,9.93040286,188.4987689,992
3,Urban,70.81435075,18.58246847,11.491454,6.95258488,147.1925389,837
3,Urban,35.65170002,18.69399367,18.71510178,13.48760317,351.8515976,#NULL!
3,Urban,53.51558189,2.915406847,21.56215612,11.60183215,182.7380326,981
3,Urban,6.102398394,0.905081844,26.72895544,22.17507716,1015.75587,2937
3,Urban,149.9411622,11.90257238,11.88980463,12.30517562,206.5719766,764
3,Urban,205.6150612,12.2795847,15.3981521,14.8456108,270.1845912,846
3,Urban,73.83944191,16.95009278,14.64998182,10.1883196,177.7976317,988
3,Urban,37.12205595,9.286035921,15.62465611,11.02835977,210.5401702,1377
3,Urban,5.083212448,0.65458645,66.2111335,29.06252967,818.1358055,#NULL!
3,Urban,67.67172158,17.59598993,22.60805887,18.31677228,250.8107886,959
3,Urban,26.60862859,4.936641968,24.65361871,21.48331232,308.3360545,1787
3,Urban,68.88661399,18.54780473,22.89960066,11.93499714,185.5940867,966
1,Rural,2.871599143,0.39470481,31.81678641,31.6236045,1367.456311,#NULL!
,Rural,4.271957482,0.882363634,20.74183735,18.716595,1799.892326,5163
3,Urban,2.492883898,0.415162302,33.76327909,28.31990947,1647.67454,#NULL!
3,Urban,102.9684527,6.017269018,9.72466673,10.72052863,160.9093778,683
3,Urban,71.69941163,18.25957258,23.01049864,15.38044211,342.9640401,1290
3,Semi-urban,159.3992814,12.19056075,12.70767997,12.60287249,230.1435723,824
3,Urban,88.25913846,5.690749669,24.0421193,22.01098707,312.1968657,1718
3,Urban,36.13288358,5.827584952,17.12176266,13.14044646,377.2873339,#NULL!
3,Semi-urban,53.19497481,3.155671124,11.68575036,11.27900573,218.9607273,#NULL!
3,Semi-urban,103.1812996,6.235556545,11.35780505,11.45451591,228.8724736,690
3,Semi-urban,65.38047361,16.94277525,10.26014483,9.61258865,171.0604814,765
1,Rural,6.765677049,0.956900117,29.00876949,28.04755556,677.0872148,#NULL!
1,Rural,7.600782074,1.06509529,15.31104749,11.15240076,937.2246172,2852
3,Semi-urban,54.23264336,16.12082599,17.28623829,12.51099574,181.8384364,1015
3,Urban,70.28654099,15.92275856,17.33866193,13.13873901,200.9685592,827
1,Rural,2.832128,0.378546514,30.05470868,23.77085675,1600.438563,#NULL!
3,Urban,20.06541777,1.115349793,14.04119003,10.89679564,411.859701,#NULL!
3,Urban,53.91763803,3.03657217,13.95503156,13.36383028,221.8484557,#NULL!
3,Urban,104.5289694,6.121056604,14.05218394,12.4479503,270.0908274,748
3,Urban,46.24765815,3.305949261,23.14081495,24.33027504,389.4080881,1332
3,Urban,73.61504149,16.95131586,20.45463721,19.34589322,272.0284679,1006
3,Urban,74.20287755,18.58609391,22.69316086,17.30736312,267.6749714,1558
3,Urban,27.91695209,6.20130662,40.02518596,33.61561506,740.6855621,1704
3,Urban,65.31377316,18.45360585,30.63012263,25.55283688,318.5055336,1540
3,Semi-urban,105.5682794,5.977278926,17.73740094,22.68982101,367.3157317,1224
3,Urban,53.28206147,2.931296981,30.99983224,25.11043261,663.9991691,1845
3,Urban,53.93841778,3.018445949,16.0561649,19.70059259,289.8161197,#NULL!
3,Urban,143.2427624,10.19642614,16.03200064,20.38043381,306.5024703,846
2,Semi-urban,36.22303143,9.365147811,27.60408098,18.58873994,263.7374467,#NULL!
1,Rural,20.13778795,3.841928858,27.89247915,22.88271983,363.4271727,#NULL!
3,Urban,72.47281309,18.32721664,24.13437057,20.34518712,328.3832132,2457
3,Urban,68.00358127,17.11297071,26.45056694,21.08398141,272.9938202,1226
3,Rural,2.211649463,0.844041143,27.87096903,22.66746924,3075.301739,#NULL!
3,Rural,28.94890773,5.527923704,23.08229077,17.58928775,285.325967,#NULL!
3,Urban,37.04744925,9.21594343,23.0592628,17.57139969,256.5526709,1423
3,Urban,60.65855022,16.73909142,22.58850965,17.58244481,247.4740988,#NULL!
1,Rural,69.23698898,18.57869795,22.53588331,17.45261726,224.1559656,1158
1,Rural,3.300886816,0.425514263,50.11085753,43.17555351,1336.394414,#NULL!
,Urban,36.97394307,9.251357113,19.89206947,18.72168473,242.581421,1854
3,Urban,37.30355024,8.526731117,25.78799689,19.53901762,495.9946158,1059
3,Urban,55.24480428,14.69481338,22.90152625,18.14666475,264.7548612,1452
3,Urban,6.942961449,0.772879831,43.83624469,38.06193687,714.3863354,#NULL!
3,Urban,31.46731371,7.562048366,23.78244356,18.15893438,300.1071817,#NULL!
2,Semi-urban,36.90285902,9.490929375,23.38790941,19.83882403,404.9154518,2379
2,Rural,1.075175558,0.481624451,42.81961538,34.08701891,3579.704321,3840
1,Rural,5.588863614,0.416286791,48.46374012,41.72201188,1504.668485,4226
1,Rural,10.6980725,1.0213442,30.39693383,23.80970984,566.3256771,2245
3,Urban,26.32393473,6.184631765,29.77403219,24.03563811,600.596335,1463
3,Urban,146.2907034,12.17350168,16.81522184,20.90102282,286.3351427,872
3,Urban,36.00205282,16.86347991,23.75436372,19.61128289,473.5760542,1132
3,Rural,9.37574897,2.049481238,31.38918039,31.76738014,1028.387302,#NULL!
,Rural,1.579979334,0.37987376,64.80521166,46.59432843,4130.080019,#NULL!
3,Rural,8.652803142,0.954455928,50.30008663,41.26613966,844.8586699,3287
3,Urban,20.38485322,6.976384537,25.06899357,18.81466524,631.1222569,1439
2,Rural,36.763361,9.418271895,25.77460737,19.5268415,505.7222965,1251
3,Urban,36.74435317,8.45501503,27.79291097,22.12341515,364.953419,1441
3,Urban,71.8531286,16.91263477,30.15484103,21.37614387,461.7519691,1599
2,Semi-urban,20.0759616,1.069091773,27.33499485,20.0535919,811.6761187,1747
3,Urban,37.06141819,7.653991295,21.58724914,19.62796879,269.9362643,#NULL!
2,Semi-urban,36.13552449,9.373200569,23.11522174,20.09090638,388.1802035,2146
2,Rural,2.615005,0.673153609,46.7904618,39.08767787,1894.080201,#NULL!
1,Semi-urban,73.75211536,16.99119481,19.41610359,18.56756028,199.8505051,900
1,Rural,14.01575444,1.113556474,28.30433423,22.74204036,756.7514318,#NULL!
3,Urban,73.87529709,12.30497448,16.82872079,20.71955709,310.9983586,789
3,Urban,28.47506863,7.887200048,22.99865885,17.64634143,297.4845105,1617
3,Urban,7.434926118,0.961349706,29.05185896,19.64671,947.54,2950
3,Urban,36.55508891,9.277319346,22.70938413,17.40344367,241.1679422,#NULL!
3,Urban,58.69655362,13.77521811,22.48621076,17.16733929,232.1189923,1305
3,Urban,72.19310023,18.56663255,22.05949107,16.81608333,239.443861,#NULL!
3,Semi-urban,27.86905419,5.70655852,19.62665393,18.53015647,528.3304168,1981
1,Rural,44.49884985,13.12538215,26.41427099,21.92814203,499.7734468,1992
3,Rural,36.29015221,5.802184437,24.57929038,17.86845157,233.4658802,1457
3,Urban,72.82486804,5.041398279,20.39940264,21.7401046,286.4287406,#NULL!
3,Urban,57.22005586,18.56400311,18.59333743,16.80983569,381.862927,1406
3,Urban,36.99440985,9.279048362,23.20288794,16.58914468,464.4835476,#NULL!
3,Urban,36.74706472,9.30086795,21.51914219,16.51029429,231.666844,1237
3,Urban,9.198070815,0.926258398,31.33394776,19.34707122,812.0525924,2236
3,Urban,7.784143622,1.0262244,26.71993106,21.3840485,1009.128685,#NULL!
3,Urban,37.11688104,9.317850016,24.03979082,18.87639816,276.1572101,#NULL!
3,Urban,36.75344081,8.452657726,21.22942637,20.33221598,259.2550258,967
2,Semi-urban,35.01803181,6.658981628,24.01449457,20.2353017,479.5120196,#NULL!
3,Urban,10.34130352,1.108561108,27.92698969,18.82941298,779.5020808,2488
,Urban,36.58672167,7.390214753,26.21367728,21.47360284,330.2321316,2320
1,Semi-urban,74.08162636,18.55642603,23.43244162,17.73552632,415.7224544,1453
1,Rural,5.719094898,0.353921262,45.72642482,44.40948864,990.9171619,#NULL!
3,Urban,11.71323994,0.848969175,44.69049245,36.10505769,734.0050071,#NULL!
1,Rural,1.699956822,0.461021143,45.41254492,42.3490486,3813.715722,#NULL!
1,Rural,6.623556,0.404908168,51.92814135,49.33008947,1322.687836,#NULL!
2,Rural,70.00815365,18.53522739,24.5761406,19.30902516,271.4836902,#NULL!
1,Semi-urban,33.47913966,7.885449983,25.53727089,20.32792346,309.3568773,1562
,Urban,22.43773865,6.363466187,32.66041878,27.14781592,391.0945421,1625
2,Semi-urban,5.538435117,0.299894445,54.59464501,46.25181857,1518.735616,#NULL!
2,Rural,37.15617855,5.675926625,25.59789709,22.35006313,274.0606055,#NULL!
3,Urban,53.71388579,13.95639458,32.35175976,24.42574897,334.8997771,#NULL!
3,Urban,12.91023844,1.005419969,28.52900846,23.27551652,397.4048358,#NULL!
3,Urban,51.08406778,18.19875774,24.50456395,23.59874043,552.1395364,1172
2,Semi-urban,52.14460601,15.12489814,27.53249821,23.84759036,362.7165392,2280
3,Urban,166.1869908,11.8518905,17.57353165,24.02919964,496.6953872,972
3,Urban,5.95165013,0.740045663,43.91567706,34.77959529,1422.894839,#NULL!
2,Urban,5.335441187,0.945651946,38.19196829,36.58855647,887.0423219,#NULL!
1,Semi-urban,27.70253467,1.91316673,23.2916757,22.61078378,555.5746612,#NULL!
1,Semi-urban,37.55700652,9.301842222,26.14891145,20.25749783,451.8406967,#NULL!
3,Urban,107.213982,5.923423558,23.21501306,22.62543582,285.6593224,1182
3,Urban,72.9151269,18.31485849,23.72676849,20.89472379,414.3652389,1826
1,Rural,6.81288795,0.42874243,42.32550787,39.49186303,759.5305195,3226
3,Urban,37.09681006,9.283739677,23.5157306,18.42770671,263.3097975,1402
3,Urban,36.29224411,9.289443758,24.85604785,18.63530213,490.0395776,1276
3,Rural,9.945390666,0.95927397,29.59580258,21.86061351,1455.871566,#NULL!
1,Semi-urban,36.84312195,8.839832849,22.0608439,19.86302983,454.3598406,#NULL!
3,Rural,27.88937104,6.453420571,25.66960316,22.42831915,539.6699379,#NULL!
3,Semi-urban,2.080976293,0.468730424,41.32824354,40.34189496,3244.638081,3677
2,Semi-urban,73.83552274,18.53888194,27.32714733,20.39995322,331.2450644,#NULL!
2,Rural,72.42361732,16.93463153,24.57741176,23.26193626,300.6495779,1347
3,Urban,122.4502131,12.24226637,20.56866711,21.21666667,452.201212,1063
1,Rural,59.80694658,16.1085637,23.24530723,19.03888527,443.491333,1869
2,Urban,43.51893201,6.475336202,31.27440831,30.43099095,384.6075139,1506
1,Rural,63.78362623,16.79205586,22.25059454,21.71043972,461.1690303,#NULL!
3,Urban,37.15392753,8.677129692,30.68400104,18.98850994,269.6358252,1080
3,Urban,19.0040481,1.559009367,32.97374974,22.6082156,612.6006543,1638
2,Semi-urban,8.24604982,0.79983588,35.64834849,37.42189778,1039.445688,2148
