"unit_id" "WT_national" "WT_ISP" "Valid_panel" "Pack_number" "Tech" "Plusnet_upload" "LLUvsNon" "MarketClass" "URBAN2" "Nation" "Dist_ADSL1" "Dist_ADSL2" "DL24hrmean" "DL24hrmax" "DLpeakmean" "DLpeakmax" "UL24hrmean" "UL24hrmax" "UL24hrmean_A" "UL24hrmax_A" "DNSFail24hr" "DNSFailPeak" "DNSRTT24hr" "DNSRTTPeak" "JitterUp24hr" "JitterUpPeak" "JitterDown24hr" "JitterDownPeak" "Latency24hr" "LatencyPeak" "PacketLoss24hr" "PacketLossPeak" "Web24hr" "WebPeak" "Disconnections" "YouTubeUHD24hr" "YouTubeHD24hr" "YouTubeSD24hr" "YouTubeFailed24hr" "YouTubeStartupDelay24hr" "YouTubeUHDPeak" "YouTubeHDPeak" "YouTubeSDPeak" "YouTubeFailedPeak" "YouTubeStartupDelayPeak" "NetflixUHD24hr" "NetflixHD24hr" "NetflixSD24hr" "NetflixFailed24hr" "NetflixStartupDelay24hr" "NetflixUHDPeak" "NetflixHDPeak" "NetflixSDPeak" "NetflixFailedPeak" "NetflixStartupDelayPeak" "iPlayerUHD24hr" "iPlayerHD24hr" "iPlayerSD24hr" "iPlayerFailed24hr" "iPlayerStartupDelay24hr" "iPlayerUHDPeak" "iPlayerHDPeak" "iPlayerSDPeak" "iPlayerFailedPeak" "iPlayerStartupDelayPeak"
"278" 814945 0.86 0.78 "Valid panelist" "Plusnet 20" "ADSL2" "#NULL!" "Y" "3" "Rural" "Northern Ireland" "#NULL!" "Distance band 20" 8.6528031416 9.01196 8.60647008 8.969336 0.954455928 1.077112 0.89689088 1.077112 0.05 0 50.30008663 42.67018329 16.4739 19.55345455 0.49382 0.59327273 41.26613966 41.799 0.51 1.91 844.85866988 820.32589474 1.68 "0" "1" "0" "0" "1109" "0" "1" "0" "0" "949" "0" "1" "0" "0" "1848" 0 1 0 0 1683.78936 "0" "1" "0" "0" "3287" 0 1 0 0 3941.68968182
"279" 155504 0 0.91 "Valid panelist" "Sky 40" "FTTC 38" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 20.3848532232 22.66828 19.9391596192 22.634792 6.9763845368 7.409608 6.9710395792 7.384728 0 0 25.06899357 25.14392035 0.35106928 0.35136842 0.64972508 0.99833333 18.81466524 19.120575 0.07 0.04 631.1222569 716.5654746 0.333 "0" "1" "0" "0" "664" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "0" "1" "0" "0" "1439" 0 1 0 0 1948.67147059
"280" 59882 0 1.38 "Valid panelist" "Sky 40" "FTTC 38" "#NULL!" "Y" "2" "Rural" "Northern Ireland" "#NULL!" "#NULL!" 36.763361 37.949144 37.2727692304 37.949144 9.4182718952 9.68664 9.4075284704 9.6068 0.03 0 25.77460737 25.95965385 0.22677673 0.2248125 0.42067925 0.4565 19.5268415 19.50533333 0.03 0.01 505.7222965 560.4741667 0.067 "0" "1" "0" "0" "531" "0" "1" "0" "0" "569" "1" "0" "0" "0" "886" 1 0 0 0 897.56116667 "0" "1" "0" "0" "1251" 0 1 0 0 1313.4446
"281" 812764 0.49 1 "Valid panelist" "BT 40" "FTTC 38" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 36.7443531704 37.175488 35.947732 37.175488 8.4550150304 8.543136 8.4417633688 8.543136 0 0 27.79291097 28.32887179 0.30685976 0.30555556 0.48606135 0.564 22.12341515 21.84263158 0.07 0.01 364.95341896 469.349 0 "0" "1" "0" "0" "677" "0" "1" "0" "0" "683" "1" "0" "0" "0" "937" 1 0 0 0 935.0869 "0" "1" "0" "0" "1441" 0 1 0 0 1564.82545
"282" 59868 0.33 1.1 "Valid panelist" "BT 80" "FTTC 76" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 71.853128604 74.329472 71.6895702224 74.292952 16.9126347736 17.049392 16.9158503528 16.99268 0 0 30.15484103 30.18091536 0.27568954 0.24211111 0.49764379 0.55527778 21.37614387 21.44878049 0.06 0.05 461.7519691 489.7644902 0.133 "0" "1" "0" "0" "764" "0" "1" "0" "0" "726" "1" "0" "0" "0" "551" 1 0 0 0 574.79894118 "0" "1" "0" "0" "1599" 0 1 0 0 1754.1068125
"283" 140852 1.43 0.46 "Valid panelist" "Sky 20" "ADSL2" "#NULL!" "Y" "2" "Semi-urban" "Northern Ireland" "#NULL!" "Distance band 2" 20.0759616 20.533176 20.1399420952 20.424608 1.0690917728 1.12248 1.0756982856 1.11668 0.06 0 27.33499485 27.475952 0.50106377 0.51647619 0.27436337 0.26942857 20.0535919 19.94240476 0.14 0.01 811.6761187 790.8947258 0.067 "0" "1" "0" "0" "710" "0" "1" "0" "0" "547" "1" "0" "0" "0" "2135" 1 0 0 0 1997.2557 "0" "1" "0" "0" "1747" 0 1 0 0 1579.9293
"284" 460750 0.49 0.87 "Valid panelist" "BT 40" "FTTC 38" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 37.0614181928 37.492368 37.0597538464 37.492368 7.6539912952 8.26428 7.6490576 8.228816 0.06 0.51 21.58724914 21.91581818 0.34001133 0.3627619 0.55701709 0.58895238 19.62796879 19.82271429 0.03 0.01 269.93626429 285.7901 0.1 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"285" 815415 0 0.99 "Valid panelist" "EE 40" "FTTC 38" "#NULL!" "N" "2" "Semi-urban" "Northern Ireland" "#NULL!" "#NULL!" 36.1355244904 37.332376 35.2750344616 37.184904 9.3732005688 9.68984 9.3640452304 9.672952 2.59 1.5 23.11522174 23.2240428 0.36061304 0.37584615 0.5949 0.99615385 20.09090638 20.40696154 0.01 0.01 388.18020346 379.44496154 0 "0" "1" "0" "0" "708" "0" "1" "0" "0" "854" "1" "0" "0" "0" "1739" 1 0 0 0 1762.04755 "0" "1" "0" "0" "2146" 0 1 0 0 3040.1382
"286" 3308 1.1 0 "Valid panelist" "Sky 8" "ADSL1" "#NULL!" "Y" "2" "Rural" "Northern Ireland" "Distance band 5" "#NULL!" 2.615005 2.69224 2.65076 2.670048 0.6731536088 0.691456 0.6796181816 0.68912 0.05 0 46.7904618 43.61456564 1.4287284 1.31533333 0.57985802 0.6 39.08767787 36.02977273 0.1 0 1894.08020112 1907.61927273 0.133 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"287" 657950 0 0 "Valid panelist" "BT 80" "FTTC 76" "#NULL!" "Y" "1" "Semi-urban" "Northern Ireland" "#NULL!" "#NULL!" 73.7521153552 74.346544 73.153795692 74.33516 16.991194808 17.084256 16.9889397896 17.081648 0 0 19.41610359 19.71929479 0.23257941 0.22285714 0.76128446 0.42763636 18.56756028 18.62013158 0.02 0 199.85050509 204.72794872 0.033 "0" "1" "0" "0" "449" "0" "1" "0" "0" "457" "1" "0" "0" "0" "629" 1 0 0 0 597.426475 "0" "1" "0" "0" "900" 0 1 0 0 1220.27168421
"288" 146172 1.16 0.78 "Valid panelist" "Plusnet 20" "ADSL2" "#NULL!" "Y" "1" "Rural" "Northern Ireland" "#NULL!" "Distance band 20" 14.0157544408 15.198776 13.5508457144 14.864864 1.1135564744 1.16812 1.1019596192 1.1416 0.02 0 28.30433423 28.41823641 0.65378348 0.6883 0.87592023 0.98815789 22.74204036 22.83688571 0.04 0.03 756.7514318 796.2049839 0.2 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"289" 816827 0 1 "Valid panelist" "Virgin 200" "Cable" "#NULL!" "N" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 73.8752970888 207.863448 43.3135115552 72.003368 12.304974476 12.437816 12.2856404448 12.375624 0.07 0 16.82872079 17.36394517 2.40950694 2.788 0.23197917 0.184625 20.71955709 20.87994118 0.25 0.16 310.99835862 316.41527778 0.154 "0" "1" "0" "0" "374" "0" "1" "0" "0" "382" "1" "0" "0" "0" "1801" 1 0 0 0 1769.45122222 "0" "1" "0" "0" "789" 0 1 0 0 912.536
"290" 30290 2.06 1 "Valid panelist" "BT 40" "FTTC 38" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 28.4750686288 30.222344 28.4766046 29.404408 7.887200048 8.141216 7.8756046312 8.10056 0.01 0 22.99865885 23.52668665 0.27425526 0.26210526 0.65781381 0.4963 17.64634143 17.7382439 0.06 0 297.48451045 301.69646154 0.033 "0" "1" "0" "0" "594" "0" "1" "0" "0" "619" "1" "0" "0" "0" "1258" 1 0 0 0 1257.98646154 "0" "1" "0" "0" "1617" 0 1 0 0 1775.34971795
"291" 815069 4.95 1.07 "Valid panelist" "Sky 20" "ADSL2" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "Distance band 15" 7.4349261176 7.522536 7.4456955552 7.522536 0.9613497064 1.011264 0.944385684 1.011264 0.04 0 29.05185896 28.14911308 0.53191216 0.53077778 0.63529252 1.06888889 19.64671 19.6908 0.05 0.01 947.54 1073.21572222 0.143 "0" "1" "0" "0" "683" "0" "1" "0" "0" "747" "0" "1" "0" "0" "1758" 0 1 0 0 1782.62884211 "0" "1" "0" "0" "2950" 0 1 0 0 3026.87794737
"292" 813549 0.49 0.82 "Valid panelist" "BT 40" "FTTC 38" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 36.5550889144 37.46388 35.9323131032 37.46388 9.2773193464 9.453064 9.2693757144 9.453064 0.02 0 22.70938413 23.48526531 0.32034909 0.30157143 0.28747636 0.38069231 17.40344367 17.39887879 0.12 0 241.16794224 293.20840741 0.077 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"293" 674230 0 0.89 "Valid panelist" "BT 80" "FTTC 76" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 58.6965536152 59.750488 58.6972307368 59.744968 13.7752181144 14.026616 13.7917967176 14.023824 0.23 0.11 22.48621076 22.81368261 0.34364308 0.35366667 0.40134154 0.473 17.16733929 17.2604 0.66 0.56 232.11899226 208.42652632 2.367 "0" "1" "0" "0" "467" "0" "1" "0" "0" "467" "1" "0" "0" "0" "663" 1 0 0 0 649.30555263 "0" "1" "0" "0" "1305" 0 1 0 0 1858.04088889
"294" 2180 0.74 1.26 "Valid panelist" "BT 80" "FTTC 76" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 72.1931002272 74.31088 70.2385717072 74.299944 18.5666325456 18.700352 18.55666 18.700352 0.01 0.1 22.05949107 22.52774748 0.27556716 0.2592 0.29853731 0.36680952 16.81608333 16.9199 0.17 0.31 239.44386099 249.48387805 0.793 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"295" 30291 2.4 1 "Valid panelist" "BT 40" "FTTC 38" "#NULL!" "Y" "3" "Semi-urban" "Northern Ireland" "#NULL!" "#NULL!" 27.8690541864 29.324776 26.1884727272 29.029448 5.70655852 6.139168 5.696061 6.029616 0.13 0.29 19.62665393 20.72369512 0.35956508 0.36314286 0.87894586 1.38085714 18.53015647 18.75789189 0.02 0.01 528.3304168 566.6563265 0.133 "0" "1" "0" "0" "572" "0" "1" "0" "0" "619" "1" "0" "0" "0" "1314" 1 0 0 0 1328.61166667 "0" "1" "0" "0" "1981" 0 1 0 0 1688.23127778
"296" 34526 0 0 "Valid panelist" "Plusnet 80" "FTTC 76" "20.0" "Y" "1" "Rural" "Northern Ireland" "#NULL!" "#NULL!" 44.4988498464 49.892616 43.0953217144 45.842088 13.1253821536 14.741512 12.849044308 14.489336 0 0 26.41427099 26.36425 0.26434892 0.29547059 0.37455755 0.5329375 21.92814203 21.94079487 0.03 0.01 499.7734468 471.6419318 0.033 "0" "1" "0" "0" "724" "0" "1" "0" "0" "708" "1" "0" "0" "0" "973" 1 0 0 0 973.834 "0" "1" "0" "0" "1992" 0 1 0 0 1891.1398
"297" 59869 0 1.22 "Valid panelist" "BT 40" "FTTC 38" "#NULL!" "Y" "3" "Rural" "Northern Ireland" "#NULL!" "#NULL!" 36.2901522072 37.16644 36.3329181536 37.16644 5.8021844368 6.06176 5.8056926 6.06176 0.02 0.1 24.57929038 24.83663017 0.36560588 0.37363636 0.85475882 0.48909091 17.86845157 17.8957619 0.03 0 233.46588023 232.62165 0 "0" "1" "0" "0" "688" "0" "1" "0" "0" "668" "1" "0" "0" "0" "948" 1 0 0 0 951.102825 "0" "1" "0" "0" "1457" 0 1 0 0 1798.8643
"298" 816693 0 0 "Valid panelist" "Virgin 70" "Cable" "#NULL!" "N" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 72.8248680432 73.464864 72.4635097144 73.456696 5.0413982792 5.190592 5.0429211432 5.185712 0 0 20.39940264 21.18511872 1.81821186 2.87614286 0.16544068 0.18928571 21.7401046 22.40392857 0 0.01 286.42874059 250.64521429 0 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"299" 142870 0 1.26 "Valid panelist" "BT 80" "FTTC 76" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 57.2200558632 61.328304 57.1409818944 61.328304 18.5640031088 18.6096 18.5792928 18.608088 0.11 1.09 18.59333743 19.32367697 0.27574713 0.2881 0.29626648 0.31905 16.80983569 16.83185366 0.02 0.04 381.862927 411.5975088 0.167 "0" "1" "0" "0" "735" "0" "1" "0" "0" "852" "1" "0" "0" "0" "530" 1 0 0 0 525.74345 "0" "1" "0" "0" "1406" 0 1 0 0 2342.1381
"300" 140854 0.38 1 "Valid panelist" "BT 40" "FTTC 38" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 36.9944098528 37.434504 37.0001148 37.422424 9.2790483616 9.449704 9.2987348568 9.414976 0.26 0.54 23.20288794 23.48213973 0.38700576 0.41319048 0.35854179 0.41565 16.58914468 16.71671429 0 0 464.4835476 472.62135 0.033 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"301" 455584 0.74 0.93 "Valid panelist" "BT 80" "FTTC 76" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 36.7470647184 36.917728 36.6862821624 36.917728 9.3008679504 9.364464 9.2994947368 9.364464 0.02 0.11 21.51914219 21.94027497 0.370225 0.364 0.34744375 0.41184211 16.51029429 16.61615789 0 0 231.66684399 205.98147222 0 "0" "1" "0" "0" "469" "0" "1" "0" "0" "457" "1" "0" "0" "0" "938" 1 0 0 0 945.57826316 "0" "1" "0" "0" "1237" 0 1 0 0 1255.62535135
"302" 813183 4.95 1.07 "Valid panelist" "Sky 20" "ADSL2" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "Distance band 16" 9.1980708152 10.32036 9.1328762104 10.32036 0.9262583976 0.97652 0.926009 0.957992 0.02 0 31.33394776 30.28080818 0.52234118 0.52436842 0.37185882 0.3702 19.34707122 19.29862162 0.03 0.03 812.05259243 810.91459459 0.133 "0" "1" "0" "0" "600" "0" "1" "0" "0" "648" "0" "1" "0" "0" "1691" 0 1 0 0 1624.59385 "0" "1" "0" "0" "2236" 0 1 0 0 2498.53025
"303" 670073 2.09 1.57 "Valid panelist" "BT 20" "ADSL2" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "Distance band 12" 7.7841436216 7.874408 7.7328845 7.874408 1.0262244 1.067624 1.0263255384 1.05 0 0 26.71993106 27.09141076 0.50814869 0.54064706 0.81025291 0.77294444 21.3840485 21.418775 0 0.01 1009.128685 1039.474396 0 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"304" 812690 1.1 0.88 "Valid panelist" "BT 40" "FTTC 38" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 37.1168810408 37.490488 36.9381146 37.418 9.317850016 9.474968 9.3035906 9.436176 0.05 0.1 24.03979082 24.42814119 0.32794578 0.31666667 0.5307027 0.3538 18.87639816 18.861925 0.05 0.06 276.15721012 316.8279 0.071 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"305" 34527 0.83 0.82 "Valid panelist" "BT 40" "FTTC 38" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 36.7534408072 37.111368 36.4896751512 37.111368 8.4526577264 8.552224 8.449515636 8.521984 0 0 21.22942637 21.49005625 0.25327711 0.25141176 0.42436145 0.43338889 20.33221598 20.32934146 0.02 0.03 259.2550258 295.26648485 0 "0" "1" "0" "0" "579" "0" "1" "0" "0" "567" "1" "0" "0" "0" "976" 1 0 0 0 973.38457576 "0" "1" "0" "0" "967" 0 1 0 0 1086.07260606
"306" 159828 0 1.52 "Valid panelist" "Plusnet 40" "FTTC 38" "10.0" "Y" "2" "Semi-urban" "Northern Ireland" "#NULL!" "#NULL!" 35.0180318128 37.456784 34.6062424 37.238872 6.658981628 6.803416 6.6387444 6.72764 0.02 0 24.01449457 24.13260333 0.37939942 0.37178947 0.55232653 0.56110526 20.2353017 20.4019 0.09 0.17 479.5120196 478.2606316 0.033 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"307" 813187 2.94 1.26 "Valid panelist" "Sky 20" "ADSL2" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "Distance band 9" 10.3413035152 12.224312 10.2066482 11.701024 1.108561108 1.174592 1.1030172 1.174592 0.02 0 27.92698969 27.80095075 0.45799712 0.47868421 0.30935159 0.31647619 18.82941298 18.76953846 0.07 0.05 779.50208081 747.24992857 0.3 "0" "1" "0" "0" "620" "0" "1" "0" "0" "679" "0" "1" "0" "0" "1425" 0 1 0 0 1356.10688889 "0" "1" "0" "0" "2488" 0 1 0 0 1845.34288889
"308" 249952 0 0.81 "Valid panelist" "EE 40" "FTTC 38" "#NULL!" "N" "" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 36.5867216656 37.167776 36.0756617432 37.15972 7.3902147528 7.578936 7.332633756 7.578936 2.46 3.77 26.21367728 26.27111139 0.4312819 0.42411765 0.47818101 0.72770588 21.47360284 22.001 0.02 0.05 330.23213158 308.82347368 0.033 "0" "1" "0" "0" "959" "0" "1" "0" "0" "854" "1" "0" "0" "0" "1791" 1 0 0 0 1852.869675 "0" "1" "0" "0" "2320" 0 1 0 0 2359.79187179
"309" 141896 0.33 0 "Valid panelist" "BT 80" "FTTC 76" "#NULL!" "Y" "1" "Semi-urban" "Northern Ireland" "#NULL!" "#NULL!" 74.0816263584 74.308472 73.9568228 74.30712 18.5564260344 18.685336 18.5460265264 18.685336 0.02 0 23.43244162 23.80729213 0.24225723 0.23405263 0.24040346 0.252 17.73552632 17.73338462 0.1 0.46 415.7224544 453.268875 0.467 "0" "1" "0" "0" "540" "0" "1" "0" "0" "561" "1" "0" "0" "0" "664" 1 0 0 0 656.797 "0" "1" "0" "0" "1453" 0 1 0 0 2517.20765
"310" 2937 0.37 0 "Valid panelist" "BT 8" "ADSL1" "#NULL!" "Y" "1" "Rural" "Northern Ireland" "Distance band 4" "#NULL!" 5.7190948976 6.764936 5.531472 6.763992 0.3539212616 0.384064 0.3359021816 0.378416 0.02 0.21 45.72642482 46.19792779 1.85667873 3.7203 0.73889593 0.6828 44.40948864 44.97015789 0.03 0 990.91716186 962.32113043 0 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"311" 2503 2.3 1.26 "Valid panelist" "Sky 20" "ADSL2" "#NULL!" "Y" "3" "Urban" "Northern Ireland" "#NULL!" "Distance band 6" 11.7132399352 11.977136 11.6545717504 11.962496 0.8489691752 0.917464 0.85008 0.903112 0.04 0.13 44.69049245 44.94895355 0.86510284 1.6312 0.33709574 0.3659375 36.10505769 36.18484375 0.03 0.04 734.00500707 764.75290625 0.233 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"312" 653972 2.47 0 "Valid panelist" "BT 8" "ADSL1" "#NULL!" "Y" "1" "Rural" "Northern Ireland" "Distance band 5" "#NULL!" 1.6999568224 1.921776 1.7072194288 1.896288 0.4610211432 0.57932 0.471144 0.57932 0.3 0 45.41254492 54.00815063 0.79102703 0.80388889 0.53917375 1.03377778 42.3490486 44.7815 0.23 0.12 3813.715722 4129.287974 0.233 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"313" 662464 0.34 0.43 "Valid panelist" "BT 20" "ADSL2" "#NULL!" "Y" "1" "Rural" "Northern Ireland" "#NULL!" "Distance band 2" 6.623556 6.86156 6.668070476 6.860408 0.404908168 0.480728 0.4108417776 0.480728 0.05 0 51.92814135 52.895 1.28231193 1.45365 0.51806748 1.18033333 49.33008947 49.6407619 0.11 0.15 1322.687836 1371.288088 0 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"314" 1731 0 0.93 "Valid panelist" "BT 80" "FTTC 76" "#NULL!" "Y" "2" "Rural" "Northern Ireland" "#NULL!" "#NULL!" 70.0081536472 74.316256 71.2754038712 74.316208 18.535227388 18.756224 18.5571765336 18.743656 0.1 0.62 24.5761406 24.97714195 0.24971698 0.2520625 0.28127044 0.27235294 19.30902516 19.18051613 0.01 0 271.48369018 280.18969697 0.033 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"315" 29085 0 0 "Valid panelist" "BT 80" "FTTC 76" "#NULL!" "Y" "1" "Semi-urban" "Northern Ireland" "#NULL!" "#NULL!" 33.47913966 35.006784 33.3626019456 35.00368 7.8854499832 8.142368 7.8934224448 8.127592 0.03 0 25.53727089 25.87708726 0.28273684 0.26647059 0.72414228 0.82170588 20.32792346 20.29305 0.03 0 309.35687726 344.45533333 0.167 "0" "1" "0" "0" "580" "0" "1" "0" "0" "589" "1" "0" "0" "0" "1120" 1 0 0 0 1104.020325 "0" "1" "0" "0" "1562" 0 1 0 0 2105.14408824
"316" 813547 0 0.61 "Valid panelist" "Plusnet 40" "FTTC 38" "10.0" "Y" "" "Urban" "Northern Ireland" "#NULL!" "#NULL!" 22.4377386472 28.83084 21.9420556 27.2658 6.3634661872 6.70488 6.3798488 6.694544 0.27 0 32.66041878 32.67417789 0.80975399 0.7875 1.1014377 1.10095 27.14781592 27.144875 1.11 0.21 391.09454213 397.75168421 1.964 "0" "1" "0" "0" "683" "0" "1" "0" "0" "672" "1" "0" "0" "0" "1586" 1 0 0 0 1592.85675 "0" "1" "0" "0" "1625" 0 1 0 0 1633.1799
"317" 3255 0.58 0 "Valid panelist" "BT 8" "ADSL1" "#NULL!" "Y" "2" "Semi-urban" "Northern Ireland" "Distance band 2" "#NULL!" 5.5384351168 6.66824 5.3063502504 6.662672 0.2998944448 0.38308 0.2533092504 0.38308 0.29 0.57 54.59464501 60.2706211 2.29510615 3.0564 0.86880447 1.6359 46.25181857 48.623 0.02 0.01 1518.73561618 1504.55625 0.067 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
"318" 175554 0.39 0 "Valid panelist" "Plusnet 40" "FTTC 38" "20.0" "Y" "2" "Rural" "Northern Ireland" "#NULL!" "#NULL!" 37.1561785528 40.384928 35.5219322 40.384928 5.6759266248 5.811264 5.6451608648 5.811264 0 0 25.59789709 25.825956 0.41087644 0.40195238 0.54119597 0.61342857 22.35006313 22.94619512 0.2 0.15 274.06060553 261.7245641 0.133 "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA "#NULL!" "#NULL!" "#NULL!" "#NULL!" "#NULL!" NA NA NA NA NA
