"ID","Distance.band","Urban.rural","Market","ISP","Headline.speed","Technology","Download.speed..Mbit.s..24.hour","Download.speed..Mbit.s..Max","Download.speed..Mbit.s..8.10pm.weekday","Upload.speed..Mbit.s.24.hour","Upload.speed..Mbit.s.Max","Upload.speed..Mbit.s.8.10pm.weekday","DNS.resolution..ms.24.hour","DNS.failure....24.hour","DNS.resolution..ms.8.10pm.weekday","DNS.failure....8.10pm.weekday","Jitter.up..ms.24.hour","Jitter.down..ms.24.hour","Jitter.up..ms.8.10pm.weekday","Jitter.down..ms.8.10pm.weekday","Latency..ms.24.hour","Packet.loss....24.hour","Latency..ms.8.10pm.weekday","Packet.loss....8.10pm.weekday","Web.page..ms.24.hour","Web.page..ms.8.10pm.weekday","ISP.weights","Nat.weights"
"1287","168266","946-1143","Urban",3,"Virgin","100","Cable",97.552,104.544,95.569,4.764,4.977,4.835,14.007,0.001,12.343,0.002,2.27,0.258,1.295,0.376,9.1,"0.120%",9.214,"0.040%",237.192,237.529,1,0.17
"1288","168304","582-763","Urban",3,"Virgin","120","Cable",101.735,125.284,89.912,11.166,11.715,10.926,9.698,0,11.351,0,2.149,0.214,3.736,0.28,8.443,"0.120%",10.234,"0.010%",162.731,158.901,1,0.23
"1289","168312","385-582","Urban",3,"Virgin","120","Cable",125.04,125.753,124.103,11.442,11.561,11.449,8.899,0.001,10.155,0,2.466,0.092,3.605,0.123,8.094,"0.060%",9,"0.010%",141.112,129.467,1,0.23
"1290","168314","1992-2563","Urban",3,"Virgin","120","Cable",101.681,125.675,97.309,11.365,11.519,11.363,16.653,0,16.606,0,2.533,0.15,2.73,0.269,16.61,"0.020%",16.822,"0.000%",258.863,270.9,1,NA
"1291","168318","1367-1635","Urban",3,"Virgin","120","Cable",122.748,125.25,122.766,11.868,12.408,11.521,15.385,0,14.666,0,1.474,0.217,NA,NA,14.218,"0.130%",15.454,"0.000%",230.636,287.292,1,NA
"1292","168322","1367-1635","Urban",3,"Virgin","120","Cable",117.738,125.258,115.684,11.268,11.545,11.258,15.598,0.001,15.636,0,1.682,0.207,1.949,0.235,16.178,"0.060%",16.506,"0.010%",269.005,270.822,1,NA
"1293","168324","763-946","Urban",3,"Virgin","120","Cable",120.52,125.669,118.854,10.901,11.685,9.433,19.492,0.006,17.644,0,3.762,0.19,NA,NA,15.17,"0.180%",15.729,"0.000%",264.857,221.647,1,NA
"1294","168330","1143-1367","Urban",3,"Virgin","120","Cable",125.513,125.731,125.476,11.458,11.577,11.462,12.866,0,13.079,0,2.56,0.112,3.08,0.201,12.761,"0.010%",13.449,"0.020%",192.252,216.884,1,NA
"1295","168332","1992-2563","Urban",3,"Virgin","120","Cable",82.125,124.555,54.163,10.25,11.461,10.059,21.998,0.001,22.669,0,8.036,0.398,8.447,1.043,16.089,"0.080%",17.99,"0.040%",300.468,319.401,1,NA
"1296","168340","0-385","Urban",3,"Virgin","120","Cable",86.899,125.258,60.823,11.017,11.782,10.635,10.734,0,13.322,0,2.665,0.398,4.02,0.779,9.59,"0.040%",12.145,"0.060%",213.532,285.81,1,0.23
"1297","168342","0-385","Urban",NA,"Virgin","120","Cable",105.484,125.265,93.83,12.124,12.362,12.095,10.501,0,11.05,0,1.848,0.222,2.281,0.295,10.294,"0.030%",11.171,"0.020%",204.476,222.771,1,NA
"1298","168344","0-385","Urban",3,"Virgin","120","Cable",123.371,125.68,122.492,11.229,11.548,11.286,12.645,0,12.85,0,3.949,0.106,4.652,0.168,10.211,"0.020%",10.818,"0.260%",161.894,159.6,1,0.23
"1299","168346","1143-1367","Urban",3,"Virgin","120","Cable",110.042,125.261,92.746,11.327,11.601,11.251,21.607,0.002,20.334,0,1.68,0.261,2.147,0.406,14.356,"0.060%",15.115,"0.120%",259.609,252.155,1,NA
"1300","168348","2563-5000","Urban",3,"Virgin","60","Cable",62.124,62.38,61.788,3.204,3.313,3.204,13.289,0,14.865,0,3.011,0.151,4.225,0.256,13.362,"0.050%",14.885,"0.010%",247.873,300.15,1,0.38
"1301","168352","1143-1367","Urban",3,"Virgin","60","Cable",62.224,62.394,62.176,2.913,2.974,2.917,15.575,0,15.391,0,3.047,0.097,3.15,0.127,12.826,"0.020%",13.732,"0.010%",199.401,235.106,1,0.38
"1302","168360","763-946","Urban",3,"Virgin","60","Cable",62.131,62.181,62.127,2.924,2.972,2.924,9.196,0.001,9.008,0,1.28,0.146,1.397,0.2,7.871,"0.050%",8.094,"0.000%",177.232,226.467,1,0.38
"1303","168362","1367-1635","Urban",3,"Virgin","120","Cable",116.532,125.268,104.753,11.447,11.539,11.441,19.965,0,17.356,0,1.273,0.199,1.298,0.342,13.789,"0.150%",13.907,"0.050%",240.033,272.966,1,NA
"1304","168370","946-1143","Urban",2,"Virgin","120","Cable",125.219,125.705,124.385,11.435,11.538,11.423,14.384,0,13.681,0,2.227,0.128,2.484,0.229,9.402,"0.020%",9.685,"0.000%",151.143,157.739,1,NA
"1305","168372","1635-1992","Urban",3,"Virgin","120","Cable",121.122,125.684,118.415,11.308,11.547,11.236,13.661,0.001,12.697,0,2.732,0.136,3.408,0.234,9.576,"0.250%",9.867,"0.270%",163.743,183.152,1,NA
"1306","168374","1992-2563","Urban",3,"Virgin","120","Cable",123.589,125.686,122.096,12.163,12.415,12.147,14.388,0,14.495,0,2.605,0.11,2.874,0.175,15.305,"0.020%",15.996,"0.000%",263.115,268.303,1,NA
"1307","168378","1367-1635","Rural",1,"Plusnet","8","DSL",6.268,6.881,6.126,0.4,0.446,0.401,34.326,0,34.842,0,1.118,0.608,1.148,1.221,32.834,"0.100%",33.625,"0.010%",794.915,835.154,NA,NA
"1308","168382","385-582","Urban",3,"Sky","20","ADSL2+",13.999,14.753,14.13,1.025,1.085,1.037,25.956,0.001,24.977,0,0.671,0.416,0.616,0.423,22.126,"0.150%",22.329,"0.040%",867.32,1092.342,0.62,NA
"1309","168384","385-582","Urban",1,"TalkTalk","20","ADSL2+",13.352,14.222,13.336,0.827,0.851,0.828,23.328,0,23.523,0.003,0.861,0.482,0.989,0.482,21.567,"0.770%",21.622,"2.780%",687.423,674.641,NA,NA
"1310","168392","1992-2563","Urban",3,"Virgin","30","Cable",31.391,31.45,31.411,1.99,2.044,1.992,13.543,0,14.043,0,2.549,0.156,3.099,0.279,9.597,"0.080%",10.362,"0.020%",195.844,206.45,1,0.59
"1311","168396","946-1143","Urban",3,"Virgin","60","Cable",61.897,62.701,61.703,3.094,3.168,3.09,14.907,0,14.744,0,2.134,0.279,2.612,0.398,12.843,"0.040%",13.554,"0.020%",230.92,247.198,1,0.38
"1312","168398","1367-1635","Urban",3,"Virgin","60","Cable",58.587,62.883,54.845,2.936,3.163,2.969,19.456,0,21.119,0,5.029,0.233,5.224,0.498,13.324,"0.140%",15.012,"0.000%",361.137,354.333,1,NA
"1313","168400","946-1143","Urban",3,"Virgin","60","Cable",61.007,62.678,61.084,2.967,3.048,2.964,19.525,0,18.954,0,3.022,0.212,2.882,0.319,14.352,"0.160%",14.567,"0.010%",275.706,276.519,1,0.38
"1314","168402","582-763","Urban",2,"Virgin","30","Cable",33.215,33.354,32.895,1.997,2.044,1.999,16.302,0,16.952,0,2.418,0.139,2.785,0.238,15.282,"0.150%",15.632,"0.010%",251.238,323.343,1,0.26
"1315","168404","385-582","Urban",2,"Virgin","30","Cable",33.179,33.36,33.09,1.981,2.04,1.981,24.933,0.003,24.652,0,3.894,0.207,4.53,0.35,14.929,"0.050%",15.595,"0.000%",233.124,226.051,1,0.26
"1316","168406","2563-5000","Urban",3,"Virgin","30","Cable",31.365,31.452,31.363,1.991,2.053,1.976,17.531,0.001,17.564,0,2.571,0.188,3.22,0.317,19.869,"0.100%",20.744,"0.020%",301.436,308.803,1,0.59
"1317","168412","763-946","Urban",3,"Virgin","30","Cable",32.527,33.35,31.618,1.992,2.045,1.991,12.596,0,12.796,0.002,2.123,0.257,2.115,0.449,9.651,"0.090%",10.323,"0.050%",182.286,200.521,1,0.59
"1318","168418","1367-1635","Urban",3,"Virgin","30","Cable",31.008,31.504,30.98,2,2.05,2.007,12.333,0,12.37,0.002,1.306,0.262,1.42,0.423,16.502,"0.080%",17.262,"0.090%",293.868,314.259,1,0.59
"1319","168420","385-582","Urban",3,"Virgin","30","Cable",31.161,31.451,30.225,2.001,2.052,2.009,16.897,0,17.183,0,2.467,0.182,2.956,0.348,20.793,"0.020%",21.409,"0.040%",304.817,308.589,1,0.59
"1320","168422","1367-1635","Urban",3,"Virgin","60","Cable",50.597,62.679,42.4,2.962,3.054,2.965,20.345,0,33.085,0,7.893,0.257,17.894,0.345,19.331,"0.040%",30.997,"0.030%",298.713,383.141,1,NA
"1321","168426","0-385","Urban",3,"Virgin","30","Cable",31.016,31.347,30.613,1.993,2.049,1.989,20.786,0,20.594,0,2.066,0.237,2.73,0.311,9.955,"0.020%",10.661,"0.000%",222.465,220.593,1,0.59
"1322","168428","385-582","Urban",3,"Virgin","60","Cable",62.524,62.898,62.851,3.088,3.167,3.095,14.76,0,15.019,0,2.458,0.168,2.767,0.301,15.606,"0.030%",16.031,"0.000%",278.027,268.946,1,NA
"1323","168430","1367-1635","Urban",3,"Virgin","60","Cable",62.725,62.908,62.602,2.989,3.047,2.993,16.621,0.002,15.392,0,2.526,0.127,2.497,0.196,15.212,"0.480%",15.445,"0.020%",250.143,217.452,1,NA
"1324","168432","1635-1992","Urban",3,"Virgin","30","Cable",30.938,31.346,31.073,1.968,2.043,1.941,23.718,0,23.729,0,2.574,0.206,2.69,0.254,20.112,"0.050%",20.25,"0.010%",330.905,345.262,1,0.59
"1325","168434","582-763","Urban",3,"Virgin","30","Cable",31.158,31.339,31.093,1.991,2.044,1.987,19.358,0,18.915,0,1.471,0.173,1.836,0.236,18.194,"0.000%",18.799,"0.020%",315.385,331.458,1,0.59
"1326","168436","0-385","",NA,"Virgin","60","Cable",62.671,62.978,62.633,3.001,3.058,3.004,10.428,0,10.24,0,2.214,0.122,2.444,0.182,16.549,"0.020%",16.765,"0.040%",245.185,262.979,1,NA
"1327","168440","582-763","Urban",3,"Virgin","60","Cable",62.658,62.696,62.658,3.002,3.062,3.004,12.401,0,12.622,0,1.237,0.234,1.32,0.46,14.166,"0.070%",14.596,"0.010%",250.356,269.04,1,NA
"1328","168446","0-385","Urban",3,"Virgin","30","Cable",31.125,31.455,30.374,1.989,2.052,1.98,13.246,0,14.589,0,3.07,0.268,4.189,0.674,16.541,"0.080%",18.553,"0.020%",265.894,299.856,1,0.59
"1329","168450","946-1143","Urban",3,"Virgin","30","Cable",31.121,31.35,30.617,1.994,2.035,1.99,8.941,0,9.105,0,1.274,0.232,1.413,0.322,8.273,"0.030%",8.586,"0.010%",191.286,198.68,1,0.59
"1330","168456","0-385","Urban",NA,"Virgin","60","Cable",61.919,62.674,60.856,2.984,3.043,2.978,12.155,0,13.118,0,1.852,0.278,2.536,0.488,8.491,"0.030%",9.503,"0.020%",189.898,205.793,1,NA
"1331","168458","763-946","Urban",3,"Virgin","30","Cable",29.717,31.449,27.905,1.999,2.058,1.997,23.256,0,25.917,0,3.884,0.303,7.045,0.722,14.997,"0.080%",18.726,"0.010%",246.978,313.966,1,0.59
"1332","168462","1367-1635","Urban",3,"Virgin","60","Cable",21.113,62.667,2.34,2.989,3.051,3.001,16.813,0,21.853,0,3.119,1.101,4.956,2.752,17.418,"0.030%",22.804,"0.020%",555.983,1531.604,0,NA
"1333","168720","1367-1635","Urban",3,"Virgin","20","Cable",20.07,20.246,19.913,1.116,1.241,1.112,16.246,0,16.782,0,4.288,0.307,5.024,0.364,18.361,"0.020%",19.483,"0.030%",325.166,319.381,1,0.97
"1334","168726","2563-5000","Rural",3,"BT","2","",0.642,0.811,0.66,0.39,0.501,0.399,44.632,0,33.871,0,0.738,0.842,0.789,0.703,29.106,"0.040%",NA,"",5346.797,4882.77,NA,0.07
"1335","168728","0-385","",NA,"Virgin","30","Cable",33.082,33.245,33.191,1.977,2.046,1.986,16.378,0,15.736,0,2.626,0.194,2.532,0.253,15.286,"0.060%",16.998,"0.060%",286.68,321.4,1,NA
"1336","168730","1635-1992","Urban",3,"Tiscali","20","DSL",2.669,3.287,2.685,0.705,0.821,0.708,49.077,0.001,49.208,0,0.61,0.51,0.725,0.728,46.719,"0.640%",46.86,"0.010%",2861.779,2676.54,1.19,0.44
"1337","168740","946-1143","Urban",3,"Be","20","DSL",9.555,10.463,9.446,0.629,1.082,0.597,25.753,0,25.316,0,0.784,0.376,0.865,0.4,24.653,"0.140%",24.512,"0.390%",965.23,914.878,1.24,0.88
"1338","168742","1992-2563","Rural",1,"BT","8","DSL",1.928,1.987,1.925,0.386,0.408,0.387,52.483,0.001,53.039,0.004,1.41,1.328,1.394,1.406,49.204,"0.120%",49.744,"0.120%",2540.078,2818.333,NA,0.33
"1339","168744","1143-1367","Urban",2,"Sky","20","ADSL2+",14.453,14.96,14.256,1.12,1.171,1.112,21.406,0.001,20.861,0,0.459,0.453,0.489,0.623,17.231,"0.460%",17.898,"0.290%",940.177,1235.568,0.86,0.45
"1340","168756","0-385","Urban",3,"Plusnet","8","DSL",2.721,2.81,2.711,0.381,0.4,0.38,33.174,0.001,32.974,0.002,1.104,0.56,1.149,0.699,31.78,"0.060%",32.145,"0.020%",1425.047,1440.063,0.92,NA
"1341","169610","385-582","Urban",3,"Orange","20","DSL",9.822,12.922,9.664,0.938,0.992,0.943,19.785,0.002,20.059,0,0.436,0.35,0.43,0.518,14.272,"0.280%",14.592,"0.470%",450.533,488.462,0.58,NA
"1342","172338","1143-1367","Urban",3,"Sky","20","ADSL2+",11.57,14.581,12.002,0.93,1.039,0.925,25.349,0,23.867,0,0.701,0.789,0.658,0.459,27.89,"0.450%",26.369,"0.240%",833.61,NA,0.86,1.01
"1343","172356","385-582","Urban",3,"Virgin","120","Cable",106.811,125.114,96.464,11.012,11.546,11.022,17.682,0,16.74,0,1.823,0.246,2.017,0.342,11.036,"0.050%",11.609,"0.000%",191.936,181.967,1,0.23
"1344","172372","0-385","Urban",3,"Plusnet","20","DSL",20.415,20.873,20.409,1.027,1.048,1.032,24.159,0.001,23.977,0,0.555,0.332,0.554,0.418,23.03,"0.060%",23.107,"0.000%",383.617,388.033,0.66,NA
"1345","172408","1367-1635","Urban",3,"Plusnet","20","DSL",12.053,12.921,12.225,0.374,0.402,0.372,30.141,0.002,31.517,0.002,1.748,0.451,1.471,0.55,26.575,"0.120%",27.2,"0.560%",667.615,747.57,1.19,NA
"1346","172416","763-946","Urban",3,"Plusnet","8","DSL",3.656,4.92,3.584,0.38,0.418,0.374,29.671,0.001,30.001,0.007,1.939,0.406,2.974,0.588,28.308,"0.060%",28.842,"0.210%",1537.681,1452.545,0.92,NA
"1347","172418","946-1143","Urban",3,"Virgin","30","Cable",28.166,31.352,26.308,1.941,2.047,1.941,25.648,0,26.727,0,5.349,0.279,6.055,0.447,19.096,"0.060%",21.318,"0.000%",370.885,406.804,1,0.59
"1348","172428","582-763","Urban",3,"Virgin","30","Cable",32.708,62.847,31.269,2.039,3.023,2.025,14.017,0,14.771,0,4.534,0.328,5.454,0.423,16.676,"0.030%",17.56,"0.020%",287.025,275.631,0,NA
"1349","172430","2563-5000","Rural",3,"O2","8","ADSL2+",2.163,2.455,2.149,0.791,0.815,0.79,24.126,0.001,23.711,0,0.462,0.527,0.445,0.595,19.175,"0.310%",19.111,"0.330%",2234.671,2319.477,NA,0.14
"1350","172438","2563-5000","Urban",3,"Virgin","60","Cable",61.999,63.078,61.462,3.028,3.142,3.029,11.376,0,12.169,0,2.706,0.262,3.482,0.448,10.023,"0.030%",11.172,"0.000%",172.292,186.363,1,0.38
"1351","173730","1143-1367","Urban",2,"Sky","20","ADSL2+",10.582,11.143,10.507,1.104,1.164,1.103,24.078,0.002,23.232,0,0.517,0.38,0.525,0.701,21.4,"0.350%",21.255,"0.240%",1020.42,1534.554,0.86,0.45
"1352","173732","582-763","Urban",3,"Orange","20","DSL",6.26,6.36,6.208,1.009,1.067,1.007,56.371,0.02,58.823,0.038,0.567,0.576,0.574,1.292,15.288,"0.160%",16.635,"0.860%",647.817,742.438,0.74,NA
"1353","173734","582-763","Urban",2,"Virgin","120","Cable",58.005,125.671,37.95,11.373,11.565,11.321,16.378,0,17.295,0,3.181,0.532,4.149,0.865,15.551,"0.060%",17.274,"0.010%",240.438,270.619,0,NA
"1354","175546","1367-1635","Urban",3,"Virgin","120","Cable",62.241,124.959,26.92,9.81,11.689,8.739,23.422,0,31.597,0,5.554,0.271,17.894,0.434,18.562,"0.120%",28.487,"0.080%",342.689,560.324,0,NA
"1355","175550","763-946","Urban",3,"Virgin","120","Cable",111.501,124.188,NA,6.013,11.498,NA,15.743,0,NA,NA,NA,NA,NA,NA,16.045,"0.040%",NA,"",207.678,NA,NA,NA
"1356","175564","1992-2563","Urban",3,"Sky","20","ADSL2+",3.801,4.137,3.832,0.676,0.736,0.673,40.552,0.001,40.666,0,0.854,0.608,0.855,0.455,45.095,"0.100%",45.385,"0.090%",1382.35,1314.609,1.92,1.68
"1357","175568","2563-5000","Urban",3,"Sky","8","ADSL2+",1.967,2.051,2.014,0.523,0.541,0.529,36.126,0,35.626,0,1.095,0.91,1.101,0.899,32.888,"0.250%",32.541,"0.370%",2245.078,2138.935,NA,0.18
"1358","175572","2563-5000","Rural",3,"Be","8","ADSL2+",2.055,2.238,1.925,0.827,0.869,0.807,28.954,0.001,31.092,0,0.615,0.847,0.895,2.857,25.611,"0.250%",30.594,"0.460%",2188.621,2341.836,NA,0.31
"1359","175632","946-1143","Urban",3,"BT","20","DSL",15.453,16.535,15.059,0.979,1.029,0.969,23.384,0.001,24.88,0,2.454,0.434,2.43,0.444,24.69,"0.230%",25.665,"0.170%",515.331,570.675,0.73,0.77
"1360","175638","1143-1367","Urban",3,"Virgin","30","Cable",33.298,33.361,33.321,1.946,2.043,1.87,17.067,0,16.996,0,2.395,0.148,2.664,0.234,17.201,"0.150%",17.875,"0.170%",261.241,250.846,1,0.59
"1361","175676","5000+","Rural",1,"BT","8","DSL",0.429,0.485,0.426,0.384,0.411,0.383,35.143,0.001,35.508,0,0.677,0.94,0.716,1.057,33.467,"0.180%",34.492,"0.450%",8228.34,8149.174,NA,0.74
"1362","175726","0-385","",NA,"Sky","20","DSL",3.198,3.541,2.881,0.669,0.708,0.656,28.774,0.002,50.091,0,0.763,0.63,NA,NA,23.33,"0.260%",35.486,"0.570%",1461.484,2054.975,0.72,NA
"1363","175746","5000+","Rural",2,"TalkTalk","8","ADSL2+",0.875,0.92,0.871,0.376,0.556,0.376,31.252,0,31.964,0,0.739,0.614,0.78,0.697,33.377,"0.100%",33.614,"0.150%",4395.645,4469.089,NA,0.11
"1364","175750","1367-1635","Urban",3,"Virgin","30","Cable",29.796,31.354,27.345,1.998,2.043,1.993,17.225,0,18.155,0,1.872,0.273,2.587,0.391,19.827,"0.070%",20.928,"0.030%",334.654,370.916,1,0.59
"1365","175752","946-1143","Urban",3,"Virgin","30","Cable",30.298,31.354,29.842,1.989,2.036,1.989,9.424,0,9.637,0,1.333,0.32,1.462,0.56,8.217,"0.040%",8.862,"0.000%",191.483,204.025,1,0.59
"1366","176870","946-1143","Urban",3,"Virgin","120","Cable",117.449,125.29,110.342,11.159,11.535,11.2,13.61,0.005,13.326,0,1.88,0.23,2.113,0.354,10.419,"0.200%",10.917,"0.040%",191.361,183.4,1,NA
"1367","180972","2563-5000","Rural",2,"Eclipse","20","DSL",36.194,37.023,34.907,1.839,1.892,1.842,15.469,0.002,16.006,0.002,NA,NA,NA,NA,12.837,"0.180%",13.305,"0.120%",238.758,313.888,NA,NA
"1368","181540","2563-5000","Rural",1,"BT","2","",0.467,0.498,0.466,0.261,0.296,0.263,27.015,0,26.997,0,1.061,0.845,0.964,0.923,25.003,"0.020%",24.68,"0.010%",7763.493,7843.089,NA,0.01
"1369","181542","946-1143","Rural",1,"BT","20","DSL",4.585,5.079,4.624,0.8,0.989,0.818,29.604,0.003,29.547,0,0.588,0.431,0.57,0.432,29.111,"0.340%",29.914,"0.160%",925.909,928.443,NA,0.26
"1370","181544","763-946","Urban",3,"O2","20","ADSL2+",11.54,12.403,11.384,1.627,1.66,1.62,22.804,0.003,22.469,0.014,0.448,0.409,0.436,0.453,20.114,"1.660%",20.226,"3.720%",1062.676,1060.317,1.24,0.88
"1371","184418","1143-1367","Urban",1,"TalkTalk","20","DSL",11.047,11.076,11.043,0.73,0.763,0.724,29.352,0.001,29.154,0,0.896,0.465,0.944,0.599,23.463,"0.010%",23.717,"0.020%",488.264,480.486,NA,NA
"1372","184458","385-582","Urban",3,"Plusnet","20","DSL",16.244,16.531,16.13,0.965,1.022,0.962,10.266,0,10.218,0,0.542,0.449,0.557,0.565,9.479,"0.010%",9.661,"0.000%",326.08,386.136,0.66,NA
"1373","185180","0-385","",4,"FTTP","100","FTTx",58.773,60.24,NA,8.403,11.303,NA,11.97,0,11.25,0,0.351,0.149,NA,NA,7.999,"0.010%",NA,"",147.409,NA,NA,NA
"1374","185594","2563-5000","Rural",2,"Plusnet","8","DSL",1.772,1.847,1.767,0.701,0.746,0.7,NA,NA,NA,NA,0.563,0.659,0.572,0.783,14.605,"0.360%",14.642,"0.670%",1971.429,1976.123,1.05,NA
"1375","185646","1992-2563","Urban",3,"Virgin","60","Cable",62.129,62.904,61.926,2.959,3.051,2.962,NA,NA,NA,NA,2.301,0.145,2.963,0.253,12.616,"0.660%",13.119,"0.990%",NA,NA,1,0.38
"1376","185882","582-763","Urban",1,"BT","8","DSL",12.165,15.739,11.584,0.331,0.593,0.316,27.036,0.016,27.076,0.019,4.338,0.448,5.435,0.557,25.247,"0.090%",25.399,"0.030%",608.269,720.066,NA,NA
"1377","186908","0-385","Urban",3,"TalkTalk","20","ADSL2+",16.471,17.092,16.467,0.861,0.889,0.861,26.243,0,26.48,0,0.88,0.491,0.933,0.555,30.792,"0.060%",30.933,"0.030%",547.709,543.317,0.54,0.49
"1378","186914","946-1143","Urban",3,"FTTP","330","FTTx",221.764,265.104,221.439,21.041,22.455,20.81,6.511,0.003,6.761,0.003,0.435,0.074,0.942,0.111,3.474,"0.710%",NA,"",317.81,NA,NA,NA
"1379","186916","946-1143","Urban",3,"Virgin","20","Cable",19.851,20.727,19.749,1.153,1.226,1.146,14.783,0.001,14.628,0,1.481,0.738,1.708,1.491,14.944,"0.090%",15.773,"0.020%",459.064,477.813,1,0.85
"1380","186918","582-763","Urban",3,"Sky","20","DSL",12.437,13.149,12.479,0.933,1.001,0.929,20.645,0.029,19.936,0.067,0.522,0.412,0.524,0.432,23.975,"1.550%",24.032,"3.020%",549.458,549.115,0.62,0.52
"1381","186920","1635-1992","Urban",3,"Sky","20","ADSL2+",4.87,5.317,5.058,0.671,0.725,0.666,48.408,0.001,48.023,0,1.09,0.963,1.168,1.272,45.206,"0.500%",46.228,"1.330%",1300.861,1337.296,1.44,1.55
"1382","186922","1143-1367","Urban",3,"BT","20","DSL",13.426,14.761,13.396,0.838,1.082,0.827,12.847,0.001,13.362,0.003,0.446,0.47,0.444,0.586,12.146,"0.150%",12.404,"0.030%",355.479,365.276,0.73,0.77
"1383","186926","582-763","Urban",3,"Plusnet","20","DSL",12.074,13.309,11.994,0.714,0.831,0.716,35.975,0.001,35.576,0.002,0.884,0.607,1.068,0.665,34.701,"0.140%",35.117,"0.410%",591.034,606.425,0.99,NA
"1384","193894","2563-5000","Urban",3,"Virgin","60","Cable",55.771,62.151,52.169,2.857,2.958,2.842,19.909,0,20.368,0,4.686,0.361,5.718,0.703,17.824,"0.040%",20.259,"0.010%",302.92,339.49,1,0.38
"1385","193900","1635-1992","Urban",3,"Orange","20","DSL",4.823,5.707,4.826,0.909,1.073,0.921,35.643,0.002,36.829,0.002,0.72,0.512,0.711,0.724,30.67,"0.210%",31.896,"0.320%",923.389,910.048,1.49,1.41
"1386","193904","1635-1992","Urban",4,"Karoo","20","ADSL2+",3.197,3.735,3.148,0.858,0.887,0.859,41.414,0.001,42.163,0,0.511,0.71,0.499,0.682,40.702,"0.310%",41.723,"0.440%",1217.223,1252.053,1.46,NA
"1387","199304","1367-1635","Urban",3,"Virgin","60","Cable",59.312,62.156,57.251,2.908,2.98,2.899,17.359,0,17.309,0,1.476,0.221,1.583,0.28,16.207,"0.100%",16.52,"0.000%",269.638,288.857,1,NA
"1388","200336","0-385","Urban",2,"TalkTalk","20","ADSL2+",17.244,17.807,17.181,0.853,0.885,0.851,22.106,0,22.737,0,1.023,0.398,1.054,0.417,12.719,"0.030%",13.43,"0.050%",678.467,536.535,0.54,0.22
"1389","205916","1367-1635","Urban",3,"TalkTalk","20","ADSL2+",8.364,9.129,8.305,0.549,0.582,0.547,28.901,0,28.572,0,1.926,0.752,2.541,1.083,27.306,"0.320%",28.191,"0.850%",724.77,823.919,1.19,0.96
"1390","205918","385-582","Urban",2,"TalkTalk","20","ADSL2+",15.82,16.273,15.881,0.853,0.878,0.853,29.084,0,29.079,0,0.818,0.377,0.859,0.449,19.778,"0.210%",19.835,"0.020%",651.794,680.559,0.54,0.22
"1391","206546","1992-2563","Urban",3,"Virgin","60","Cable",62.414,62.698,62.653,3.002,3.061,3.005,12.093,0,11.726,0,1.262,0.158,1.284,0.26,12.309,"0.040%",12.331,"0.030%",238.974,232.195,1,0.38
"1392","248076","0-385","",4,"Karoo","20","DSL",16.753,17.178,16.925,1.094,1.155,1.074,16.498,0,14.88,0,0.379,0.342,NA,NA,11.072,"0.030%",11.189,"0.000%",285.924,267.365,0.97,NA
"1393","249888","0-385","",NA,"Virgin","120","Cable",88.029,125.674,59.693,11.453,11.558,11.463,18.984,0.001,20.243,0,2.386,0.417,2.935,1.093,9.979,"0.010%",11.947,"0.020%",160.048,162.845,1,NA
"1394","250076","2563-5000","Urban",2,"Orange","20","DSL",9.216,10.691,9.226,1.048,1.112,1.048,25.23,0.001,25.891,0,0.475,0.431,0.438,0.441,21.226,"0.040%",21.334,"0.050%",534.784,496.345,2.08,0.68
"1395","250090","0-385","Urban",3,"Orange","20","DSL",11.659,12.472,10.284,0.579,0.627,0.579,33.222,0.001,36.344,0.013,0.694,0.506,0.831,1.153,28.487,"0.110%",29.758,"0.450%",551.581,815.093,0.58,0.47
"1396","250764","1992-2563","Urban",3,"Virgin","60","Cable",62.236,62.622,62.279,3.212,3.77,3.213,12.559,0.001,12.214,0,2.63,0.097,2.692,0.144,12.284,"0.060%",12.292,"0.000%",238.303,244.048,1,0.38
"1397","250802","1635-1992","Urban",4,"FTTP","100","FTTx",94.373,94.925,94.487,19.355,19.911,19.269,14.07,0,13.898,0,3.171,2.543,3.09,2.56,14.794,"0.060%",14.813,"0.010%",150.778,161.939,NA,NA
"1398","251376","1992-2563","Urban",3,"Virgin","120","Cable",119.14,125.726,119.26,11.489,11.775,11.455,11.61,0,11.262,0,2.393,0.189,2.955,0.385,12.912,"0.010%",13.432,"0.070%",195.782,203.197,1,NA
"1399","251380","385-582","Rural",3,"TalkTalk","20","ADSL2+",13.071,13.261,13.038,0.884,0.926,0.887,33.95,0,33.953,0,0.859,0.547,0.899,0.6,30.511,"0.040%",30.616,"0.060%",556.565,588.476,0.54,0.38
"1400","251964","5000+","Rural",1,"Plusnet","8","DSL",0.581,0.697,0.57,0.323,0.388,0.319,48.579,0.003,48.385,0,1.037,1.525,1.027,1.651,46.022,"0.540%",46.266,"0.560%",5381.204,5332.488,NA,NA
"1401","251968","1367-1635","Urban",4,"FTTP","100","FTTx",60.229,94.905,59.195,9.248,19.428,9.184,11.836,0.002,11.998,0.003,0.588,0.395,0.54,0.349,8.178,"0.400%",8.274,"0.010%",151.536,147.371,NA,NA
