"ID","Distance.band","Urban.rural","Market","ISP","Headline.speed","Technology","Download.speed..Mbit.s..24.hour","Download.speed..Mbit.s..Max","Download.speed..Mbit.s..8.10pm.weekday","Upload.speed..Mbit.s.24.hour","Upload.speed..Mbit.s.Max","Upload.speed..Mbit.s.8.10pm.weekday","DNS.resolution..ms.24.hour","DNS.failure....24.hour","DNS.resolution..ms.8.10pm.weekday","DNS.failure....8.10pm.weekday","Jitter.up..ms.24.hour","Jitter.down..ms.24.hour","Jitter.up..ms.8.10pm.weekday","Jitter.down..ms.8.10pm.weekday","Latency..ms.24.hour","Packet.loss....24.hour","Latency..ms.8.10pm.weekday","Packet.loss....8.10pm.weekday","Web.page..ms.24.hour","Web.page..ms.8.10pm.weekday","ISP.weights","Nat.weights"
"319","2647","2563-5000","Urban",3,"BT","8","DSL",2.895,3.019,2.891,0.489,0.593,0.483,26.343,0,26.271,0,1.615,1.267,2.832,1.515,25.203,"0.050%",26.202,"0.020%",1291.809,1366.143,0.71,0.99
"320","2650","2563-5000","Rural",1,"Plusnet","8","DSL",2.707,2.73,NA,0.716,0.774,NA,NA,NA,NA,NA,0.87,0.789,NA,NA,21.728,"0.790%",NA,"",NA,NA,NA,NA
"321","2651","1635-1992","Urban",3,"TalkTalk","20","ADSL2+",5.539,5.808,5.56,0.845,0.915,0.847,46.026,0,46.012,0,0.678,0.427,0.663,0.535,36.33,"0.090%",36.669,"0.030%",1745.873,2001.139,1.19,1.47
"322","2654","1635-1992","Urban",3,"Virgin","20","Cable",20.264,20.404,20.242,1.18,1.251,1.187,14.396,0,13.898,0,1.565,0.239,1.645,0.335,7.897,"0.000%",8.2,"0.000%",253.696,260.9,1,0.97
"323","2655","2563-5000","Urban",3,"Virgin","30","Cable",25.913,31.435,24.498,2.016,2.112,2.021,22.543,0,22.847,0,3.352,0.642,4.806,1.877,17.533,"0.020%",19.348,"0.060%",282.434,306.196,1,0.59
"324","2661","1635-1992","Urban",3,"Virgin","30","Cable",33.184,33.238,33.143,1.998,2.07,2,13.192,0,13.136,0,1.482,0.25,1.63,0.412,13.258,"0.020%",13.544,"0.030%",255.07,237.426,1,0.59
"325","2665","1635-1992","Urban",3,"BT","20","DSL",7.678,7.82,7.694,0.867,0.991,0.89,24.102,0.001,24.168,0.002,0.612,0.51,0.614,0.518,22.527,"0.100%",22.621,"0.020%",601.948,599.846,1.03,1.34
"326","2666","1635-1992","Urban",3,"TalkTalk","20","ADSL2+",4.68,5.673,4.72,0.906,0.962,0.906,34.6,0,34.148,0,0.986,0.628,1.036,0.77,23.001,"0.040%",23.187,"0.020%",2036.939,2369.887,1.19,0.96
"327","2672","1143-1367","Urban",3,"O2","8","ADSL2+",4.92,5.825,4.862,0.933,0.997,0.932,26.012,0.002,25.614,0.002,0.563,0.506,0.566,0.557,19.151,"0.360%",19.109,"0.280%",1917.647,1792.214,NA,NA
"328","2674","1992-2563","Urban",3,"TalkTalk","8","ADSL2+",4.802,4.862,4.818,0.661,0.7,0.659,37.664,0,37.735,0,0.646,0.455,0.68,0.43,36.885,"0.020%",36.942,"0.000%",1381.07,1233.938,NA,NA
"329","2675","385-582","Urban",4,"Karoo","20","ADSL2+",19.423,19.581,19.384,0.993,1.054,0.994,12.987,0,12.884,0,0.536,0.309,0.547,0.307,12.659,"0.020%",12.74,"0.010%",297.166,277.93,0.97,NA
"330","2693","2563-5000","Rural",2,"BT","8","DSL",4.419,4.953,4.268,0.365,0.456,0.364,33.767,0,34.449,0,1.112,0.47,0.81,0.422,33.114,"0.020%",33.923,"0.010%",1014.83,1039.142,0.71,0.34
"331","2698","763-946","Urban",3,"AOL","20","ADSL2+",13.9,16.527,13.597,0.875,0.941,0.878,24.068,0.005,24.955,0,1.105,0.404,1.138,0.433,17.241,"0.280%",17.311,"0.100%",512.065,516.584,NA,1.08
"332","2700","2563-5000","Rural",3,"Sky","20","ADSL2+",4.453,5.503,4.399,0.745,0.917,0.745,28.682,0.049,25.705,0.014,0.729,0.784,0.697,0.761,33.358,"5.220%",23.612,"0.280%",2252.698,2568.819,1.92,1.29
"333","2703","946-1143","Urban",2,"Sky","20","ADSL2+",12.742,13.348,12.622,1.107,1.177,1.097,25.805,0.002,25.122,0,0.477,0.48,0.475,0.524,19.556,"0.530%",19.802,"0.290%",1467.449,1283.187,1.23,0.39
"334","2705","763-946","Urban",3,"Sky","20","ADSL2+",15.821,17.565,15.422,0.982,1.039,0.996,26.369,0,25.763,0,0.509,0.275,0.505,0.238,19.013,"1.300%",18.939,"0.030%",1439.498,1736.106,1.23,0.88
"335","2713","2563-5000","Rural",2,"BT","20","DSL",6.904,7.342,6.941,0.942,0.994,0.94,17.697,0,17.946,0,0.408,0.347,0.399,0.442,16.581,"0.040%",16.663,"0.040%",577.311,586.81,1.54,0.5
"336","2714","0-385","",NA,"BT","20","DSL",16.083,16.433,16.06,0.929,1.008,0.918,32.488,0.001,32.861,0,0.896,0.388,1.034,0.699,32.572,"0.090%",33.209,"0.020%",507.119,488.937,0.91,NA
"337","2715","763-946","Urban",2,"Sky","20","ADSL2+",14.037,14.565,14.06,1.106,1.177,1.106,20.406,0.001,19.848,0.002,0.49,0.447,0.508,0.465,16.349,"0.680%",16.411,"0.600%",1343.509,1899.898,1.23,0.39
"338","2731","1143-1367","Urban",3,"Plusnet","20","DSL",9.949,10.806,9.824,0.349,0.443,0.299,26.632,0.001,36.707,0.004,1.355,0.427,1.229,0.454,20.762,"0.100%",21.967,"0.220%",1174.087,2317.792,1.27,0.25
"339","2734","385-582","Urban",3,"TalkTalk","20","ADSL2+",16.33,16.793,16.347,0.887,0.997,0.903,23.44,0,23.374,0,1.231,0.479,1.251,0.539,16.075,"0.030%",16.693,"0.010%",553.341,391.541,0.54,NA
"340","2741","2563-5000","Urban",2,"Plusnet","20","DSL",2.668,2.98,2.482,0.383,0.677,0.4,34.641,0.001,35.886,0,0.693,0.518,0.69,0.666,32.889,"0.080%",32.505,"0.180%",1366.835,NA,1.19,0.21
"341","2748","1635-1992","Urban",3,"O2","8","ADSL2+",3.606,4.13,3.593,0.932,1.013,0.936,26.485,0.001,25.141,0,3.303,0.492,0.67,0.49,25.952,"0.140%",22.043,"0.110%",2178.629,2112.664,NA,0.16
"342","2753","0-385","",NA,"Be","20","DSL",9.144,10.523,9.007,0.719,1.365,0.555,17.674,0.029,18.866,0.042,1.653,1.029,1.158,0.798,12.935,"1.570%",15.11,"1.370%",3599.297,3500.844,0.69,NA
"343","2754","1367-1635","Urban",3,"Orange","20","DSL",8.527,8.848,8.342,0.726,0.801,0.716,20.662,0,22.186,0,0.78,0.489,0.762,0.651,16.447,"0.100%",17.632,"0.330%",513.843,554.441,1.49,NA
"344","2765","0-385","Urban",3,"BT","20","DSL",16.842,17.315,16.874,1.001,1.101,1.007,23.226,0.001,23.638,0,0.638,0.438,0.664,0.779,21.667,"0.130%",21.902,"0.010%",397.999,433.544,0.91,0.45
"345","2767","1635-1992","Rural",1,"TalkTalk","20","ADSL2+",6.164,6.512,6.181,0.828,0.854,0.826,38.758,0,39.082,0,0.703,0.558,0.843,0.586,35.794,"0.100%",36.368,"0.100%",844.09,887.893,NA,0.49
"346","2769","763-946","Rural",2,"TalkTalk","20","ADSL2+",10.568,12.889,10.783,0.706,0.822,0.692,23.559,0.001,23.79,0,1.373,0.56,1.458,0.654,27.993,"0.110%",28.567,"0.020%",983.475,943.979,1.36,0.29
"347","2775","2563-5000","Urban",3,"BT","8","DSL",6.041,6.301,5.77,0.349,0.368,0.343,28.614,0,29.433,0,0.911,0.413,0.814,0.623,28.278,"0.010%",29.098,"0.000%",762.602,867.221,0.71,0.99
"348","2781","0-385","Rural",1,"Be","20","DSL",15.313,15.597,15.33,0.016,0.086,0.015,18.021,0.039,17.775,0.028,0.622,0.476,0.566,0.523,14.572,"3.270%",14.671,"3.250%",3620.058,3310.919,NA,NA
"349","2784","5000+","Rural",1,"Tiscali","20","DSL",1.859,1.998,1.839,0.512,0.55,0.501,43.482,0.002,44.179,0.005,0.813,0.647,1.098,1.29,43.582,"0.150%",46.042,"0.530%",2024.215,2164.159,NA,0.35
"350","2785","582-763","Urban",3,"Sky","20","ADSL2+",17.84,18.636,17.716,1.096,1.124,1.086,17.987,0,17.501,0,0.589,0.518,0.482,0.505,14.755,"0.140%",14.904,"0.040%",435.437,378.822,0.62,0.52
"351","2788","1143-1367","Rural",1,"Virgin","8","DSL",2.262,5.83,1.116,0.385,0.395,0.384,40.699,0,53.039,0,0.968,2.691,0.685,7.722,39.608,"0.190%",50.999,"0.050%",1766.918,3636.07,NA,NA
"352","2789","2563-5000","Urban",3,"O2","20","ADSL2+",2.338,2.71,2.309,0.753,0.814,0.742,30.448,0.001,31.053,0.003,0.735,0.918,0.796,1.636,27.358,"0.240%",28.832,"0.550%",2651.408,2905.511,1.03,1.68
"353","2802","2563-5000","Urban",3,"Be","8","ADSL2+",4.18,4.425,4.178,0.973,0.991,0.974,34.249,0.001,33.691,0.002,0.652,0.456,0.695,0.539,27.874,"0.310%",28.115,"0.620%",2099.419,2401.915,NA,0.4
"354","2811","0-385","Rural",1,"Plusnet","8","DSL",6.528,6.759,6.539,0.369,0.396,0.363,48.406,0.01,48.671,0.005,1.277,0.844,0.945,1.193,47.396,"0.170%",49.072,"0.230%",1050.5,1072.716,NA,NA
"355","2813","582-763","Urban",3,"Be","8","ADSL2+",5.425,7.463,5.423,1.102,1.127,1.104,18.204,0,17.542,0,0.614,0.531,0.555,0.42,15.828,"0.100%",15.716,"0.030%",1939.694,2080.009,NA,NA
"356","2818","946-1143","Urban",3,"BT","20","DSL",7.021,7.253,7.037,0.817,1.029,0.841,11.192,0,11.223,0,0.798,0.441,0.629,0.431,9.646,"0.070%",9.597,"0.000%",554.64,591.814,0.73,0.77
"357","2819","385-582","Urban",2,"TalkTalk","20","ADSL2+",16.817,17.086,16.528,0.831,0.872,0.821,20.456,0.001,21.153,0,1.022,0.501,1.175,0.725,19.558,"0.100%",20.444,"0.210%",512.663,756.436,0.54,0.22
"358","2822","385-582","Urban",1,"TalkTalk","20","ADSL2+",6.754,6.888,6.701,0.839,0.87,0.837,28.29,0.002,27.916,0,1.027,0.809,1.404,0.773,32.712,"0.060%",33.294,"0.020%",764.134,739.623,NA,NA
"359","2823","0-385","Rural",1,"BT","8","DSL",0.464,0.501,0.459,0.382,0.396,0.38,33.063,0.001,33.3,0.004,0.806,0.493,0.908,0.604,33.088,"0.080%",33.679,"0.140%",7681.235,7786.98,NA,NA
"360","2827","946-1143","Rural",1,"BT","8","DSL",6.373,6.603,6.223,0.383,0.393,0.382,46.963,0.001,47.463,0.003,0.926,0.514,1.234,0.686,47.431,"0.210%",47.73,"0.930%",1244.277,1272.558,NA,0.17
"361","2839","1992-2563","Rural",1,"BT","8","DSL",6.247,6.743,6.233,0.346,0.367,0.336,42.895,0,44.385,0.002,1.827,0.579,3.752,0.597,42.701,"0.030%",43.801,"0.050%",1339.565,1357.973,NA,0.3
"362","2849","763-946","Urban",3,"Sky","20","ADSL2+",16.834,17.595,16.66,0.98,1.01,0.978,21.544,0,21.073,0,0.595,0.4,0.618,0.431,18.846,"0.170%",19.136,"0.110%",685.957,719.764,1.23,0.88
"363","2869","1992-2563","Rural",1,"BT","20","DSL",4.963,5.972,4.94,0.807,0.852,0.809,23.657,0.004,23.814,0.01,0.646,0.382,0.72,0.408,22.712,"1.310%",22.268,"0.600%",900.977,866.328,NA,0.45
"364","2875","1143-1367","Urban",3,"Sky","20","ADSL2+",14.903,16.093,14.839,0.677,0.693,0.68,28.871,0.002,28.025,0.002,1.193,0.834,1.175,0.849,32.714,"0.500%",32.693,"0.920%",590.993,607.885,1.23,1.01
"365","2881","0-385","",NA,"Virgin","30","Cable",31.028,31.335,NA,1.975,1.98,NA,16.44,0,14.82,0,1.408,0.282,NA,NA,19.015,"0.000%",NA,"",349.376,NA,NA,NA
"366","2885","763-946","Urban",3,"Sky","20","ADSL2+",11.135,11.504,11.146,0.936,0.955,0.936,19.583,0,18.834,0.002,0.583,0.44,0.482,0.422,22.493,"0.120%",22.515,"0.010%",778.105,791.02,1.23,0.88
"367","2887","385-582","Urban",3,"BT","8","DSL",4.451,4.716,4.319,0.382,0.394,0.383,44.281,0.001,44.49,0.002,1.106,0.642,1.204,0.936,44.68,"0.120%",44.909,"0.160%",1297.755,1505.7,0.94,0.3
"368","2893","1635-1992","Urban",3,"Sky","20","ADSL2+",4.105,4.81,4.09,0.747,0.834,0.724,28.634,0.001,28.685,0,0.84,0.563,0.512,0.551,21.428,"1.080%",23.045,"0.410%",1860.866,1836.495,1.44,1.55
"369","2900","1635-1992","Rural",1,"BT","8","DSL",4.163,5.646,4.205,0.288,0.392,0.297,47.554,0.002,45.265,0,1.665,0.924,2.156,1.088,43.541,"0.080%",43.744,"0.000%",4863.459,4847.337,NA,0.2
"370","2902","0-385","",NA,"Sky","20","DSL",10.609,13.394,10.719,1.049,1.093,1.051,22.605,0,21.92,0,0.551,0.572,0.522,0.566,26.752,"0.400%",26.469,"0.180%",1384.512,1301.694,0.72,NA
"371","2903","2563-5000","Urban",3,"Virgin","20","Cable",20.081,20.47,20.108,1.06,1.131,1.028,13.04,0.001,12.996,0.003,2.65,0.313,3.697,0.592,11.526,"0.150%",12.437,"0.050%",346.087,448.053,1,1.61
"372","2908","0-385","Urban",2,"Plusnet","20","DSL",5.504,12.322,3.642,0.378,0.395,0.366,29.451,0.002,29.458,0.003,1.044,0.559,0.923,0.922,28.37,"1.210%",29.143,"0.550%",930.656,1110.975,0,NA
"373","2909","582-763","Urban",3,"Sky","20","ADSL2+",12.618,13.071,12.633,0.797,0.838,0.803,25.549,0.001,25.105,0.002,0.875,0.481,0.86,0.505,29.592,"0.120%",29.624,"0.030%",571.058,657.192,0.62,0.52
"374","2913","1992-2563","Urban",3,"Orange","20","DSL",1.894,2.114,1.933,0.675,0.717,0.678,32.929,0.003,34.754,0.023,0.683,0.708,0.577,1.189,25.42,"0.150%",26.87,"0.780%",1801.454,2263.112,2.08,1.53
"375","2919","1635-1992","Urban",3,"Plusnet","20","DSL",3.849,3.876,3.85,0.892,0.909,0.893,16.09,0.001,16.049,0,0.594,0.595,0.624,0.738,14.944,"0.050%",14.747,"0.040%",955.72,957.063,1.19,0.44
"376","2921","1992-2563","Rural",1,"Sky","8","DSL",1.796,4.244,0.73,0.378,0.391,0.374,44.822,0.042,54.606,NA,1.259,1.927,1.087,2.681,45.947,"4.060%",51.697,"",3327.209,10129.517,NA,NA
"377","2923","385-582","Urban",1,"BT","8","DSL",6.32,6.746,6.101,0.376,0.396,0.374,32.291,0.026,32.369,0.02,0.973,0.548,1.491,0.854,32.212,"0.190%",32.817,"0.220%",1136.495,1225.018,NA,NA
"378","2934","1143-1367","Urban",2,"TalkTalk","20","ADSL2+",10.843,12.857,10.854,0.871,0.884,0.871,NA,NA,NA,NA,NA,NA,NA,NA,44.766,"0.080%",44.995,"0.030%",NA,NA,1.9,0.38
"379","2937","1635-1992","Rural",1,"BT","8","DSL",4.906,6.773,4.579,0.377,0.388,0.375,59.918,0.002,60.3,0.003,1.277,0.57,1.28,0.724,60.413,"0.210%",60.776,"0.600%",1213.661,1598.803,NA,0.2
"380","2939","1992-2563","Rural",1,"BT","20","DSL",4.761,5.14,4.775,0.844,0.877,0.842,29.251,0.001,29.144,0,0.784,0.529,0.876,0.551,28.542,"0.140%",28.479,"0.740%",885.959,857.016,NA,0.49
"381","2941","1367-1635","Urban",2,"BT","8","DSL",1.106,1.398,1.121,0.382,0.396,0.383,28.825,0.001,28.6,0,0.934,0.761,0.969,0.792,27.62,"0.060%",28.088,"0.000%",3202.604,3179.339,1.89,0.27
"382","2948","385-582","Rural",1,"BT","8","DSL",5.963,6.706,5.33,0.38,0.392,0.379,47.651,NA,48.06,0.1,0.841,0.473,0.99,0.612,47.748,"0.170%",48.192,"0.150%",1219.466,1492.992,NA,NA
"383","2952","946-1143","Urban",3,"BT","8","DSL",6.983,6.995,6.991,0.361,0.372,0.36,29.663,0,29.741,0,0.865,0.436,0.828,0.471,29.671,"0.040%",29.692,"0.010%",707.629,708.843,0.94,0.52
"384","2954","1143-1367","Urban",2,"AOL","8","DSL",6.085,7.004,5.911,0.855,0.875,0.847,39.345,0.002,40.636,0.002,0.822,0.569,0.87,0.719,35.712,"0.060%",36.301,"0.060%",871.73,917.481,NA,NA
"385","2957","1143-1367","Urban",3,"Virgin","30","Cable",16.463,36.378,6.144,2.656,2.96,2.574,28.151,0,31.408,0,11.724,1.025,18.976,2.894,18.454,"0.020%",23.66,"0.070%",637.032,1045.443,1,0.59
"386","2960","385-582","Urban",2,"Plusnet","8","DSL",1.892,1.938,1.858,0.375,0.396,0.366,20.682,0.001,21.881,0,1.238,0.591,1.113,1.464,19.628,"0.140%",21.571,"0.030%",1867.038,1973.32,0.92,NA
"387","2963","385-582","Urban",3,"BT","20","DSL",15.71,16.464,15.718,0.761,0.772,0.76,31.298,0,31.241,0,0.632,0.48,0.624,0.509,31.331,"0.030%",31.314,"0.000%",549.322,583.031,0.91,0.45
"388","2964","1992-2563","Urban",3,"Sky","20","ADSL2+",1.866,2.19,1.825,0.522,0.688,0.522,51.962,0.006,51.763,0,1.342,0.698,1.441,0.685,45.157,"2.530%",45.436,"2.880%",2592.751,2691.315,1.44,1.55
"389","2968","1367-1635","Urban",3,"BT","20","DSL",10.65,11.033,10.542,0.671,0.682,0.67,27.445,0,27.416,0,0.685,0.444,0.755,0.561,28.489,"0.040%",29.031,"0.000%",573.013,541.531,1.03,0.88
"390","2971","763-946","Urban",3,"O2","20","ADSL2+",14.245,14.846,14.246,1.136,1.148,1.138,25.828,0.002,25.501,0.003,0.556,0.615,0.816,0.678,25.007,"0.250%",25.318,"0.480%",514.686,512.072,1.24,0.88
"391","2977","385-582","Urban",2,"Orange","20","DSL",15.991,16.23,15.911,1.081,1.099,1.081,22.859,0.001,22.494,0,0.517,0.438,0.606,0.613,16.98,"0.060%",17.29,"0.060%",426.941,467.689,0.58,0.21
"392","2983","2563-5000","Urban",2,"TalkTalk","20","ADSL2+",3.056,3.626,2.975,0.591,0.691,0.584,47.08,0.003,54.655,0.002,2.153,0.687,4.157,0.68,36.853,"0.720%",44.212,"0.810%",1528.345,1366.786,0.95,0.71
"393","2984","385-582","Rural",2,"TalkTalk","20","ADSL2+",15.448,15.961,15.556,0.742,0.761,0.743,30.39,0.001,30.341,0,0.968,0.449,1.054,0.597,21.038,"0.020%",21.413,"0.020%",557.927,568.458,0.54,0.17
"394","2987","582-763","Urban",3,"Eclipse","20","DSL",3.577,6.973,2.374,0.373,0.397,0.361,40.581,0.004,40.581,0,NA,NA,NA,NA,NA,"",NA,"",2020.302,1826.793,NA,0.56
"395","2988","763-946","Urban",3,"BT","20","DSL",8.577,9.711,8.634,0.923,0.948,0.928,27.898,0.001,28.234,0,0.64,0.461,0.552,0.466,27.95,"0.220%",28.231,"0.180%",609.991,594.712,1.1,0.77
"396","2989","385-582","Urban",3,"TalkTalk","20","ADSL2+",9.796,10.822,9.608,0.772,0.832,0.769,31.31,0,31.323,0,0.711,0.547,0.809,0.662,36.225,"0.040%",36.599,"0.020%",720.163,741.877,0.54,NA
"397","2990","1143-1367","Urban",3,"Sky","20","ADSL2+",16.887,17.405,16.877,0.981,0.998,0.983,19.163,0,18.661,0,0.997,0.37,0.944,0.395,20.233,"0.130%",20.389,"0.000%",481.292,510.285,1.23,1.01
"398","2992","0-385","Urban",3,"Virgin","20","Cable",20.364,20.472,19.971,1.122,1.137,1.117,14.384,0,14.845,0,1.541,0.184,1.702,0.269,13.623,"0.010%",13.827,"0.020%",342.954,327.78,1,0.49
"399","2994","946-1143","Urban",3,"TalkTalk","20","ADSL2+",7.355,7.479,7.461,0.796,0.818,0.789,NA,NA,NA,NA,0.861,0.622,0.937,0.731,35.201,"0.030%",36.553,"0.080%",NA,NA,1.9,0.84
"400","2995","385-582","Urban",2,"BT","8","DSL",4.974,5.693,5.018,0.381,0.395,0.382,33.267,0,32.965,0,1.017,0.54,1.003,0.553,33.906,"0.010%",33.72,"0.020%",956.699,1014.951,0.94,0.14
"401","2999","763-946","Rural",1,"Plusnet","8","DSL",5.266,6.721,5.187,0.31,0.394,0.308,47.243,0.001,47.219,0.002,1.237,0.512,1.305,0.853,46.149,"0.060%",46.089,"0.020%",1400.184,1277.957,NA,NA
"402","3000","946-1143","Urban",3,"Be","20","ADSL2+",9.504,10.871,9.174,1.084,1.107,1.08,33.196,0.003,35.906,0.002,5.361,1.099,7.331,1.664,29.283,"0.320%",34.26,"0.140%",1185.359,1082.005,1.24,0.88
"403","3004","0-385","Rural",1,"Orange","8","DSL",6.465,6.706,6.198,0.38,0.393,0.376,51.702,0,52.229,0,1.127,0.475,1.305,0.588,46.75,"0.020%",47.165,"0.010%",1069.372,1083.96,NA,NA
"404","3005","385-582","Urban",3,"Sky","20","ADSL2+",2.834,3.204,2.806,0.797,0.828,0.796,21.426,0.001,21.368,0,0.621,0.769,0.532,0.952,25.057,"0.780%",25.535,"0.260%",1926.783,1863.618,0,NA
"405","3006","582-763","Urban",3,"Sky","20","ADSL2+",14.937,15.541,15.04,0.972,1.001,0.969,16.544,0.001,16.126,0,0.594,0.349,0.812,0.364,13.837,"0.190%",13.858,"0.140%",982.211,1124.237,0.62,0.52
"406","3011","385-582","Urban",3,"TalkTalk","20","ADSL2+",7.62,11.752,7.308,0.511,0.667,0.497,36.384,0.013,37.952,0.016,0.878,0.549,1.116,0.61,29.012,"4.560%",30.088,"8.590%",1619.852,2096.754,0.54,0.49
"407","3013","1367-1635","Rural",2,"BT","20","DSL",5.318,5.724,5.233,0.911,0.964,0.912,25.598,0,25.383,0,0.83,0.985,0.651,0.548,25.541,"0.060%",25.997,"0.260%",869.836,813.073,1.03,0.3
"408","3014","2563-5000","Rural",1,"BT","8","DSL",2.802,2.844,2.8,0.34,0.368,0.333,33.082,0,33.362,0,1.01,0.556,1.149,0.645,32.872,"0.050%",33.193,"0.190%",2507.242,2114.773,NA,0.74
"409","3016","946-1143","Urban",3,"BT","20","DSL",5.674,5.981,5.713,0.861,0.889,0.849,19.182,0.001,19.428,0.003,1.022,0.676,1.074,0.967,18.178,"0.020%",18.649,"0.010%",718.707,692.108,0.73,0.77
"410","3023","946-1143","Urban",3,"Sky","20","ADSL2+",5.071,5.473,5.005,0.521,0.548,0.523,46.002,0.001,45.771,0,1.134,2.468,1.019,2.773,39.347,"0.340%",39.62,"0.300%",1982.04,2088.348,1.23,0.88
"411","3024","763-946","Urban",3,"Virgin","20","Cable",18.957,20.734,18.334,1.107,1.142,1.123,22.774,0.002,21.6,0.002,1.177,1.079,1.549,2.088,16.084,"0.390%",17.359,"0.360%",479.697,408.19,1,0.85
"412","3039","582-763","Urban",3,"Plusnet","20","DSL",11.094,11.224,11.099,0.925,1.001,0.919,17.968,0.002,17.761,0.003,0.67,0.524,0.629,0.629,16.901,"0.120%",17.028,"0.070%",452.555,480.971,0.99,NA
"413","3040","385-582","Urban",3,"Tiscali","20","DSL",2.253,2.344,2.259,0.839,0.869,0.846,35.122,0.001,34.875,0,1.244,0.632,1.095,0.715,36.228,"0.640%",37.191,"0.000%",3041.128,2955.051,0.66,NA
"414","3041","385-582","Urban",3,"Sky","20","ADSL2+",18.451,19.272,18.306,0.967,0.986,0.962,20.293,0,19.698,0,0.577,0.336,0.6,0.34,18.427,"0.150%",18.518,"0.000%",502.793,491.716,0.62,NA
"415","3042","2563-5000","Rural",1,"Virgin","8","DSL",3.927,6.3,1.478,0.383,0.395,0.384,29.781,0,38.1,0,1.398,1.683,0.849,6.866,28.182,"0.020%",34.573,"0.240%",1055.935,2661.607,NA,NA
"416","3051","1635-1992","Urban",3,"Virgin","20","Cable",16.524,20.703,13.916,1.001,1.139,0.948,18.917,0,27.682,0,2.378,0.868,2.656,0.817,19.986,"0.030%",27.004,"0.030%",593.76,948.068,1,1.48
"417","3063","763-946","Urban",3,"TalkTalk","20","ADSL2+",13.208,13.386,13.135,0.686,0.75,0.676,31.168,0,32.03,0,0.721,0.445,0.675,0.503,21.963,"0.050%",22.773,"0.070%",539.119,598.923,1.36,0.84
"418","3084","0-385","",NA,"Virgin","30","Cable",30.697,31.44,NA,1.972,1.982,NA,15.295,0,14.886,0,1.476,0.156,NA,NA,17.313,"0.000%",NA,"",363.635,NA,NA,NA
"419","3091","1992-2563","Urban",2,"Orange","20","DSL",4.265,4.915,4.219,0.943,0.96,0.942,46.531,0.001,47.876,0,0.719,0.76,0.738,0.97,40.627,"0.110%",41.556,"0.070%",1079.437,1138.09,2.08,0.68
"420","3097","2563-5000","Urban",3,"TalkTalk","20","ADSL2+",2.744,2.79,2.75,0.172,0.188,0.169,38.388,0,39.839,0,3.308,0.745,3.846,0.968,40.464,"0.020%",41.426,"0.020%",1610.03,1665.323,0.95,3.59
"421","3101","1367-1635","Urban",3,"Sky","20","ADSL2+",7.998,8.31,8.022,1.1,1.132,1.102,19.364,0,18.83,0,0.723,0.571,0.796,0.599,15.935,"0.250%",15.944,"0.270%",1830.657,1803.674,0.86,1.01
"422","3105","946-1143","Urban",3,"Virgin","50","Cable",40.876,44.635,39.582,2.876,2.956,2.879,18.515,0,18.387,0,3.138,0.261,5.052,0.33,10.243,"0.010%",10.783,"0.010%",316.488,320.176,1,NA
"423","3113","1992-2563","Urban",1,"Virgin","8","DSL",1.013,1.116,1.011,0.575,0.587,0.572,45.322,0.003,47.124,0.003,0.778,1.062,0.757,3.174,43.119,"0.210%",44.883,"0.140%",3636.718,3747.051,NA,NA
"424","3114","0-385","",NA,"Virgin","30","Cable",20.168,31.144,16.045,1.955,1.977,1.95,21.021,0,21.963,0,4.017,0.546,NA,NA,19.091,"0.010%",20.93,"0.000%",401.375,460.772,1,NA
"425","3122","1143-1367","Urban",3,"Sky","20","ADSL2+",8.576,9.819,8.19,0.97,1.01,0.914,11.057,0,10.993,0,0.678,0.447,1.07,0.554,15.204,"0.830%",15.237,"0.400%",1733.594,1746.681,1.23,1.01
"426","3126","1143-1367","Urban",2,"Tiscali","20","DSL",5.986,6.184,5.958,0.823,0.849,0.817,32.797,0,33.619,0,1.073,0.561,1.24,0.676,29.172,"0.170%",30.651,"0.330%",1088.988,1618.097,1.27,NA
"427","3127","1367-1635","Urban",3,"TalkTalk","20","ADSL2+",4.678,5.082,4.556,0.771,0.828,0.768,37.699,0,38.592,0,1.546,1.692,1.694,1.901,29.603,"0.070%",29.88,"0.180%",928.865,998.921,1.19,0.96
"428","3128","582-763","Urban",3,"TalkTalk","20","ADSL2+",11.455,11.585,11.48,0.72,0.746,0.724,32.827,0,34.262,0,1.632,0.574,1.102,0.717,37.981,"0.060%",40.48,"0.190%",755.699,890.309,1.36,0.49
"429","3131","1143-1367","Urban",3,"Tiscali","8","DSL",6.46,6.496,6.477,0.453,0.49,0.449,36.516,0,36.42,0,1.2,0.422,2.109,0.491,33.952,"0.030%",34.171,"0.010%",823.117,823.085,0.92,NA
"430","3133","0-385","",NA,"Virgin","30","Cable",31.559,36.023,30.782,2.456,2.964,2.286,20.737,0,19.558,0,1.847,0.232,2.301,0.329,17.047,"0.140%",17.162,"0.020%",313.213,336.001,1,NA
"431","3137","1635-1992","Urban",3,"Tiscali","20","DSL",4.985,5.244,NA,0.564,0.578,NA,23.964,0.001,25.257,0,1.579,0.595,NA,NA,21.905,"0.120%",NA,"",895.004,NA,NA,NA
"432","3143","2563-5000","Rural",1,"TalkTalk","8","ADSL2+",1.233,1.502,1.222,0.504,0.542,0.505,43.551,0,43.305,0,1.108,0.89,1.25,0.896,42.216,"0.030%",42.422,"0.070%",3078.625,3077.91,NA,0.11
